Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2524588457,neidanac (1/2),0,176.6,UTIL Joe Pavelski C Nick Suzuki C Jake Evans W Denis Gurianov W Tyler Toffoli W Mike Hoffman D Tyson Barrie D Justin Faulk G Philipp Grubauer,,Connor McDavid,C,45.07%,11.5
2,2525661715,gogo63 (3/3),0,175.40001,C Joe Pavelski C Nick Schmaltz W Alexander Radulov W Tyler Toffoli W Jamie Benn UTIL Torey Krug D Ben Chiarot D Brady Skjei G Jake Oettinger,,Leon Draisaitl,C,33.09%,15.8
3,2524382248,ebromberg60 (7/24),0,174.70001,C Joe Pavelski C Roope Hintz UTIL Jesperi Kotkaniemi W Tyler Toffoli W Jamie Benn W Corey Perry D John Klingberg D Kevin Shattenkirk G Jake Allen,,Ryan Nugent-Hopkins,W,21.39%,0
3,2525140636,friedog (49/50),0,174.70001,C Vincent Trocheck C Nick Suzuki W Tyler Toffoli W Josh Anderson W Jonathan Drouin UTIL Mike Hoffman D Jeff Petry D Quinn Hughes G James Reimer,,Tyson Barrie,D,19.05%,21.8
5,2524235018,shoe12,0,174.2,C Vincent Trocheck C Nick Suzuki UTIL Christian Dvorak W Brendan Gallagher W Tyler Toffoli W Brandon Saad D Jeff Petry D Tyson Barrie G Jake Allen,,Brendan Gallagher,UTIL,15.86%,11.8
6,2524738902,Beavis30 (121/150),0,173.2,C Joe Pavelski C Roope Hintz W Jamie Benn W Oliver Bjorkstrand W Mike Hoffman D John Klingberg UTIL Colton Parayko D Neal Pionk G Kevin Lankinen,,J.T. Compher,UTIL,15.71%,4.3
7,2524182955,hughes41 (5/15),0,169,C Vincent Trocheck C Nick Suzuki W Tyler Toffoli W Josh Anderson UTIL Jamie Benn W Jonathan Drouin D Jeff Petry D Jonas Brodin G Jake Allen,,Tyler Toffoli,W,13.98%,35.5
8,2525713223,my7469,0,168.90001,C Vincent Trocheck C Nick Suzuki W Tyler Toffoli UTIL Conor Garland W Josh Anderson W Nino Niederreiter D Jeff Petry D Joel Edmundson G Jake Allen,,Jordan Binnington,G,13.73%,16.5
9,2525600002,windykk2 (1/6),0,168.1,C Joe Pavelski C Elias Pettersson W Zach Parise W Josh Anderson W Jamie Benn D Zach Werenski D Colton Parayko UTIL Jamie Oleksiak G Jake Allen,,Sebastian Aho,C,12.60%,4.5
9,2525704388,windykk2 (5/6),0,168.1,C Joe Pavelski C Elias Pettersson W Zach Parise W Josh Anderson W Jamie Benn D Zach Werenski D Colton Parayko UTIL Jamie Oleksiak G Jake Allen,,Dougie Hamilton,D,12.14%,4.1
9,2525720418,windykk2 (6/6),0,168.1,C Joe Pavelski C Elias Pettersson W Zach Parise W Josh Anderson W Jamie Benn D Zach Werenski D Colton Parayko UTIL Jamie Oleksiak G Jake Allen,,Shea Weber,D,12.04%,7.8
12,2524738904,Beavis30 (123/150),0,167.50002,C Joe Pavelski C Roope Hintz W Alexander Radulov W Jamie Benn UTIL Oliver Bjorkstrand W Mike Hoffman D Tyson Barrie D Ryan Graves G James Reimer,,Nazem Kadri,UTIL,11.54%,1.5
13,2525006321,passrun1226,0,167.3,C Vincent Trocheck C Nick Suzuki W Andrei Svechnikov W Josh Anderson UTIL Jamie Benn W Kailer Yamamoto D Darnell Nurse D Kevin Shattenkirk G Jake Allen,,Jesse Puljujarvi,W,10.87%,21.5
14,2524576934,japgar (5/18),0,166.9,C Nick Suzuki UTIL Christian Dvorak C Jordan Staal W Brendan Gallagher W Tyler Toffoli W Josh Anderson D Jeff Petry D Shea Weber G Jake Allen,,Philipp Grubauer,G,10.56%,21.4
15,2525457069,vonnie85,0,165.90001,C Joe Pavelski C Vincent Trocheck UTIL Johnny Gaudreau W Tyler Toffoli W Josh Anderson W Andre Burakovsky D Samuel Girard D Jordan Oesterle G Philipp Grubauer,,Evgenii Dadonov,W,9.68%,4.3
16,2525725142,trev_199 (2/3),0,165.8,C Leon Draisaitl C Joe Pavelski UTIL Nick Suzuki W Tyler Toffoli W Josh Anderson W Jason Dickinson D Ben Chiarot D Jamie Oleksiak G Jake Allen,,James Reimer,G,9.40%,16.5
17,2524065669,JABO3 (2/2),0,165.1,C Vincent Trocheck C Jordan Staal UTIL Nikolaj Ehlers W Tyler Toffoli W Jamie Benn W Nino Niederreiter D Torey Krug D Tyson Barrie G Jordan Binnington,,Dominik Kahun,W,9.33%,2.8
18,2524738928,Beavis30 (147/150),0,164.70001,C Joe Pavelski C Josh Norris W Alexander Radulov UTIL Tyler Toffoli W Jamie Benn W Mike Hoffman D John Klingberg D Artem Zub G David Rittich,,Teuvo Teravainen,W,9.23%,4.5
19,2524217124,billbush (1/2),0,164.59999,UTIL Vincent Trocheck C Nick Suzuki C Adam Lowry W Tyler Toffoli W Josh Anderson W Kailer Yamamoto D Jeff Petry D Adam Larsson G Jake Allen,,Vincent Trocheck,C,8.73%,23.3
20,2525276810,sacman50,0,164.1,C Joe Pavelski C Vincent Trocheck W Tyler Toffoli W Phil Kessel W Nino Niederreiter UTIL Brandon Saad D John Klingberg D Jordan Oesterle G Mikko Koskinen,,Nick Suzuki,C,8.63%,10
21,2524164829,philvoit (1/2),0,163.7,C Roope Hintz C Adam Lowry UTIL Nikolaj Ehlers W Tyler Toffoli W Jamie Benn W Jordan Kyrou D Quinn Hughes D Adam Larsson G Jake Allen,,Kailer Yamamoto,UTIL,8.10%,11.9
22,2524738788,Beavis30 (7/150),0,163.40001,C Connor McDavid C Nick Bonino W Tyler Toffoli W Kailer Yamamoto W Mike Hoffman D Darnell Nurse UTIL Tyson Barrie D Colton Parayko G Kevin Lankinen,,Calvin Petersen,G,8.01%,24
23,2524973164,dignan16 (1/2),0,162.80002,C Vincent Trocheck C Nick Suzuki W Ryan Nugent-Hopkins W Tyler Toffoli W J.T. Miller UTIL Tanner Pearson D Colton Parayko D Ben Chiarot G Calvin Petersen,,Andrei Svechnikov,W,7.81%,22
23,2524671267,theamess1735,0,162.79999,C Leon Draisaitl UTIL Joe Pavelski C Jordan Staal W Tyler Toffoli W Oliver Bjorkstrand W Jordan Greenway D Tyson Barrie D Jonas Brodin G Jake Allen,,Jake Allen,G,7.81%,23.7
23,2525704352,windykk2 (3/6),0,162.79999,C Joe Pavelski C Elias Pettersson UTIL Patrik Laine W Jamie Benn W Jakob Silfverberg W Austin Watson D Colton Parayko D Ryan Suter G Jake Allen,,Mikko Koskinen,G,7.72%,15.1
23,2525704387,windykk2 (4/6),0,162.79999,C Joe Pavelski C Elias Pettersson UTIL Patrik Laine W Jamie Benn W Jakob Silfverberg W Austin Watson D Colton Parayko D Ryan Suter G Jake Allen,,Brandon Saad,W,7.52%,3
27,2525314807,alhassansiddik (4/150),0,162.70001,C Joe Pavelski C Roope Hintz W Denis Gurianov W Jamie Benn UTIL Mike Hoffman W Zach Sanford D John Klingberg D Evan Bouchard G Calvin Petersen,,Adrian Kempe,W,7.46%,1.5
28,2524779209,G.I.McFly,0,162.6,C Elias Pettersson C Vincent Trocheck W Andrei Svechnikov W Brendan Gallagher W Tyler Toffoli UTIL J.T. Miller D Ben Chiarot D Jake Gardiner G Calvin Petersen,,Bowen Byram,D,7.35%,1.5
29,2525523698,HyanTyte (3/4),0,162.3,C Leon Draisaitl C Christian Dvorak W Tyler Toffoli W David Perron W Jamie Benn UTIL Jordan Kyrou D Quinn Hughes D Adam Larsson G Thatcher Demko,,Joonas Korpisalo,G,7.28%,-4.9
30,2524615665,champchief (15/15),0,162.00002,C Joe Pavelski C Jesperi Kotkaniemi UTIL Jordan Staal W Alexander Radulov W Tyler Toffoli W Jamie Benn D John Klingberg D Bowen Byram G Jake Oettinger,,Patrik Laine,W,7.28%,3
31,2524430127,Willmser8771,0,161.70001,C Connor McDavid C Jordan Staal W Tyler Toffoli UTIL Andrew Copp W Jamie Benn W Phil Kessel D Tyson Barrie D Ben Chiarot G Philipp Grubauer,,Kevin Lankinen,G,6.94%,21.1
32,2524738908,Beavis30 (127/150),0,161.40001,C Roope Hintz C Jordan Staal W Alexander Radulov UTIL Tyler Toffoli W Jamie Benn W Mike Hoffman D John Klingberg D Colton Parayko G David Rittich,,Johnny Gaudreau,W,6.94%,9.5
33,2524615628,frankbert84 (1/2),0,161.3,C Leon Draisaitl C Ryan O'Reilly UTIL Jordan Staal W Tyler Toffoli W Jamie Benn W Martin Necas D Jakob Chychrun D Tyson Barrie G Jake Allen,,Mark Scheifele,C,6.84%,9.1
34,2525566300,Tp05,0,160.9,C Joe Pavelski C Mikael Backlund UTIL Zach Parise W Josh Anderson W Jamie Benn W Kailer Yamamoto D Esa Lindell D Colton Parayko G Jordan Binnington,,Ben Chiarot,UTIL,6.84%,9.1
35,2524537476,raylow15 (1/4),0,160.5,UTIL Joe Pavelski C Nick Suzuki C Max Domi W Brendan Gallagher W Tyler Toffoli W Boone Jenner D Jeff Petry D Ryan Graves G Calvin Petersen,,Anze Kopitar,C,6.80%,1.5
35,2524627544,jenmac711,0,160.5,C Vincent Trocheck C Andrew Agozzino W Brendan Gallagher W Tyler Toffoli W Conor Garland UTIL Jamie Benn D Darnell Nurse D Jakob Chychrun G Calvin Petersen,,Jamie Benn,W,6.70%,25.8
37,2524502889,n4c1r3m4 (2/6),0,160.4,C Joe Pavelski C Vincent Trocheck W Alexander Radulov W Jamie Benn UTIL Nino Niederreiter W Martin Necas D John Klingberg D Jordan Oesterle G Laurent Brossoit,,Kyle Connor,W,6.66%,2.8
38,2524480400,larsen3000,0,160,C Connor McDavid UTIL Ryan O'Reilly C Christian Dvorak W Tyler Toffoli W Andrew Copp W Brandon Saad D Tyson Barrie D Neal Pionk G Jake Allen,,Darnell Nurse,D,6.62%,14.5
39,2525693726,Gac14 (1/2),0,159.90001,C Connor McDavid C Christian Dvorak UTIL Tyler Toffoli W Kailer Yamamoto W Tim Stuetzle W Dillon Dube D Darnell Nurse D Tyson Barrie G Mikko Koskinen,,Brady Tkachuk,W,6.47%,4.5
40,2524738907,Beavis30 (126/150),0,159.6,C Joe Pavelski C Carl Soderberg W Alexander Radulov W Jamie Benn UTIL Oliver Bjorkstrand W Mike Hoffman D John Klingberg D Connor Murphy G Kevin Lankinen,,Jordan Kyrou,W,6.45%,11.5
41,2524738925,Beavis30 (144/150),0,158.90001,C Joe Pavelski C Mikael Backlund W Alexander Radulov UTIL Brendan Gallagher W Jamie Benn W Mike Hoffman D John Klingberg D Noah Hanifin G Kevin Lankinen,,Andre Burakovsky,W,6.35%,5.8
42,2524738920,Beavis30 (139/150),0,158.70001,C Roope Hintz C Kyle Turris W Alexander Radulov UTIL Tyler Toffoli W Jamie Benn W Mike Hoffman D John Klingberg D Tyson Barrie G James Reimer,,Oliver Bjorkstrand,W,6.29%,3
43,2524507976,Baltic,0,157.90001,C Vincent Trocheck C Alexandre Texier W Tyler Toffoli W Dominik Kubalik W J.T. Miller UTIL Shea Weber D Esa Lindell D Colton Parayko G Jake Allen,,Ryan Graves,D,6.25%,13.8
44,2524978838,adammack16,0,156.70001,C Connor McDavid C Joe Pavelski W Johnny Gaudreau W Tyler Toffoli W Corey Perry UTIL Blake Comeau D Tyson Barrie D Hampus Lindholm G Kevin Lankinen,,Jake Oettinger,G,6.21%,11.6
44,2525102895,Zmanimal (2/4),0,156.70001,C Connor McDavid C Vincent Trocheck UTIL Jesperi Kotkaniemi W Tyler Toffoli W Nino Niederreiter W Jesse Puljujarvi D Tyson Barrie D Ben Chiarot G Jordan Binnington,,Colton Parayko,D,6.12%,24
46,2524380169,martyfranzen (2/2),0,156.4,C Leon Draisaitl C Vincent Trocheck UTIL Tyler Toffoli W Jamie Benn W Jordan Kyrou W Brandon Saad D Darnell Nurse D Juuso Valimaki G Philipp Grubauer,,Rickard Rakell,W,6.08%,3
47,2525321727,packerbacker3333 (34/150),0,156.1,UTIL Connor McDavid C Vincent Trocheck C Jesperi Kotkaniemi W Tyler Toffoli W Jesse Puljujarvi W Corey Perry D Shea Weber D Tyson Barrie G Jake Allen,,Cale Makar,D,6.07%,6.5
48,2525424195,B-Nels (2/2),0,155,C Connor McDavid C Leon Draisaitl UTIL J.T. Compher W Jamie Benn W Jordan Kyrou W Warren Foegele D Quinn Hughes D Tyson Barrie G Calvin Petersen,,Jeff Petry,D,5.99%,16.3
49,2524320907,Kaseyklop (2/4),0,154.59999,C Nick Suzuki C Jordan Staal W Andrei Svechnikov UTIL Tyler Toffoli W Josh Anderson W Jonathan Drouin D Dougie Hamilton D Tyson Barrie G Jake Allen,,Mikko Rantanen,UTIL,5.89%,10.5
49,2525666283,shivakamini88 (1/2),0,154.59999,UTIL Leon Draisaitl C Joe Pavelski C Vincent Trocheck W Josh Anderson W Nino Niederreiter W James Neal D Jonas Brodin D Ben Chiarot G Jake Allen,,Jordan Staal,UTIL,5.69%,10
51,2524210275,nirmalpuri,0,154.4,C Connor McDavid UTIL Vincent Trocheck C Colin White W Brendan Gallagher W Tyler Toffoli W Jamie Benn D Neal Pionk D Ryan Graves G Jordan Binnington,,Mike Hoffman,W,5.65%,20.3
51,2524876232,flamermoon (1/4),0,154.4,C Sean Monahan C Adam Henrique UTIL Andrei Svechnikov W Johnny Gaudreau W Tyler Toffoli W Jakob Silfverberg D Quinn Hughes D Colton Parayko G Jordan Binnington,,Martin Necas,UTIL,5.59%,7.1
53,2524650458,Toadd4,0,154.3,C Connor McDavid C Jordan Staal W Tyler Toffoli UTIL Andrew Copp W Jordan Kyrou W Andre Burakovsky D Quinn Hughes D Colton Parayko G Philipp Grubauer,,Cam Atkinson,W,5.50%,1.5
54,2525170033,Nate1766,0,154,C Leon Draisaitl C Alexandre Texier UTIL Jordan Staal W Josh Anderson W Jamie Benn W Jordan Kyrou D Quinn Hughes D Tyson Barrie G James Reimer,,David Perron,W,5.47%,4.5
55,2525130318,Zmanimal (3/4),0,153.40001,C Vincent Trocheck C Nick Suzuki UTIL Adam Lowry W Tyler Toffoli W Conor Garland W Jamie Benn D Jakob Chychrun D Tyson Barrie G Jacob Markstrom,,John Gibson,G,5.43%,16.5
56,2524421238,Dizzyd22 (2/3),0,153.2,C Leon Draisaitl C Roope Hintz UTIL Radek Faksa W Tyler Toffoli W Andrew Copp W Jamie Benn D Tyson Barrie D Jamie Oleksiak G Philipp Grubauer,,Alex Iafallo,W,5.42%,6
57,2525652798,Jays92,0,153,C Sebastian Aho C Nick Suzuki UTIL Radek Faksa W Tyler Toffoli W Josh Anderson W Kailer Yamamoto D Jeff Petry D Colton Parayko G James Reimer,,Andrew Copp,W,5.27%,9.3
58,2525511177,qatman,0,152.90001,C Leon Draisaitl C Philipp Kurashev W Brendan Gallagher W Conor Garland W Jamie Benn UTIL Rickard Rakell D Quinn Hughes D Tyson Barrie G Kevin Lankinen,,Nino Niederreiter,W,5.27%,11
59,2524738919,Beavis30 (138/150),0,152.30002,C Joe Pavelski C Carl Soderberg UTIL Patrick Kane W Alexander Radulov W Jamie Benn W Brandon Saad D John Klingberg D Ryan Graves G Kevin Lankinen,,Gabriel Landeskog,W,5.26%,1.5
59,2524488477,n4c1r3m4 (1/6),0,152.3,C Leon Draisaitl C Joe Pavelski W Alexander Radulov W Jamie Benn UTIL Kailer Yamamoto W Dominik Kahun D Tyson Barrie D Jacob MacDonald G Jake Oettinger,,Patrick Kane,W,5.23%,14.5
61,2524323465,jrl2002,0,152.1,UTIL Joe Pavelski C Vincent Trocheck C Joel Eriksson Ek W Conor Garland W Jamie Benn W Jordan Kyrou D Jakob Chychrun D Jordie Benn G Kevin Lankinen,,Neal Pionk,D,5.19%,13.4
62,2524535382,skid68 (4/8),0,152,C Roope Hintz C J.T. Compher W Denis Gurianov W Brendan Gallagher UTIL Tyler Toffoli W Jamie Benn D John Klingberg D Ryan Graves G Calvin Petersen,,Jonathan Drouin,W,5.18%,4.5
63,2524457506,j2c4n (1/4),0,151.90001,UTIL Vincent Trocheck C Nick Suzuki C Jesperi Kotkaniemi W Tyler Toffoli W Josh Anderson W Corey Perry D Jeff Petry D Drew Doughty G Jake Allen,,Nikolaj Ehlers,UTIL,5.12%,11.5
63,2525119194,littlemacs (1/2),0,151.90001,C Connor McDavid UTIL Vincent Trocheck C Jordan Staal W Tyler Toffoli W Jamie Benn W Dustin Brown D Tyson Barrie D Erik Gudbranson G Philipp Grubauer,,Alex Chiasson,W,4.95%,0
63,2524576398,matthewh18 (13/30),0,151.9,UTIL Connor McDavid C Leon Draisaitl C David Backes W Brendan Gallagher W Jamie Benn W Evgenii Dadonov D Colton Parayko D Ryan Graves G Philipp Grubauer,,Blake Wheeler,W,4.93%,2.8
66,2525513156,chileno97way,0,151.80002,C Vincent Trocheck C Jordan Staal W Patrik Laine W Nikolaj Ehlers W Tyler Toffoli UTIL Josh Anderson D Tyson Barrie D Erik Gudbranson G Kevin Lankinen,,Tomas Tatar,W,4.82%,1.5
66,2524161650,zekesaho (4/23),0,151.8,C Sebastian Aho C Vincent Trocheck W Andrei Svechnikov W Andrew Copp UTIL Kailer Yamamoto W Nino Niederreiter D Tyson Barrie D Colton Parayko G Calvin Petersen,,Josh Anderson,W,4.62%,23
68,2524572057,wacka33,0,151.5,UTIL Connor McDavid C Vincent Trocheck C Colin White W Tyler Toffoli W Josh Anderson W Nino Niederreiter D Quinn Hughes D Tyler Myers G Cam Talbot,,Sean Monahan,C,4.49%,6.5
69,2524576966,japgar (8/18),0,151.20001,UTIL Joe Pavelski C Nick Schmaltz C Christian Dvorak W Nikolaj Ehlers W Conor Garland W Phil Kessel D Jakob Chychrun D Jordan Oesterle G Darcy Kuemper,,Mike Reilly,UTIL,4.43%,3
69,2524810290,jlcandonyx,0,151.2,UTIL Mark Scheifele C Nick Suzuki C Nazem Kadri W Andrei Svechnikov W Tyler Toffoli W Josh Anderson D Jordan Oesterle D Derek Forbort G Philipp Grubauer,,Jaccob Slavin,D,4.30%,1.3
69,2525314817,alhassansiddik (14/150),0,151.2,C Bo Horvat C Elias Pettersson UTIL Brock Boeser W Tyler Toffoli W J.T. Miller W Jonathan Drouin D Quinn Hughes D Evan Bouchard G Calvin Petersen,,Brayden Schenn,C,4.23%,3
72,2525547806,3outtrout7 (13/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,Thatcher Demko,G,4.23%,5.6
72,2525593901,3outtrout7 (28/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,Elias Lindholm,C,4.22%,8
72,2525710456,3outtrout7 (32/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,Brock Boeser,W,4.14%,9.5
72,2525710492,3outtrout7 (51/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,Jaden Schwartz,W,4.09%,6.5
72,2525724889,3outtrout7 (70/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,Dustin Brown,UTIL,4.02%,0
72,2525724929,3outtrout7 (82/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,J.T. Miller,W,3.99%,17.9
72,2525730999,3outtrout7 (97/105),0,151,C Mark Scheifele C Vincent Trocheck W Tyler Toffoli UTIL Conor Garland W Jamie Benn W Jordan Kyrou D Adam Larsson D Jordie Benn G Laurent Brossoit,,Matthew Tkachuk,UTIL,3.97%,23
79,2524550983,SlyHolla (2/4),0,150.9,C Connor McDavid C Leon Draisaitl W Tyler Toffoli UTIL Jamie Benn W Andre Burakovsky W Alex Chiasson D Tyson Barrie D Evan Bouchard G Jake Allen,,Paul Stastny,C,3.93%,0
79,2525196748,nycfqb73 (52/59),0,150.9,C Nazem Kadri C Adam Lowry W Nikolaj Ehlers UTIL Tyler Toffoli W Jamie Benn W Rickard Rakell D Darnell Nurse D Colton Parayko G Jake Allen,,Jakob Silfverberg,W,3.92%,8
81,2524738903,Beavis30 (122/150),0,150.70001,C Joe Pavelski C Roope Hintz W Alexander Radulov W Jamie Benn UTIL Oliver Bjorkstrand W Mike Hoffman D Colton Parayko D Alexander Edler G David Rittich,,Corey Perry,UTIL,3.88%,4.5
81,2525015821,haakee (137/150),0,150.70001,UTIL Leon Draisaitl C Nick Suzuki C Christian Dvorak W Brendan Gallagher W Tyler Toffoli W Dominik Kahun D Tyson Barrie D Ben Chiarot G Mikko Koskinen,,Alexandre Texier,C,3.83%,4.3
83,2524492761,wade315,0,150.50002,C Joe Pavelski C Roope Hintz UTIL David Backes W Blake Wheeler W Jamie Benn W Logan O'Connor D Jeff Petry D Samuel Girard G Jordan Binnington,,Jonas Brodin,D,3.75%,6.9
84,2524576888,bearswinsbowl (3/7),0,150.40001,C Connor McDavid C Dylan Strome W Tyler Toffoli W Josh Anderson W Jeff Carter UTIL Jeff Petry D Derek Forbort D Niklas Hjalmarsson G Kevin Lankinen,,Darcy Kuemper,G,3.73%,5.6
84,2524745566,Bigchiefnh1924 (4/13),0,150.4,C Joe Pavelski C Sam Steel W Denis Gurianov UTIL Tyler Toffoli W Rickard Rakell W Jakob Silfverberg D John Klingberg D Jonas Brodin G Philipp Grubauer,,Zach Werenski,D,3.69%,0
86,2525146737,TheHaba (132/150),0,150.3,C Leon Draisaitl C Joe Pavelski W Alexander Radulov UTIL Kailer Yamamoto W Jason Dickinson W Dominik Kahun D Colton Parayko D Jared Spurgeon G Jake Allen,,Ryan O'Reilly,C,3.67%,13
87,2525127080,xMolski (2/2),0,150.1,C Vincent Trocheck C Nick Suzuki W Tyler Toffoli W Nino Niederreiter W Martin Necas D Jeff Petry D Shea Weber UTIL Colton Parayko G Mikko Koskinen,,Jordan Greenway,W,3.64%,4.3
88,2525251770,thestormIScoming (5/5),0,150,C Brayden Schenn C Nazem Kadri W Tyler Toffoli W David Perron W Andrew Copp UTIL Jamie Benn D Quinn Hughes D Colton Parayko G Kevin Lankinen,,David Savard,D,3.60%,2.6
89,2524701840,leo888 (1/5),0,149.90001,C Elias Pettersson C Jordan Staal W Brendan Gallagher W Tyler Toffoli W Josh Anderson UTIL Rickard Rakell D Rasmus Andersson D Quinn Hughes G Jordan Binnington,,Adam Larsson,D,3.50%,9.5
89,2524738799,Beavis30 (18/150),0,149.90001,C Connor McDavid C Derek Stepan W Brendan Gallagher UTIL Tyler Toffoli W Mike Hoffman W Dominik Kahun D Darnell Nurse D Tyson Barrie G Kevin Lankinen,,Elias Pettersson,UTIL,3.42%,19
