C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
16300184,16300206,16300582,16300604,16300620,16301158,16301160,16301608,16300692,,1. Locate the player you want to select in the list below ,,,,,,,,
16300184,16300188,16300660,16300584,16300620,16301158,16301160,16301636,16300682,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16300188,16300206,16300582,16300584,16300652,16301158,16301150,16301608,16300682,,3. Paste the ID into the roster position desired ,,,,,,,,
16300184,16300206,16300582,16300612,16300652,16301158,16301200,16301636,16300218,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16300188,16300206,16300582,16300638,16300692,16301158,16301146,16301636,16300220,,5. You can create up to 500 lineups per file ,,,,,,,,
16300184,16300284,16300516,16300580,16300620,16301158,16301160,16301635,16300634,,,,,,,,,,
16300184,16300264,16300516,16300572,16300660,16301158,16301200,16301628,16300620,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16300184,16300188,16300620,16300678,16300712,16301160,16301200,16301608,16300234,,C,Connor McDavid (16300184),Connor McDavid,16300184,C/UTIL,9000,OTT@EDM 02/02/2021 10:00PM ET,EDM,21.73
16300184,16300206,16300516,16300620,16300678,16301158,16301174,16301636,16300712,,C,Nathan MacKinnon (16300186),Nathan MacKinnon,16300186,C/UTIL,8500,MIN@COL 02/02/2021 08:30PM ET,COL,15.87
16300184,16300196,16300640,16300620,16300574,16301158,16301200,16301608,16300634,,G,Mikko Koskinen (16301608),Mikko Koskinen,16301608,G,8500,OTT@EDM 02/02/2021 10:00PM ET,EDM,11.97
16300206,16300196,16300582,16300580,16300640,16301150,16301132,16301608,16300692,,G,Tristan Jarry (16301609),Tristan Jarry,16301609,G,8400,Postponed,PIT,5.02
16300184,16300188,16300586,16300620,16300680,16301158,16301200,16301635,16300248,,C,Leon Draisaitl (16300188),Leon Draisaitl,16300188,C/UTIL,8400,OTT@EDM 02/02/2021 10:00PM ET,EDM,17.29
16300184,16300188,16300604,16300594,16300682,16301158,16301200,16301608,16300280,,RW,Patrick Kane (16300514),Patrick Kane,16300514,W/UTIL,8300,CAR@CHI 02/02/2021 08:00PM ET,CHI,13.33
16300188,16300206,16300572,16300582,16300584,16301128,16301200,16301640,16300692,,G,Jordan Binnington (16301610),Jordan Binnington,16301610,G,8300,ARI@STL 02/02/2021 08:00PM ET,STL,16.03
16300184,16300206,16300582,16300634,16300692,16301132,16301128,16301636,16300284,,G,Stuart Skinner (16301611),Stuart Skinner,16301611,G,8300,OTT@EDM 02/02/2021 10:00PM ET,EDM,11.6
