QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Russell Wilson,Duke Johnson,James Conner,Curtis Samuel,Tyler Lockett,D.K. Metcalf,Darren Waller,Larry Fitzgerald,Cincinnati Bengals
Deshaun Watson,Carlos Hyde,James Conner,Curtis Samuel,Brandin Cooks,Will Fuller,Darren Waller,Davante Adams,Cincinnati Bengals
Justin Herbert,Carlos Hyde,Duke Johnson,Curtis Samuel,Keenan Allen,DeAndre Hopkins,Hunter Henry,D'Andre Swift,Cincinnati Bengals
Justin Herbert,Carlos Hyde,Aaron Jones,Curtis Samuel,Robby Anderson,Keenan Allen,Darren Waller,Mike Williams,Washington Football Team
Derek Carr,Carlos Hyde,Duke Johnson,Keenan Allen,Terry McLaurin,Hunter Renfrow,Darren Waller,Davante Adams,Detroit Lions
Russell Wilson,Duke Johnson,Giovani Bernard,Jakeem Grant,Tyler Lockett,D.K. Metcalf,Dallas Goedert,DeAndre Hopkins,Las Vegas Raiders
P.J. Walker,Carlos Hyde,Alvin Kamara,Curtis Samuel,D.J. Moore,Keenan Allen,Darren Waller,Kenny Golladay,Cincinnati Bengals
Russell Wilson,Duke Johnson,Antonio Gibson,A.J. Green,Tyler Lockett,D.K. Metcalf,Logan Thomas,DeAndre Hopkins,Jacksonville Jaguars
Russell Wilson,Duke Johnson,Kalen Ballage,Curtis Samuel,Tyler Lockett,DeAndre Hopkins,Greg Olsen,Mike Davis,Denver Broncos
Kyler Murray,Carlos Hyde,Miles Sanders,Curtis Samuel,Tyler Lockett,Larry Fitzgerald,Noah Fant,DeAndre Hopkins,Houston Texans
Justin Herbert,Carlos Hyde,James Robinson,Curtis Samuel,Keenan Allen,DeVante Parker,Hunter Henry,Cooper Kupp,Miami Dolphins
Justin Herbert,Carlos Hyde,Duke Johnson,Tyler Boyd,Keenan Allen,Diontae Johnson,Hunter Henry,Michael Thomas,Carolina Panthers
Russell Wilson,James Conner,Melvin Gordon,Curtis Samuel,Tyler Lockett,DeAndre Hopkins,Austin Hooper,David Moore,Los Angeles Chargers
Aaron Rodgers,Carlos Hyde,Duke Johnson,Curtis Samuel,Keenan Allen,Davante Adams,Robert Tonyan,Josh Jacobs,Seattle Seahawks
Jared Goff,Carlos Hyde,Duke Johnson,Keenan Allen,Cooper Kupp,Chris Godwin,Darren Waller,Robert Woods,New Orleans Saints
Russell Wilson,Salvon Ahmed,J.D. McKissic,Curtis Samuel,Tyler Lockett,D.K. Metcalf,Jordan Akins,DeAndre Hopkins,Cleveland Browns
Joe Burrow,Carlos Hyde,DeeJay Dallas,Tyler Boyd,Keenan Allen,Terry McLaurin,Darren Waller,Tee Higgins,Pittsburgh Steelers
Ben Roethlisberger,Carlos Hyde,Duke Johnson,Keenan Allen,Davante Adams,JuJu Smith-Schuster,Tyler Eifert,Chase Claypool,Cincinnati Bengals
Tom Brady,Carlos Hyde,James Conner,Curtis Samuel,Cooper Kupp,Davante Adams,Rob Gronkowski,Antonio Brown,Philadelphia Eagles
Russell Wilson,Duke Johnson,James Conner,Josh Reynolds,D.K. Metcalf,DeAndre Hopkins,Jacob Hollister,Jarvis Landry,Green Bay Packers
