PG,SG,SF,PF,C,G,F,UTIL
Goran Dragic,Norman Powell,Hamidou Diallo,Lauri Markkanen,DeMarcus Cousins,Elfrid Payton,Domantas Sabonis,Nikola Vucevic
Goran Dragic,George Hill,Timothe Luwawu-Cabarrot,Lauri Markkanen,DeMarcus Cousins,Luka Doncic,Marvin Bagley III,Nikola Vucevic
Devonte' Graham,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Gabe Vincent,LaMarcus Aldridge,Nikola Vucevic
James Harden,Wayne Ellington,Norman Powell,James Johnson,DeMarcus Cousins,Gabe Vincent,Domantas Sabonis,Nikola Vucevic
Goran Dragic,George Hill,Jerami Grant,Domantas Sabonis,DeMarcus Cousins,Norman Powell,Gary Harris,Nikola Vucevic
Kyrie Irving,Kendrick Nunn,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Hamidou Diallo,Domantas Sabonis,Richaun Holmes
Goran Dragic,Wayne Ellington,Timothe Luwawu-Cabarrot,Marvin Bagley III,DeMarcus Cousins,Fred VanVleet,Domantas Sabonis,Nikola Vucevic
Goran Dragic,Norman Powell,Jerami Grant,Lauri Markkanen,DeMarcus Cousins,Devonte' Graham,Tim Hardaway Jr.,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Domantas Sabonis,DeMarcus Cousins,Jalen Brunson,PJ Washington,Daniel Gafford
Goran Dragic,Norman Powell,Cam Johnson,Aleksej Pokusevski,DeMarcus Cousins,Kyrie Irving,Domantas Sabonis,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Aleksej Pokusevski,DeMarcus Cousins,Devonte' Graham,Domantas Sabonis,Mason Plumlee
Derrick Rose,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,George Hill,Marvin Bagley III,Bam Adebayo
Kyrie Irving,Wayne Ellington,Norman Powell,Domantas Sabonis,DeMarcus Cousins,Kendrick Nunn,Gary Harris,Nikola Vucevic
Goran Dragic,Norman Powell,Timothe Luwawu-Cabarrot,Marvin Bagley III,DeMarcus Cousins,Luka Doncic,Domantas Sabonis,Mason Plumlee
Devonte' Graham,Kendrick Nunn,Norman Powell,Lauri Markkanen,DeMarcus Cousins,George Hill,Domantas Sabonis,Nikola Vucevic
Goran Dragic,Norman Powell,Jerami Grant,James Johnson,DeMarcus Cousins,Malcolm Brogdon,Marvin Bagley III,Nikola Vucevic
Goran Dragic,Wayne Ellington,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Luka Doncic,Aleksej Pokusevski,James Harden
Goran Dragic,James Harden,Norman Powell,James Johnson,DeMarcus Cousins,Lonnie Walker IV,PJ Washington,Nikola Vucevic
Devonte' Graham,James Harden,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Tim Hardaway Jr.,Anthony Edwards,Bam Adebayo
Goran Dragic,James Harden,Anthony Edwards,Lauri Markkanen,DeMarcus Cousins,George Hill,James Johnson,Nikola Vucevic
