PG,SG,SF,PF,C,G,F,UTIL
Goran Dragic,Norman Powell,Jerami Grant,Lauri Markkanen,DeMarcus Cousins,Devonte' Graham,Marvin Bagley III,Nikola Vucevic
Goran Dragic,Jalen Brunson,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Devonte' Graham,Domantas Sabonis,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Aaron Holiday,LaMarcus Aldridge,Nikola Vucevic
Devonte' Graham,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Gabe Vincent,Marvin Bagley III,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,George Hill,Domantas Sabonis,Khem Birch
Goran Dragic,Wayne Ellington,Norman Powell,Marvin Bagley III,DeMarcus Cousins,James Harden,Domantas Sabonis,Naz Reid
Goran Dragic,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Jordan McLaughlin,Tim Hardaway Jr.,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Derrick Rose,Domantas Sabonis,Cody Zeller
Goran Dragic,Norman Powell,Tim Hardaway Jr.,Marvin Bagley III,DeMarcus Cousins,Derrick Rose,Domantas Sabonis,Nikola Vucevic
Goran Dragic,James Harden,Cam Johnson,Lauri Markkanen,DeMarcus Cousins,Norman Powell,James Johnson,Nikola Vucevic
Kyrie Irving,Kendrick Nunn,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Elfrid Payton,Marvin Bagley III,Nikola Vucevic
Goran Dragic,George Hill,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Kyrie Irving,Marvin Bagley III,Domantas Sabonis
Goran Dragic,James Harden,Norman Powell,Lauri Markkanen,DeMarcus Cousins,Aaron Holiday,Tim Hardaway Jr.,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Theo Maledon,PJ Washington,Nikola Vucevic
Goran Dragic,James Harden,Tobias Harris,Lauri Markkanen,DeMarcus Cousins,Norman Powell,Marvin Bagley III,Mason Plumlee
Goran Dragic,James Harden,Grant Williams,Marvin Bagley III,DeMarcus Cousins,Norman Powell,PJ Washington,Nikola Vucevic
Goran Dragic,James Harden,Miles Bridges,Marvin Bagley III,DeMarcus Cousins,Derrick Rose,Norman Powell,Nikola Vucevic
Devonte' Graham,Kendrick Nunn,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Jordan McLaughlin,Domantas Sabonis,James Harden
Goran Dragic,James Harden,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Elfrid Payton,Lonnie Walker IV,Nikola Vucevic
Goran Dragic,James Harden,Norman Powell,Marvin Bagley III,DeMarcus Cousins,Luka Doncic,Jarred Vanderbilt,Daniel Gafford
