Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Cody Zeller,4000.00,CHA,C,IND,26.76,35.00
Joe Ingles,4700.00,UTA,SG/SF,DAL,29.77,23.30
Stanley Johnson,3900.00,TOR,PF,SAC,24.19,0.10
Terence Davis,3000.00,TOR,PG/SG,SAC,18.54,0.10
Rudy Gobert,7500.00,UTA,C,DAL,45.49,23.90
Timothe Luwawu-Cabarrot,3000.00,BKN,SF/PF,OKC,18.05,11.70
Pascal Siakam,7300.00,TOR,PF/C,SAC,43.27,10.00
Fred VanVleet,7500.00,TOR,PG/SG,SAC,44.3,10.00
Theo Maledon,3400.00,OKC,PG/SG,BKN,19.8,20.70
Dejounte Murray,6100.00,SAS,PG,DEN,35.27,19.90
Kyrie Irving,8700.00,BKN,PG,OKC,50.06,23.90
Hassan Whiteside,3000.00,SAC,C,TOR,17.19,2.60
Gordon Hayward,7000.00,CHA,SF/PF,IND,40.01,19.90
Mike Conley,6000.00,UTA,PG,DAL,34.1,23.90
Kyle Lowry,7100.00,TOR,PG,SAC,39.86,11.00
Bruce Brown,3000.00,BKN,SG/SF,OKC,16.83,9.10
Tyrese Haliburton,4800.00,SAC,PG/SG,TOR,26.81,18.10
DeMar DeRozan,6800.00,SAS,SF/PF,DEN,38,16.90
James Harden,10300.00,BKN,PG/SG,OKC,57.33,19.90
Jordan Clarkson,6400.00,UTA,PG/SG,DAL,35.3,20.90
Joel Embiid,9400.00,PHI,C,MIN,51.77,16.90
Seth Curry,4400.00,PHI,SG,MIN,24.26,14.20
Will Barton,4300.00,DEN,SG/SF,SAS,23.48,14.20
Ben Simmons,7700.00,PHI,PG/SF,MIN,42.01,13.00
Nikola Jokic,10100.00,DEN,C,SAS,55.16,14.90
Bojan Bogdanovic,5400.00,UTA,SF/PF,DAL,29.36,19.40
Nikola Vucevic,8800.00,ORL,C,LAC,47.84,13.00
Trae Young,9100.00,ATL,PG,WAS,48.97,13.90
Marvin Bagley III,5800.00,SAC,PF/C,TOR,31.08,15.50
Royce O'Neale,4600.00,UTA,SF/PF,DAL,24.48,13.00
