Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Jalen Hurts,8000,PHI,QB,TB,23.3,
Ja'Marr Chase,7800,CIN,WR,LAR,18.5,
Joe Burrow,6600,CIN,QB,LAR,17.8,
Matthew Stafford,5600,LAR,QB,CIN,17.7,
A.J. Brown,7400,PHI,WR,TB,16.6,
Baker Mayfield,5500,TB,QB,PHI,16.5,
Puka Nacua,6400,LAR,WR,CIN,16.3,
Tee Higgins,6200,CIN,WR,LAR,15.6,
DeVonta Smith,7300,PHI,WR,TB,14.9,
Joe Mixon,6300,CIN,RB,LAR,14.8,
Mike Evans,6300,TB,WR,PHI,14.4,
Kyren Williams,5700,LAR,RB,CIN,14.3,
Rachaad White,5900,TB,RB,PHI,13.4,
Chris Godwin,5700,TB,WR,PHI,13.3,
D'Andre Swift,5800,PHI,RB,TB,12.0,
Tutu Atwell,5000,LAR,WR,CIN,11.6,
Dallas Goedert,4800,PHI,TE,TB,10.4,
Tyler Boyd,3500,CIN,WR,LAR,9.1,
Kenneth Gainwell,4900,PHI,RB,TB,8.4,
Tyler Higbee,4400,LAR,TE,CIN,8.1,
Van Jefferson,3900,LAR,WR,CIN,7.7,
Cade Otton,3000,TB,TE,PHI,7.0,
Eagles ,3300,PHI,DST,TB,7.0,
Bengals ,3000,CIN,DST,LAR,6.1,
Buccaneers ,2600,TB,DST,PHI,5.3,
Rams ,2800,LAR,DST,CIN,5.0,
Sean Tucker,4100,TB,RB,PHI,4.7,
Drew Sample,2500,CIN,TE,LAR,4.3,
Trey Palmer,3100,TB,WR,PHI,4.1,
Trayveon Williams,4200,CIN,RB,LAR,3.3,
Chris Evans,4000,CIN,RB,LAR,2.8,
Ben Skowronek,3000,LAR,WR,CIN,2.6,
Deven Thompkins,3000,TB,WR,PHI,2.2,
Olamide Zaccheaus,3000,PHI,WR,TB,2.0,
Ronnie Rivers,4000,LAR,RB,CIN,1.9,
Rakim Jarrett,3000,TB,WR,PHI,1.8,
Rashaad Penny,4100,PHI,RB,TB,1.6,
Brycen Hopkins,2500,LAR,TE,CIN,1.4,
Ke'Shawn Vaughn,4000,TB,RB,PHI,1.3,
Chase Brown,4000,CIN,RB,LAR,1.3,
Ko Kieft,2500,TB,TE,PHI,1.3,
Trenton Irwin,3000,CIN,WR,LAR,1.2,
Royce Freeman,4000,LAR,RB,CIN,0.9,
Demarcus Robinson,3000,LAR,WR,CIN,0.8,
Jack Stoll,2500,PHI,TE,TB,0.8,
Irv Smith Jr.,3100,CIN,TE,LAR,0.5,
Davis Allen,2500,LAR,TE,CIN,0.5,
Boston Scott,4200,PHI,RB,TB,0.0,
