QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Eric Ebron,Jarvis Landry,Tennessee Titans
Mitchell Trubisky,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Allen Robinson,Mark Andrews,Anthony Miller,Cleveland Browns
Mitchell Trubisky,Alvin Kamara,James Conner,Michael Thomas,Diontae Johnson,Allen Robinson,Cole Kmet,A.J. Brown,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,Kareem Hunt,Michael Thomas,Diontae Johnson,Chase Claypool,Mark Andrews,Austin Hooper,Baltimore Ravens
Ben Roethlisberger,Derrick Henry,James Conner,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Austin Hooper,Allen Robinson,Chicago Bears
Drew Brees,Derrick Henry,Kareem Hunt,Michael Thomas,JuJu Smith-Schuster,Chase Claypool,Jared Cook,Allen Robinson,Tennessee Titans
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Marquise Brown,Emmanuel Sanders,Cole Kmet,Gus Edwards,Cleveland Browns
Lamar Jackson,David Montgomery,Kareem Hunt,Marquise Brown,Diontae Johnson,A.J. Brown,Mark Andrews,Eric Ebron,Chicago Bears
Ryan Tannehill,David Montgomery,Derrick Henry,Corey Davis,Marquise Brown,Chase Claypool,Jonnu Smith,Jarvis Landry,Chicago Bears
Lamar Jackson,Derrick Henry,Gus Edwards,Corey Davis,Diontae Johnson,Chase Claypool,Mark Andrews,Miles Boykin,New Orleans Saints
Ryan Tannehill,Alvin Kamara,Kareem Hunt,Corey Davis,Marquise Brown,Allen Robinson,Austin Hooper,A.J. Brown,Cleveland Browns
Drew Brees,James Conner,Nick Chubb,Michael Thomas,Allen Robinson,Jarvis Landry,Mark Andrews,Emmanuel Sanders,Baltimore Ravens
Baker Mayfield,David Montgomery,Derrick Henry,Diontae Johnson,Jarvis Landry,Anthony Miller,Austin Hooper,A.J. Brown,Tennessee Titans
Baker Mayfield,Alvin Kamara,Derrick Henry,Michael Thomas,JuJu Smith-Schuster,Rashard Higgins,Jonnu Smith,Austin Hooper,New Orleans Saints
Drew Brees,Alvin Kamara,David Montgomery,Corey Davis,Diontae Johnson,Allen Robinson,Jared Cook,Marquez Callaway,Pittsburgh Steelers
Mitchell Trubisky,Alvin Kamara,David Montgomery,Marquise Brown,JuJu Smith-Schuster,Allen Robinson,Jimmy Graham,Emmanuel Sanders,Baltimore Ravens
Lamar Jackson,Alvin Kamara,Nick Chubb,Jarvis Landry,A.J. Brown,Miles Boykin,Mark Andrews,Cole Kmet,Cleveland Browns
Ben Roethlisberger,Derrick Henry,James Conner,Michael Thomas,Chase Claypool,A.J. Brown,Eric Ebron,Donovan Peoples-Jones,New Orleans Saints
Ryan Tannehill,David Montgomery,Gus Edwards,JuJu Smith-Schuster,Allen Robinson,A.J. Brown,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
