QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Eric Ebron,Jarvis Landry,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Mark Andrews,Austin Hooper,Baltimore Ravens
Mitchell Trubisky,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Allen Robinson,Austin Hooper,Anthony Miller,Tennessee Titans
Lamar Jackson,David Montgomery,Gus Edwards,Corey Davis,Marquise Brown,Diontae Johnson,Mark Andrews,Allen Robinson,Chicago Bears
Mitchell Trubisky,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,Allen Robinson,Mark Andrews,Cole Kmet,Cleveland Browns
Drew Brees,David Montgomery,Derrick Henry,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Cole Kmet,Emmanuel Sanders,Tennessee Titans
Lamar Jackson,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Miles Boykin,Mark Andrews,Austin Hooper,Cleveland Browns
Ben Roethlisberger,Derrick Henry,James Conner,Michael Thomas,Diontae Johnson,Chase Claypool,Jonnu Smith,Jarvis Landry,Tennessee Titans
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Jarvis Landry,Anthony Miller,Mark Andrews,Emmanuel Sanders,Baltimore Ravens
Drew Brees,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Chase Claypool,Jared Cook,Allen Robinson,Tennessee Titans
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,Marquise Brown,JuJu Smith-Schuster,Austin Hooper,Chase Claypool,Chicago Bears
Ben Roethlisberger,Alvin Kamara,Gus Edwards,Corey Davis,Diontae Johnson,Chase Claypool,Mark Andrews,Jarvis Landry,New Orleans Saints
Lamar Jackson,Derrick Henry,Kareem Hunt,Corey Davis,Marquise Brown,Chase Claypool,Mark Andrews,Eric Ebron,New Orleans Saints
Ryan Tannehill,David Montgomery,Gus Edwards,Michael Thomas,Corey Davis,Chase Claypool,Mark Andrews,A.J. Brown,Pittsburgh Steelers
Drew Brees,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Marquise Brown,Jared Cook,Anthony Miller,Pittsburgh Steelers
Lamar Jackson,Alvin Kamara,Gus Edwards,Marquise Brown,Jarvis Landry,Anthony Miller,Mark Andrews,A.J. Brown,Cleveland Browns
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Diontae Johnson,Allen Robinson,Jonnu Smith,Marquez Callaway,Pittsburgh Steelers
Ryan Tannehill,Derrick Henry,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Jonnu Smith,Diontae Johnson,New Orleans Saints
Ryan Tannehill,Alvin Kamara,Kareem Hunt,Michael Thomas,Corey Davis,Marquise Brown,Austin Hooper,A.J. Brown,Cleveland Browns
