QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Eric Ebron,Jarvis Landry,Tennessee Titans
Lamar Jackson,David Montgomery,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Allen Robinson,Cleveland Browns
Mitchell Trubisky,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Cole Kmet,Allen Robinson,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Chase Claypool,Eric Ebron,Austin Hooper,Tennessee Titans
Lamar Jackson,Alvin Kamara,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Eric Ebron,New Orleans Saints
Lamar Jackson,David Montgomery,Derrick Henry,Michael Thomas,Marquise Brown,Anthony Miller,Mark Andrews,Jonnu Smith,Cleveland Browns
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Mark Andrews,Austin Hooper,Baltimore Ravens
Lamar Jackson,Alvin Kamara,David Montgomery,Corey Davis,Marquise Brown,Jarvis Landry,Mark Andrews,Cole Kmet,Cleveland Browns
Lamar Jackson,Derrick Henry,Kareem Hunt,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Austin Hooper,Cleveland Browns
Lamar Jackson,Derrick Henry,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Anthony Miller,Pittsburgh Steelers
Lamar Jackson,David Montgomery,James Conner,Corey Davis,Marquise Brown,JuJu Smith-Schuster,Mark Andrews,Allen Robinson,Chicago Bears
Ben Roethlisberger,James Conner,Derrick Henry,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Eric Ebron,Jarvis Landry,Tennessee Titans
Ben Roethlisberger,David Montgomery,James Conner,Michael Thomas,Diontae Johnson,Chase Claypool,Mark Andrews,Jarvis Landry,Baltimore Ravens
Mitchell Trubisky,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Allen Robinson,Eric Ebron,Anthony Miller,Tennessee Titans
Ryan Tannehill,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Jonnu Smith,Cleveland Browns
Baker Mayfield,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Austin Hooper,Jarvis Landry,Tennessee Titans
Mitchell Trubisky,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Allen Robinson,Mark Andrews,Anthony Miller,Cleveland Browns
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,Diontae Johnson,Chase Claypool,Austin Hooper,Allen Robinson,Tennessee Titans
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Jonnu Smith,Jarvis Landry,Tennessee Titans
