Connor McDavid,Logan Couture,Patrick Kane,Jesse Puljujarvi,Kevin Labanc,Brent Burns,Erik Karlsson,Malcolm Subban,Ryan Donato
Mika Zibanejad,Tomas Hertl,Patrick Kane,Chris Kreider,Alexis Lafreniere,Brent Burns,Erik Karlsson,Malcolm Subban,Andrew Shaw
Charlie Coyle,Pius Suter,Patrick Kane,Brad Marchand,Craig Smith,Brent Burns,Matt Grzelcyk,Malcolm Subban,Andrew Shaw
Tomas Hertl,Charlie Coyle,Patrick Kane,Evander Kane,Craig Smith,Brent Burns,Erik Karlsson,Connor Hellebuyck,John Leonard
Tomas Hertl,David Krejci,Patrick Kane,Evander Kane,Jack Studnicka,Brent Burns,Matt Grzelcyk,Malcolm Subban,Nick Ritchie
Connor McDavid,Tomas Hertl,Patrick Kane,Evander Kane,Jesse Puljujarvi,Darnell Nurse,Duncan Keith,Malcolm Subban,John Leonard
Mika Zibanejad,Matt Duchene,Patrick Kane,Mikael Granlund,Chris Kreider,Roman Josi,Adam Fox,Connor Hellebuyck,Alexis Lafreniere
Aleksander Barkov,Dylan Strome,Patrick Kane,Dominik Kubalik,Anthony Duclair,Brent Burns,Erik Karlsson,Malcolm Subban,Carter Verhaeghe
Logan Couture,William Karlsson,Patrick Kane,Jonathan Marchessault,Reilly Smith,Brent Burns,Alex Pietrangelo,Malcolm Subban,Andrew Shaw
Patrice Bergeron,Kyle Turris,Patrick Kane,Brad Marchand,Jake DeBrusk,Matt Grzelcyk,Darnell Nurse,Malcolm Subban,James Neal
Patrice Bergeron,Pius Suter,Patrick Kane,Jake DeBrusk,Jack Studnicka,Brent Burns,Erik Karlsson,Alexandar Georgiev,Andrew Shaw
Elias Lindholm,Logan Couture,Patrick Kane,Matthew Tkachuk,Andrew Shaw,Erik Karlsson,Duncan Keith,Malcolm Subban,Andrew Mangiapane
Tomas Hertl,Matt Duchene,Patrick Kane,Evander Kane,Mikael Granlund,Roman Josi,Erik Karlsson,Tuukka Rask,Luke Kunin
Logan Couture,Kevin Hayes,Patrick Kane,James van Riemsdyk,Andrew Shaw,Brent Burns,Erik Karlsson,Connor Hellebuyck,Jakub Voracek
Matt Duchene,Ryan Johansen,Patrick Kane,Viktor Arvidsson,Filip Forsberg,Brent Burns,Erik Karlsson,Martin Jones,Mikael Granlund
Connor McDavid,Leon Draisaitl,Patrick Kane,Andrew Shaw,Kailer Yamamoto,Matt Grzelcyk,Darnell Nurse,Malcolm Subban,Dominik Kahun
Jack Eichel,Eric Staal,Patrick Kane,Victor Olofsson,Andrew Shaw,Brent Burns,Rasmus Dahlin,Malcolm Subban,Dylan Cozens
Patrice Bergeron,Dylan Strome,Patrick Kane,Dominik Kubalik,Andrew Shaw,Alex Pietrangelo,Matt Grzelcyk,Malcolm Subban,Philipp Kurashev
Tomas Hertl,Logan Couture,Patrick Kane,Evander Kane,Andrew Shaw,Brent Burns,Kevin Shattenkirk,Tuukka Rask,Pius Suter
Patrice Bergeron,Logan Couture,Patrick Kane,Jake DeBrusk,Kevin Labanc,Matt Grzelcyk,Duncan Keith,Connor Hellebuyck,Ryan Donato
