Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2513934345,lordchumley (2/2),0,166.8,C Connor McDavid C Nathan MacKinnon UTIL Mikko Rantanen W James van Riemsdyk W Mikael Granlund W Jesse Puljujarvi D Darnell Nurse D Dylan DeMelo G John Gibson,,Connor McDavid,C,20.22%,16.5
2,2513909085,x_ry_x (1/2),0,151.9,C Mathew Barzal C Chandler Stephenson W Max Pacioretty W Anders Lee UTIL Mark Stone W Jordan Eberle D Ryan Pulock D Bowen Byram G Malcolm Subban,,Joe Pavelski,C,19.10%,8
3,2513916494,cheez100 (1/2),0,139.6,C Nathan MacKinnon C Alexandre Texier UTIL Kevin Stenlund W Mikko Rantanen W Gabriel Landeskog W James van Riemsdyk D Cale Makar D Shayne Gostisbehere G Philipp Grubauer,,Filip Forsberg,W,15.73%,4.5
4,2513916957,tgat88,0,134.1,C Connor McDavid C Auston Matthews W Travis Konecny W Andrew Copp W Patric Hornqvist UTIL Jordan Kyrou D Keith Yandle D Ty Smith G Semyon Varlamov,,Viktor Arvidsson,W,14.61%,17.4
5,2513926698,dtozz22,0,132.5,UTIL Nathan MacKinnon C Kevin Hayes C Claude Giroux W Travis Konecny W Cam Atkinson W Jakub Voracek D Ivan Provorov D Seth Jones G Jordan Binnington,,Nathan MacKinnon,C,14.61%,18.3
6,2513916822,mfoleyy2,0,129.79999,C Nathan MacKinnon C Ryan Johansen UTIL Mikko Rantanen W Filip Forsberg W Viktor Arvidsson W James van Riemsdyk D Justin Schultz D Shayne Gostisbehere G Anton Khudobin,,Mikko Rantanen,W,14.61%,14.5
7,2513934344,lordchumley (1/2),0,128.3,C Nathan MacKinnon C Auston Matthews UTIL Mikko Rantanen W James van Riemsdyk W Mikael Granlund W Jesse Puljujarvi D Seth Jones D Dylan DeMelo G Brian Elliott,,Anton Khudobin,G,14.61%,16.5
8,2513936227,connoryendley,0,127.100006,C Nathan MacKinnon C Nazem Kadri UTIL Mikko Rantanen W Oliver Bjorkstrand W Andrew Copp W Jesse Puljujarvi D P.K. Subban D Rasmus Dahlin G Semyon Varlamov,,Semyon Varlamov,G,14.61%,13.3
9,2513928217,younggodaka,0,126.3,C Connor McDavid C Nathan MacKinnon W Oliver Bjorkstrand W Andrew Copp W Jesse Puljujarvi D Brent Burns D Mattias Ekholm UTIL Shayne Gostisbehere G Brian Elliott,,Oliver Bjorkstrand,W,13.48%,8
10,2513927594,fredbello,0,125.899994,C Patrice Bergeron C Sidney Crosby UTIL Sean Kuraly W Brad Marchand W Kasperi Kapanen W Ryan Donato D Kris Letang D Charlie McAvoy G Tuukka Rask,,Alexander Radulov,UTIL,13.48%,2.6
11,2513909188,RoadChicken3663,0,124.99999,C Patrice Bergeron C Alexandre Texier W Brad Marchand W Miles Wood UTIL Phillip Di Giuseppe W Nick Ritchie D Shea Theodore D Justin Schultz G Tuukka Rask,,Brad Marchand,W,12.36%,18.5
12,2513918646,longliveElway,0,122.100006,C Leon Draisaitl C Ryan Johansen UTIL Brad Marchand W Mikko Rantanen W Andre Burakovsky W Carter Verhaeghe D Calvin de Haan D Adam Larsson G Semyon Varlamov,,Seth Jones,D,11.24%,4.1
