C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
16239246,16239314,16239724,16239942,16239868,16240598,16240650,16241363,16239974,,1. Locate the player you want to select in the list below ,,,,,,,,
16239268,16239294,16239724,16239862,16239954,16240598,16240650,16241363,16239936,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16239342,16239322,16239724,16239722,16239852,16240598,16240662,16241363,16239936,,3. Paste the ID into the roster position desired ,,,,,,,,
16239294,16239342,16239724,16239766,16239852,16240598,16240650,16241337,16239968,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16239294,16239308,16239724,16239766,16239958,16240598,16240662,16241363,16239882,,5. You can create up to 500 lineups per file ,,,,,,,,
16239246,16239294,16239724,16239766,16239942,16240678,16240628,16241363,16239968,,,,,,,,,,
16239268,16239344,16239724,16239914,16239862,16240600,16240604,16241337,16239954,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16239262,16239310,16239724,16239822,16239888,16240598,16240650,16241363,16239896,,G,Anton Khudobin (16241314),Anton Khudobin,16241314,G,8500,DET@DAL 01/26/2021 08:30PM ET,DAL,24.15
16239314,16239306,16239724,16239830,16239832,16240598,16240602,16241363,16239936,,C,Connor McDavid (16239246),Connor McDavid,16239246,C/UTIL,8500,EDM@WPG 01/26/2021 08:00PM ET,EDM,19.96
16239250,16239416,16239724,16239722,16239844,16240662,16240678,16241363,16239978,,C,Nathan MacKinnon (16239248),Nathan MacKinnon,16239248,C/UTIL,8400,SJ@COL 01/26/2021 09:00PM ET,COL,15.77
16239250,16239322,16239724,16239844,16239958,16240598,16240650,16241353,16239936,,G,Philipp Grubauer (16241315),Philipp Grubauer,16241315,G,8400,SJ@COL 01/26/2021 09:00PM ET,COL,15.8
16239282,16239314,16239724,16239732,16239936,16240650,16240628,16241363,16239880,,G,Juuse Saros (16241316),Juuse Saros,16241316,G,8300,CHI@NSH 01/26/2021 08:00PM ET,NSH,12.5
