Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2515586641,mallows (11/20),0,147.5,C Elias Pettersson C Josh Norris UTIL Brady Tkachuk W J.T. Miller W Brock Boeser W Drake Batherson D Tyler Myers D Nikita Zadorov G Kevin Lankinen,,Roman Josi,D,43.40%,11.4
2,2515603312,sanholt,0,145.6,C Bo Horvat C Elias Pettersson W Patrick Kane W J.T. Miller W Tyler Motte UTIL Philipp Kurashev D Thomas Chabot D Dante Fabbro G Thatcher Demko,,Bo Horvat,C,40.87%,2.8
3,2515667840,hughes41 (8/8),0,145.20001,C Elias Pettersson C Brandon Sutter UTIL Patrick Kane W Viktor Arvidsson W J.T. Miller W Tyler Motte D Tyler Myers D Dante Fabbro G Thatcher Demko,,Patrick Kane,W,38.10%,7.3
4,2515585025,Punzie (1/2),0,143.8,UTIL Elias Pettersson C Josh Norris C Pius Suter W Brady Tkachuk W J.T. Miller W Mattias Janmark D Connor Murphy D Alexander Edler G Kevin Lankinen,,Elias Pettersson,C,35.83%,19.5
5,2515705587,GSnow86,0,143.6,C Bo Horvat C Elias Pettersson UTIL Josh Norris W Brady Tkachuk W J.T. Miller W Colin White D Nate Schmidt D Calvin de Haan G Kevin Lankinen,,Viktor Arvidsson,W,35.49%,8.6
6,2515599796,myers_j_714 (1/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Mikael Granlund,W,35.32%,9.9
6,2515599864,myers_j_714 (2/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Kevin Lankinen,G,34.15%,30.2
6,2515599989,myers_j_714 (3/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Filip Forsberg,W,33.98%,10.5
6,2515600062,myers_j_714 (4/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Brock Boeser,W,32.04%,6
6,2515600075,myers_j_714 (5/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Juuse Saros,G,30.45%,22.8
6,2515604388,nizzle365 (11/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Brady Tkachuk,UTIL,26.75%,17
6,2515608072,myers_j_714 (6/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Dominik Kubalik,W,26.58%,10.5
6,2515608197,myers_j_714 (7/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Quinn Hughes,D,20.86%,11.5
6,2515608273,myers_j_714 (8/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Connor Murphy,D,20.86%,7.1
6,2515608376,myers_j_714 (9/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Matt Duchene,UTIL,20.69%,11
6,2515608443,myers_j_714 (10/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Brandon Sutter,C,20.10%,1.5
6,2515608455,myers_j_714 (11/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,J.T. Miller,W,19.01%,31
6,2515613878,myers_j_714 (12/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Alexander Edler,UTIL,18.84%,8.4
6,2515623274,myers_j_714 (13/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Dylan Strome,C,17.91%,4.3
6,2515623392,myers_j_714 (14/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Pius Suter,C,17.75%,4.3
6,2515623481,myers_j_714 (15/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Mattias Ekholm,D,17.58%,7.3
6,2515623632,myers_j_714 (16/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Ryan Ellis,D,17.07%,11
6,2515623663,myers_j_714 (17/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Ryan Johansen,C,16.32%,1.5
6,2515623700,myers_j_714 (18/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Tanner Pearson,W,16.32%,2.8
6,2515623802,myers_j_714 (19/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Drake Batherson,W,15.48%,11
6,2515623818,myers_j_714 (20/20),0,142.20001,C Elias Pettersson C Josh Norris W Brady Tkachuk W J.T. Miller W Brock Boeser UTIL Drake Batherson D Mattias Ekholm D Dante Fabbro G Juuse Saros,,Josh Norris,C,13.37%,23.3
27,2515606350,Juzgiver (3/7),0,141.6,C Elias Pettersson C Matt Duchene W J.T. Miller W Brock Boeser W Dominik Kubalik UTIL Mikael Granlund D Quinn Hughes D Mattias Ekholm G Thatcher Demko,,Evgenii Dadonov,W,13.04%,6
28,2515621050,Punzie (2/2),0,138,UTIL Elias Pettersson C Josh Norris C Pius Suter W Patrick Kane W J.T. Miller W Drake Batherson D Alexander Edler D Nikita Zadorov G Kevin Lankinen,,Thatcher Demko,G,12.87%,34.9
29,2515581444,wondertwins17 (1/20),0,137.70001,C Bo Horvat C Elias Pettersson W Viktor Arvidsson W Mikael Granlund W Tyler Motte D Roman Josi D Connor Murphy UTIL Jordie Benn G Thatcher Demko,,Mattias Janmark,W,12.78%,3
29,2515581477,wondertwins17 (6/20),0,137.70001,C Bo Horvat C Elias Pettersson W Viktor Arvidsson W Mikael Granlund W Tyler Motte D Roman Josi D Connor Murphy UTIL Jordie Benn G Thatcher Demko,,Braden Holtby,G,12.53%,0
29,2515598276,wondertwins17 (11/20),0,137.70001,C Bo Horvat C Elias Pettersson W Viktor Arvidsson W Mikael Granlund W Tyler Motte D Roman Josi D Connor Murphy UTIL Jordie Benn G Thatcher Demko,,Thomas Chabot,D,11.86%,12.7
