C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
16249531,16249541,16249621,16249619,16249643,16249739,16249749,16249855,16249639,,1. Locate the player you want to select in the list below ,,,,,,,,
16249541,16249543,16249617,16249615,16249643,16249739,16249741,16249855,16249645,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16249529,16249531,16249621,16249643,16249639,16249739,16249749,16249855,16249633,,3. Paste the ID into the roster position desired ,,,,,,,,
16249541,16249543,16249617,16249615,16249643,16249739,16249749,16249855,16249639,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16249531,16249541,16249609,16249643,16249649,16249739,16249749,16249855,16249631,,5. You can create up to 500 lineups per file ,,,,,,,,
16249531,16249535,16249621,16249643,16249631,16249739,16249749,16249855,16249541,,,,,,,,,,
16249529,16249541,16249617,16249643,16249639,16249739,16249749,16249855,16249633,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16249531,16249541,16249621,16249619,16249643,16249741,16249749,16249855,16249645,,G,Braden Holtby (16249855),Braden Holtby,16249855,G,8300,OTT@VAN 01/27/2021 08:00PM ET,VAN,10.7
16249531,16249535,16249621,16249619,16249643,16249739,16249749,16249855,16249655,,G,Thatcher Demko (16249859),Thatcher Demko,16249859,G,8300,OTT@VAN 01/27/2021 08:00PM ET,VAN,13.02
16249541,16249543,16249617,16249621,16249643,16249739,16249749,16249855,16249631,,G,Juuse Saros (16249856),Juuse Saros,16249856,G,8100,CHI@NSH 01/27/2021 07:30PM ET,NSH,12.5
16249531,16249543,16249621,16249619,16249643,16249739,16249749,16249855,16249631,,G,Pekka Rinne (16249860),Pekka Rinne,16249860,G,8100,CHI@NSH 01/27/2021 07:30PM ET,NSH,4.1
16249531,16249541,16249621,16249643,16249645,16249739,16249741,16249855,16249631,,RW,Patrick Kane (16249609),Patrick Kane,16249609,W/UTIL,8000,CHI@NSH 01/27/2021 07:30PM ET,CHI,12.81
16249531,16249549,16249617,16249621,16249619,16249739,16249749,16249855,16249661,,G,Kevin Lankinen (16249857),Kevin Lankinen,16249857,G,7300,CHI@NSH 01/27/2021 07:30PM ET,CHI,14
16249535,16249541,16249617,16249643,16249631,16249739,16249741,16249855,16249543,,G,Malcolm Subban (16249861),Malcolm Subban,16249861,G,7300,CHI@NSH 01/27/2021 07:30PM ET,CHI,10.9
16249531,16249541,16249621,16249619,16249643,16249739,16249741,16249855,16249665,,G,Collin Delia (16249862),Collin Delia,16249862,G,7300,CHI@NSH 01/27/2021 07:30PM ET,CHI,4.55
16249535,16249543,16249617,16249615,16249643,16249739,16249741,16249855,16249655,,LW,Brady Tkachuk (16249611),Brady Tkachuk,16249611,W/UTIL,7200,OTT@VAN 01/27/2021 08:00PM ET,OTT,12.72
16249535,16249541,16249617,16249643,16249623,16249739,16249741,16249855,16249655,,C,Bo Horvat (16249529),Bo Horvat,16249529,C/UTIL,7000,OTT@VAN 01/27/2021 08:00PM ET,VAN,13.61
16249541,16249539,16249609,16249643,16249639,16249739,16249741,16249855,16249649,,G,Matt Murray (16249858),Matt Murray,16249858,G,7000,OTT@VAN 01/27/2021 08:00PM ET,OTT,5.84
16249531,16249541,16249621,16249643,16249635,16249739,16249741,16249856,16249631,,G,Marcus Hogberg (16249863),Marcus Hogberg,16249863,G,7000,OTT@VAN 01/27/2021 08:00PM ET,OTT,3.5
16249529,16249535,16249643,16249639,16249633,16249739,16249741,16249855,16249541,,LW,Alex DeBrincat (16249613),Alex DeBrincat,16249613,W/UTIL,6600,CHI@NSH 01/27/2021 07:30PM ET,CHI,11.57
,,,,,,,,,,D,Roman Josi (16249739),Roman Josi,16249739,D/UTIL,6500,CHI@NSH 01/27/2021 07:30PM ET,NSH,11.77
,,,,,,,,,,G,Kasimir Kaskisuo (16249864),Kasimir Kaskisuo,16249864,G,6500,CHI@NSH 01/27/2021 07:30PM ET,NSH,0
,,,,,,,,,,G,Connor Ingram (16249866),Connor Ingram,16249866,G,6500,CHI@NSH 01/27/2021 07:30PM ET,NSH,0
,,,,,,,,,,G,Cale Morris (16249869),Cale Morris,16249869,G,6500,CHI@NSH 01/27/2021 07:30PM ET,CHI,0
,,,,,,,,,,G,Matt Tomkins (16249870),Matt Tomkins,16249870,G,6500,CHI@NSH 01/27/2021 07:30PM ET,CHI,0
,,,,,,,,,,G,Michael DiPietro (16249865),Michael DiPietro,16249865,G,6500,OTT@VAN 01/27/2021 08:00PM ET,VAN,0
,,,,,,,,,,G,Jake Kielly (16249867),Jake Kielly,16249867,G,6500,OTT@VAN 01/27/2021 08:00PM ET,VAN,0
,,,,,,,,,,G,Filip Gustavsson (16249868),Filip Gustavsson,16249868,G,6500,OTT@VAN 01/27/2021 08:00PM ET,OTT,0
