QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
16141168,16141186,16141180,16141226,16141220,16141222,16141276,16141228,16141313,,1. Locate the player you want to select in the list below ,,,,,,,,
16141168,16141186,16141184,16141220,16141234,16141228,16141276,16141218,16141315,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16141167,16141186,16141184,16141226,16141220,16141224,16141276,16141180,16141315,,3. Paste the ID into the roster position desired ,,,,,,,,
16141170,16141186,16141184,16141220,16141222,16141218,16141282,16141180,16141313,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16141168,16141186,16141184,16141226,16141220,16141224,16141280,16141218,16141313,,5. You can create up to 500 lineups per file ,,,,,,,,
16141167,16141186,16141184,16141226,16141222,16141218,16141276,16141230,16141314,,,,,,,,,,
16141169,16141184,16141180,16141220,16141234,16141218,16141276,16141282,16141314,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16141168,16141186,16141180,16141226,16141220,16141218,16141282,16141230,16141315,,WR,Davante Adams (16141218),Davante Adams,16141218,WR/FLEX,8600,LAR@GB 01/16/2021 04:35PM ET,GB,27.17
16141170,16141184,16141180,16141222,16141228,16141224,16141276,16141218,16141315,,QB,Lamar Jackson (16141167),Lamar Jackson,16141167,QB,7600,BAL@BUF 01/16/2021 08:15PM ET,BAL,23.78
16141169,16141186,16141180,16141234,16141222,16141224,16141276,16141218,16141313,,QB,Josh Allen (16141168),Josh Allen,16141168,QB,7400,BAL@BUF 01/16/2021 08:15PM ET,BUF,27.73
16141168,16141186,16141184,16141220,16141222,16141224,16141276,16141230,16141312,,WR,Stefon Diggs (16141220),Stefon Diggs,16141220,WR/FLEX,7300,BAL@BUF 01/16/2021 08:15PM ET,BUF,22.2
16141168,16141184,16141180,16141222,16141218,16141230,16141276,16141280,16141313,,QB,Aaron Rodgers (16141169),Aaron Rodgers,16141169,QB,6900,LAR@GB 01/16/2021 04:35PM ET,GB,25.33
16141169,16141186,16141184,16141226,16141224,16141218,16141278,16141180,16141314,,RB,Aaron Jones (16141180),Aaron Jones,16141180,RB/FLEX,6800,LAR@GB 01/16/2021 04:35PM ET,GB,19.14
16141168,16141184,16141180,16141226,16141220,16141228,16141282,16141224,16141312,,RB,J.K. Dobbins (16141182),J.K. Dobbins,16141182,RB/FLEX,6000,BAL@BUF 01/16/2021 08:15PM ET,BAL,11.58
16141169,16141186,16141192,16141226,16141220,16141222,16141278,16141218,16141313,,WR,Robert Woods (16141222),Robert Woods,16141222,WR/FLEX,5900,LAR@GB 01/16/2021 04:35PM ET,LAR,15.68
16141169,16141186,16141184,16141222,16141228,16141218,16141276,16141278,16141312,,RB,Cam Akers (16141184),Cam Akers,16141184,RB/FLEX,5700,LAR@GB 01/16/2021 04:35PM ET,LAR,10.34
16141167,16141184,16141192,16141226,16141220,16141222,16141276,16141228,16141312,,WR,Cooper Kupp (16141224),Cooper Kupp,16141224,WR/FLEX,5300,LAR@GB 01/16/2021 04:35PM ET,LAR,14.41
16141169,16141184,16141180,16141220,16141228,16141218,16141278,16141284,16141313,,WR,Marquise Brown (16141226),Marquise Brown,16141226,WR/FLEX,5200,BAL@BUF 01/16/2021 08:15PM ET,BAL,12.28
16141167,16141186,16141180,16141226,16141228,16141218,16141276,16141282,16141312,,QB,Jared Goff (16141170),Jared Goff,16141170,QB,5200,LAR@GB 01/16/2021 04:35PM ET,LAR,17.85
16141170,16141186,16141192,16141220,16141222,16141224,16141276,16141218,16141314,,TE,Mark Andrews (16141276),Mark Andrews,16141276,TE/FLEX,5000,BAL@BUF 01/16/2021 08:15PM ET,BAL,11.88
,,,,,,,,,,WR,Cole Beasley (16141228),Cole Beasley,16141228,WR/FLEX,4900,BAL@BUF 01/16/2021 08:15PM ET,BUF,14.7
,,,,,,,,,,QB,John Wolford (16141171),John Wolford,16141171,QB,4900,LAR@GB 01/16/2021 04:35PM ET,LAR,7.6
,,,,,,,,,,WR,John Brown (16141230),John Brown,16141230,WR/FLEX,4600,BAL@BUF 01/16/2021 08:15PM ET,BUF,9.68
,,,,,,,,,,QB,Tyler Huntley (16141172),Tyler Huntley,16141172,QB,4500,BAL@BUF 01/16/2021 08:15PM ET,BAL,1.45
,,,,,,,,,,RB,Devin Singletary (16141186),Devin Singletary,16141186,RB/FLEX,4500,BAL@BUF 01/16/2021 08:15PM ET,BUF,8.94
,,,,,,,,,,QB,Robert Griffin III (16141173),Robert Griffin III,16141173,QB,4400,BAL@BUF 01/16/2021 08:15PM ET,BAL,1.4
,,,,,,,,,,QB,Trace McSorley (16141174),Trace McSorley,16141174,QB,4400,BAL@BUF 01/16/2021 08:15PM ET,BAL,4.65
,,,,,,,,,,QB,Matt Barkley (16141175),Matt Barkley,16141175,QB,4400,BAL@BUF 01/16/2021 08:15PM ET,BUF,2.57
,,,,,,,,,,RB,Zack Moss (16141190),Zack Moss,16141190,RB/FLEX,4400,BAL@BUF 01/16/2021 08:15PM ET,BUF,7.88
,,,,,,,,,,RB,Jamaal Williams (16141188),Jamaal Williams,16141188,RB/FLEX,4400,LAR@GB 01/16/2021 04:35PM ET,GB,9.08
,,,,,,,,,,RB,Gus Edwards (16141192),Gus Edwards,16141192,RB/FLEX,4200,BAL@BUF 01/16/2021 08:15PM ET,BAL,8
,,,,,,,,,,TE,Robert Tonyan (16141278),Robert Tonyan,16141278,TE/FLEX,4200,LAR@GB 01/16/2021 04:35PM ET,GB,11.77
,,,,,,,,,,QB,Tim Boyle (16141176),Tim Boyle,16141176,QB,4100,LAR@GB 01/16/2021 04:35PM ET,GB,-0.11
,,,,,,,,,,RB,Malcolm Brown (16141194),Malcolm Brown,16141194,RB/FLEX,4100,LAR@GB 01/16/2021 04:35PM ET,LAR,6.76
,,,,,,,,,,QB,Jake Fromm (16141179),Jake Fromm,16141179,QB,4000,BAL@BUF 01/16/2021 08:15PM ET,BUF,0
,,,,,,,,,,RB,Justice Hill (16141208),Justice Hill,16141208,RB/FLEX,4000,BAL@BUF 01/16/2021 08:15PM ET,BAL,1.18
,,,,,,,,,,RB,Mark Ingram II (16141210),Mark Ingram II,16141210,RB/FLEX,4000,BAL@BUF 01/16/2021 08:15PM ET,BAL,5.29
,,,,,,,,,,RB,Patrick Ricard (16141212),Patrick Ricard,16141212,RB/FLEX,4000,BAL@BUF 01/16/2021 08:15PM ET,BAL,2.4
,,,,,,,,,,RB,T.J. Yeldon (16141214),T.J. Yeldon,16141214,RB/FLEX,4000,BAL@BUF 01/16/2021 08:15PM ET,BUF,5.4
,,,,,,,,,,RB,Taiwan Jones (16141216),Taiwan Jones,16141216,RB/FLEX,4000,BAL@BUF 01/16/2021 08:15PM ET,BUF,0
,,,,,,,,,,WR,Gabriel Davis (16141232),Gabriel Davis,16141232,WR/FLEX,4000,BAL@BUF 01/16/2021 08:15PM ET,BUF,8.96
,,,,,,,,,,QB,Blake Bortles (16141177),Blake Bortles,16141177,QB,4000,LAR@GB 01/16/2021 04:35PM ET,LAR,0
,,,,,,,,,,QB,Jordan Love (16141178),Jordan Love,16141178,QB,4000,LAR@GB 01/16/2021 04:35PM ET,GB,0
,,,,,,,,,,RB,Xavier Jones (16141196),Xavier Jones,16141196,RB/FLEX,4000,LAR@GB 01/16/2021 04:35PM ET,LAR,0
,,,,,,,,,,RB,Darrell Henderson Jr. (16141198),Darrell Henderson Jr.,16141198,RB/FLEX,4000,LAR@GB 01/16/2021 04:35PM ET,LAR,8.89
,,,,,,,,,,RB,Raymond Calais (16141200),Raymond Calais,16141200,RB/FLEX,4000,LAR@GB 01/16/2021 04:35PM ET,LAR,0
,,,,,,,,,,RB,AJ Dillon (16141202),AJ Dillon,16141202,RB/FLEX,4000,LAR@GB 01/16/2021 04:35PM ET,GB,4.81
,,,,,,,,,,RB,Patrick Taylor (16141204),Patrick Taylor,16141204,RB/FLEX,4000,LAR@GB 01/16/2021 04:35PM ET,GB,0
,,,,,,,,,,RB,Tyler Ervin (16141206),Tyler Ervin,16141206,RB/FLEX,4000,LAR@GB 01/16/2021 04:35PM ET,GB,3.26
,,,,,,,,,,WR,Allen Lazard (16141234),Allen Lazard,16141234,WR/FLEX,3900,LAR@GB 01/16/2021 04:35PM ET,GB,10.08
,,,,,,,,,,DST,Packers  (16141312),Packers ,16141312,DST,3900,LAR@GB 01/16/2021 04:35PM ET,GB,5.88
,,,,,,,,,,WR,Marquez Valdes-Scantling (16141236),Marquez Valdes-Scantling,16141236,WR/FLEX,3800,LAR@GB 01/16/2021 04:35PM ET,GB,10.09
,,,,,,,,,,WR,Willie Snead IV (16141238),Willie Snead IV,16141238,WR/FLEX,3300,BAL@BUF 01/16/2021 08:15PM ET,BAL,7.15
,,,,,,,,,,WR,Isaiah McKenzie (16141240),Isaiah McKenzie,16141240,WR/FLEX,3300,BAL@BUF 01/16/2021 08:15PM ET,BUF,6.64
,,,,,,,,,,WR,Josh Reynolds (16141242),Josh Reynolds,16141242,WR/FLEX,3200,LAR@GB 01/16/2021 04:35PM ET,LAR,7.83
,,,,,,,,,,WR,Miles Boykin (16141244),Miles Boykin,16141244,WR/FLEX,3100,BAL@BUF 01/16/2021 08:15PM ET,BAL,4.64
,,,,,,,,,,TE,Dawson Knox (16141280),Dawson Knox,16141280,TE/FLEX,3100,BAL@BUF 01/16/2021 08:15PM ET,BUF,6.44
,,,,,,,,,,WR,Dez Bryant (16141258),Dez Bryant,16141258,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BAL,4.54
,,,,,,,,,,WR,Devin Duvernay (16141260),Devin Duvernay,16141260,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BAL,3.32
,,,,,,,,,,WR,Chris Moore (16141262),Chris Moore,16141262,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BAL,0
,,,,,,,,,,WR,James Proche (16141264),James Proche,16141264,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BAL,0.18
,,,,,,,,,,WR,Antoine Wesley (16141266),Antoine Wesley,16141266,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BAL,0
,,,,,,,,,,WR,DeAndrew White (16141268),DeAndrew White,16141268,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BAL,0
,,,,,,,,,,WR,Andre Roberts (16141270),Andre Roberts,16141270,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BUF,0.32
,,,,,,,,,,WR,Duke Williams (16141272),Duke Williams,16141272,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BUF,0
,,,,,,,,,,WR,Isaiah Hodgins (16141274),Isaiah Hodgins,16141274,WR/FLEX,3000,BAL@BUF 01/16/2021 08:15PM ET,BUF,0
,,,,,,,,,,WR,Van Jefferson Jr. (16141246),Van Jefferson Jr.,16141246,WR/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,LAR,3.13
,,,,,,,,,,WR,Nsimba Webster (16141248),Nsimba Webster,16141248,WR/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,LAR,-0.06
,,,,,,,,,,WR,Trishton Jackson (16141250),Trishton Jackson,16141250,WR/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,LAR,0
,,,,,,,,,,WR,Equanimeous St. Brown (16141252),Equanimeous St. Brown,16141252,WR/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,GB,3.18
,,,,,,,,,,WR,Tavon Austin (16141254),Tavon Austin,16141254,WR/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,GB,1.5
,,,,,,,,,,WR,Malik Taylor (16141256),Malik Taylor,16141256,WR/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,GB,1.85
,,,,,,,,,,TE,Tyler Higbee (16141282),Tyler Higbee,16141282,TE/FLEX,3000,LAR@GB 01/16/2021 04:35PM ET,LAR,8.1
,,,,,,,,,,DST,Bills  (16141313),Bills ,16141313,DST,2900,BAL@BUF 01/16/2021 08:15PM ET,BUF,6.94
,,,,,,,,,,DST,Ravens  (16141314),Ravens ,16141314,DST,2800,BAL@BUF 01/16/2021 08:15PM ET,BAL,8.71
,,,,,,,,,,TE,Gerald Everett (16141284),Gerald Everett,16141284,TE/FLEX,2700,LAR@GB 01/16/2021 04:35PM ET,LAR,5.87
,,,,,,,,,,DST,Rams  (16141315),Rams ,16141315,DST,2600,LAR@GB 01/16/2021 04:35PM ET,LAR,9.82
,,,,,,,,,,TE,Eric Tomlinson (16141300),Eric Tomlinson,16141300,TE/FLEX,2500,BAL@BUF 01/16/2021 08:15PM ET,BAL,0
,,,,,,,,,,TE,Nick Boyle (16141302),Nick Boyle,16141302,TE/FLEX,2500,BAL@BUF 01/16/2021 08:15PM ET,BAL,4.14
,,,,,,,,,,TE,Tyler Kroft (16141304),Tyler Kroft,16141304,TE/FLEX,2500,BAL@BUF 01/16/2021 08:15PM ET,BUF,5.99
,,,,,,,,,,TE,Lee Smith (16141306),Lee Smith,16141306,TE/FLEX,2500,BAL@BUF 01/16/2021 08:15PM ET,BUF,3.9
,,,,,,,,,,TE,Tommy Sweeney (16141308),Tommy Sweeney,16141308,TE/FLEX,2500,BAL@BUF 01/16/2021 08:15PM ET,BUF,0
,,,,,,,,,,TE,Reggie Gilliam (16141310),Reggie Gilliam,16141310,TE/FLEX,2500,BAL@BUF 01/16/2021 08:15PM ET,BUF,2.4
,,,,,,,,,,TE,Johnny Mundt (16141286),Johnny Mundt,16141286,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,LAR,1.86
,,,,,,,,,,TE,Brycen Hopkins (16141288),Brycen Hopkins,16141288,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,LAR,0
,,,,,,,,,,TE,Marcedes Lewis (16141290),Marcedes Lewis,16141290,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,GB,3.52
,,,,,,,,,,TE,Dominique Dafney (16141292),Dominique Dafney,16141292,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,GB,5.3
,,,,,,,,,,TE,Jace Sternberger (16141294),Jace Sternberger,16141294,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,GB,3.27
,,,,,,,,,,TE,Josiah Deguara (16141296),Josiah Deguara,16141296,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,GB,1.1
,,,,,,,,,,TE,John Lovett (16141298),John Lovett,16141298,TE/FLEX,2500,LAR@GB 01/16/2021 04:35PM ET,GB,0.15
