QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Deshaun Watson,Carlos Hyde,Dalvin Cook,Jakobi Meyers,Brandin Cooks,Robby Anderson,Darren Waller,Will Fuller,Cincinnati Bengals
Russell Wilson,Carlos Hyde,Duke Johnson,Denzel Mims,Tyler Lockett,D.K. Metcalf,Mark Andrews,DeAndre Hopkins,Cincinnati Bengals
P.J. Walker,Dalvin Cook,James Conner,Curtis Samuel,Adam Thielen,D.J. Moore,Mark Andrews,Kenny Golladay,Cincinnati Bengals
Alex Smith,Carlos Hyde,Dalvin Cook,Adam Thielen,Tyler Lockett,Tyler Boyd,Logan Thomas,Terry McLaurin,Houston Texans
Kyler Murray,Dalvin Cook,Giovani Bernard,Curtis Samuel,Jakobi Meyers,Tyler Lockett,Evan Baylis,DeAndre Hopkins,Denver Broncos
Derek Carr,Duke Johnson,Dalvin Cook,Curtis Samuel,Amari Cooper,Hunter Renfrow,Darren Waller,Tyreek Hill,Washington Football Team
Russell Wilson,Dalvin Cook,James Conner,Jakobi Meyers,Justin Jefferson,D.K. Metcalf,Greg Olsen,Larry Fitzgerald,Las Vegas Raiders
Tua Tagovailoa,Carlos Hyde,Dalvin Cook,Jakeem Grant,DeVante Parker,Davante Adams,Noah Fant,James Conner,New York Jets
Kirk Cousins,Carlos Hyde,James Conner,Amari Cooper,Adam Thielen,Justin Jefferson,Darren Waller,Aaron Jones,Denver Broncos
Lamar Jackson,Carlos Hyde,Dalvin Cook,Amari Cooper,Corey Davis,Marquise Brown,Mark Andrews,Antonio Gibson,Detroit Lions
P.J. Walker,Carlos Hyde,Aaron Jones,Curtis Samuel,Robby Anderson,D.K. Metcalf,T.J. Hockenson,Davante Adams,Houston Texans
Patrick Mahomes,Carlos Hyde,James Conner,Curtis Samuel,Jakobi Meyers,Henry Ruggs,Travis Kelce,Tyreek Hill,Atlanta Falcons
Joe Burrow,Duke Johnson,Dalvin Cook,A.J. Green,Terry McLaurin,Tee Higgins,Mark Andrews,D'Andre Swift,Denver Broncos
Tom Brady,Carlos Hyde,Dalvin Cook,Curtis Samuel,Cooper Kupp,Chris Godwin,Rob Gronkowski,Mike Davis,Jacksonville Jaguars
Cam Newton,Duke Johnson,Dalvin Cook,Jakobi Meyers,Adam Thielen,Damiere Byrd,Jordan Akins,Davante Adams,Miami Dolphins
Russell Wilson,Dalvin Cook,Aaron Jones,Amari Cooper,Robby Anderson,Tyler Lockett,Dan Arnold,David Moore,New York Jets
Andy Dalton,Dalvin Cook,D'Andre Swift,Amari Cooper,Justin Jefferson,Michael Gallup,Dallas Goedert,DeAndre Hopkins,Cincinnati Bengals
Derek Carr,Giovani Bernard,Mike Davis,Adam Thielen,Tyler Lockett,Henry Ruggs,Darren Waller,Travis Kelce,Cincinnati Bengals
Kyler Murray,Carlos Hyde,D'Andre Swift,Terry McLaurin,Larry Fitzgerald,DeAndre Hopkins,Darren Waller,David Moore,Washington Football Team
Matt Ryan,Duke Johnson,Aaron Jones,Curtis Samuel,Jakobi Meyers,Michael Thomas,Hayden Hurst,Julio Jones,Cincinnati Bengals
Philip Rivers,Dalvin Cook,Antonio Gibson,Curtis Samuel,Justin Jefferson,Davante Adams,Trey Burton,Michael Pittman,Carolina Panthers
