Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Josh Allen,11200,BUF,QB,KCC,24.58,31.60
Patrick Mahomes,11400,KCC,QB,BUF,26.87,38.60
Cole Beasley,5000,BUF,WR,KCC,13.69,24.50
Devin Singletary,5600,BUF,RB,KCC,14.87,48.40
Stefon Diggs,10600,BUF,WR,KCC,21.28,44.80
Tyreek Hill,10800,KCC,WR,BUF,21.76,53.00
John Brown,7600,BUF,WR,KCC,12.72,19.30
Travis Kelce,11000,KCC,TE,BUF,21.49,53.30
Clyde Edwards-Helaire,7200,KCC,RB,BUF,13.02,34.50
Dawson Knox,4400,BUF,TE,KCC,6.34,8.80
Mecole Hardman,4800,KCC,WR,BUF,8.98,18.80
Buffalo Bills,3000,BUF,DST,KCC,5.77,18.60
Kansas City Chiefs,2800,KCC,DST,BUF,5.94,29.20
Demarcus Robinson,1800,KCC,WR,BUF,6.60,9.10
Byron Pringle,800,KCC,WR,BUF,5.18,0.10
Darrel Williams,7000,KCC,RB,BUF,7.49,3.90
Isaiah McKenzie,1200,BUF,WR,KCC,4.66,2.40
Gabriel Davis,3200,BUF,WR,KCC,4.31,1.00
Lee Smith,200,BUF,TE,KCC,1.26,0.10
Ricky Seals-Jones,200,KCC,TE,BUF,1.17,0.80
Nick Keizer,200,KCC,TE,BUF,0.66,0.80
T.J. Yeldon,600,BUF,RB,KCC,0.97,0.10
Andre Roberts,200,BUF,WR,KCC,0.34,0.10
Reggie Gilliam,200,BUF,TE,KCC,0.25,0.10
Gehrig Dieter,200,KCC,WR,BUF,0.24,0.10
Darwin Thompson,400,KCC,RB,BUF,0.14,0.10
Anthony Sherman,200,KCC,RB,BUF,0.16,0.10
Taiwan Jones,200,BUF,RB,KCC,0.06,0.10
