Player_Name,Salary,Team,Pos,Opp,Proj_FP,Proj_Val
Jon Gray,8200.00,COL,SP,SDP,19,2.32
Eric Lauer,6700.00,SDP,SP,COL,15.22,2.27
Aaron Nola,10600.00,PHI,SP,SFG,23.14,2.18
Madison Bumgarner,8400.00,SFG,SP,PHI,17.99,2.14
