C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
16226453,16226459,16226611,16226621,16226619,16226967,16226901,16227125,16226663,,G,Frederik Andersen (16227116),Frederik Andersen,16227116,G,7600,TOR@CGY 01/24/2021 04:00PM ET,TOR,12.02
16226451,16226481,16226607,16226615,16226657,16226883,16226967,16227125,16226645,,G,David Rittich (16227117),David Rittich,16227117,G,7600,TOR@CGY 01/24/2021 04:00PM ET,CGY,0
,,,,,,,,,,G,Thomas Greiss (16227118),Thomas Greiss,16227118,G,7400,DET@CHI 01/24/2021 12:30PM ET,DET,12.67
,,,,,,,,,,G,Jack Campbell (16227119),Jack Campbell,16227119,G,7400,TOR@CGY 01/24/2021 04:00PM ET,TOR,10.9
,,,,,,,,,,LW,Max Pacioretty (16226607),Max Pacioretty,16226607,W/UTIL,7300,VGK@ARI 01/24/2021 04:00PM ET,VGK,14.76
,,,,,,,,,,G,Jonathan Bernier (16227121),Jonathan Bernier,16227121,G,7200,DET@CHI 01/24/2021 12:30PM ET,DET,16.85
,,,,,,,,,,G,Darcy Kuemper (16227120),Darcy Kuemper,16227120,G,7200,VGK@ARI 01/24/2021 04:00PM ET,ARI,9.7
,,,,,,,,,,C,John Tavares (16226453),John Tavares,16226453,C/UTIL,7100,TOR@CGY 01/24/2021 04:00PM ET,TOR,15.1
,,,,,,,,,,RW,Mitchell Marner (16226609),Mitchell Marner,16226609,W/UTIL,7100,TOR@CGY 01/24/2021 04:00PM ET,TOR,12.43
,,,,,,,,,,G,Linus Ullmark (16227122),Linus Ullmark,16227122,G,7000,BUF@WAS 01/24/2021 03:00PM ET,BUF,9.05
,,,,,,,,,,G,Adin Hill (16227123),Adin Hill,16227123,G,7000,VGK@ARI 01/24/2021 04:00PM ET,ARI,0
,,,,,,,,,,D,John Carlson (16226877),John Carlson,16226877,D/UTIL,6900,BUF@WAS 01/24/2021 03:00PM ET,WAS,11.7
,,,,,,,,,,RW,Matthew Tkachuk (16226611),Matthew Tkachuk,16226611,W/UTIL,6900,TOR@CGY 01/24/2021 04:00PM ET,CGY,15.83
,,,,,,,,,,LW,Taylor Hall (16226613),Taylor Hall,16226613,W/UTIL,6800,BUF@WAS 01/24/2021 03:00PM ET,BUF,12.28
,,,,,,,,,,G,Carter Hutton (16227124),Carter Hutton,16227124,G,6800,BUF@WAS 01/24/2021 03:00PM ET,BUF,8.3
,,,,,,,,,,C,Dylan Larkin (16226455),Dylan Larkin,16226455,C/UTIL,6700,DET@CHI 01/24/2021 12:30PM ET,DET,14.56
,,,,,,,,,,RW,Mark Stone (16226615),Mark Stone,16226615,W/UTIL,6700,VGK@ARI 01/24/2021 04:00PM ET,VGK,13.48
,,,,,,,,,,D,Shea Theodore (16226879),Shea Theodore,16226879,D/UTIL,6600,VGK@ARI 01/24/2021 04:00PM ET,VGK,16.56
,,,,,,,,,,G,Pheonix Copley (16227126),Pheonix Copley,16227126,G,6500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,G,Jonas Johansson (16227131),Jonas Johansson,16227131,G,6500,BUF@WAS 01/24/2021 03:00PM ET,BUF,2.1
,,,,,,,,,,G,Zach Fucale (16227132),Zach Fucale,16227132,G,6500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,G,Ilya Samsonov (16227133),Ilya Samsonov,16227133,G,6500,BUF@WAS 01/24/2021 03:00PM ET,WAS,7.85
,,,,,,,,,,G,Henrik Lundqvist (16227134),Henrik Lundqvist,16227134,G,6500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,LW,Alex DeBrincat (16226617),Alex DeBrincat,16226617,W/UTIL,6500,DET@CHI 01/24/2021 12:30PM ET,CHI,11.98
,,,,,,,,,,G,Kevin Lankinen (16227125),Kevin Lankinen,16227125,G,6500,DET@CHI 01/24/2021 12:30PM ET,CHI,12.75
,,,,,,,,,,G,Calvin Pickard (16227130),Calvin Pickard,16227130,G,6500,DET@CHI 01/24/2021 12:30PM ET,DET,0
,,,,,,,,,,G,Cale Morris (16227135),Cale Morris,16227135,G,6500,DET@CHI 01/24/2021 12:30PM ET,CHI,0
,,,,,,,,,,G,Matt Tomkins (16227136),Matt Tomkins,16227136,G,6500,DET@CHI 01/24/2021 12:30PM ET,CHI,0
,,,,,,,,,,G,Kevin Boyle (16227143),Kevin Boyle,16227143,G,6500,DET@CHI 01/24/2021 12:30PM ET,DET,0
,,,,,,,,,,G,Kaden Fulcher (16227144),Kaden Fulcher,16227144,G,6500,DET@CHI 01/24/2021 12:30PM ET,DET,0
,,,,,,,,,,G,Jimmy Howard (16227145),Jimmy Howard,16227145,G,6500,DET@CHI 01/24/2021 12:30PM ET,DET,0
,,,,,,,,,,G,Pat Nagle (16227146),Pat Nagle,16227146,G,6500,DET@CHI 01/24/2021 12:30PM ET,DET,0
,,,,,,,,,,G,Antti Raanta (16227127),Antti Raanta,16227127,G,6500,VGK@ARI 01/24/2021 04:00PM ET,ARI,17.2
,,,,,,,,,,G,Ivan Prosvetov (16227137),Ivan Prosvetov,16227137,G,6500,VGK@ARI 01/24/2021 04:00PM ET,ARI,0
,,,,,,,,,,G,Oscar Dansk (16227141),Oscar Dansk,16227141,G,6500,VGK@ARI 01/24/2021 04:00PM ET,VGK,0
,,,,,,,,,,G,Louis Domingue (16227128),Louis Domingue,16227128,G,6500,TOR@CGY 01/24/2021 04:00PM ET,CGY,0
,,,,,,,,,,G,Michael Hutchinson (16227129),Michael Hutchinson,16227129,G,6500,TOR@CGY 01/24/2021 04:00PM ET,TOR,0
,,,,,,,,,,G,Artyom Zagidulin (16227138),Artyom Zagidulin,16227138,G,6500,TOR@CGY 01/24/2021 04:00PM ET,CGY,0
,,,,,,,,,,G,Garret Sparks (16227139),Garret Sparks,16227139,G,6500,TOR@CGY 01/24/2021 04:00PM ET,CGY,0
,,,,,,,,,,G,Dustin Wolf (16227140),Dustin Wolf,16227140,G,6500,TOR@CGY 01/24/2021 04:00PM ET,CGY,0
,,,,,,,,,,G,Joseph Woll (16227142),Joseph Woll,16227142,G,6500,TOR@CGY 01/24/2021 04:00PM ET,TOR,0
,,,,,,,,,,D,Mark Giordano (16226881),Mark Giordano,16226881,D/UTIL,6400,TOR@CGY 01/24/2021 04:00PM ET,CGY,12.73
,,,,,,,,,,D,Alex Pietrangelo (16226883),Alex Pietrangelo,16226883,D/UTIL,6300,VGK@ARI 01/24/2021 04:00PM ET,VGK,12.78
,,,,,,,,,,RW,William Nylander (16226619),William Nylander,16226619,W/UTIL,6300,TOR@CGY 01/24/2021 04:00PM ET,TOR,10.18
,,,,,,,,,,C,Nicklas Backstrom (16226457),Nicklas Backstrom,16226457,C/UTIL,6100,BUF@WAS 01/24/2021 03:00PM ET,WAS,11.18
,,,,,,,,,,LW,Johnny Gaudreau (16226621),Johnny Gaudreau,16226621,W/UTIL,6100,TOR@CGY 01/24/2021 04:00PM ET,CGY,12.5
,,,,,,,,,,RW,Conor Garland (16226623),Conor Garland,16226623,W/UTIL,6000,VGK@ARI 01/24/2021 04:00PM ET,ARI,15.46
,,,,,,,,,,C,Elias Lindholm (16226459),Elias Lindholm,16226459,C/UTIL,6000,TOR@CGY 01/24/2021 04:00PM ET,CGY,12.43
,,,,,,,,,,RW,T.J. Oshie (16226625),T.J. Oshie,16226625,W/UTIL,5900,BUF@WAS 01/24/2021 03:00PM ET,WAS,10.08
,,,,,,,,,,RW,Phil Kessel (16226627),Phil Kessel,16226627,W/UTIL,5800,VGK@ARI 01/24/2021 04:00PM ET,ARI,11.26
,,,,,,,,,,C,Sean Monahan (16226461),Sean Monahan,16226461,C/UTIL,5800,TOR@CGY 01/24/2021 04:00PM ET,CGY,11.33
,,,,,,,,,,C,Evgeny Kuznetsov (16226463),Evgeny Kuznetsov,16226463,C/UTIL,5700,BUF@WAS 01/24/2021 03:00PM ET,WAS,10.48
,,,,,,,,,,LW,Bobby Ryan (16226629),Bobby Ryan,16226629,W/UTIL,5700,DET@CHI 01/24/2021 12:30PM ET,DET,15.52
,,,,,,,,,,D,Duncan Keith (16226885),Duncan Keith,16226885,D/UTIL,5700,DET@CHI 01/24/2021 12:30PM ET,CHI,9.34
,,,,,,,,,,C,Nick Schmaltz (16226465),Nick Schmaltz,16226465,C/UTIL,5600,VGK@ARI 01/24/2021 04:00PM ET,ARI,13.32
,,,,,,,,,,LW,Jakub Vrana (16226631),Jakub Vrana,16226631,W/UTIL,5500,BUF@WAS 01/24/2021 03:00PM ET,WAS,11.56
,,,,,,,,,,D,Jakob Chychrun (16226887),Jakob Chychrun,16226887,D/UTIL,5500,VGK@ARI 01/24/2021 04:00PM ET,ARI,12.06
,,,,,,,,,,RW,Tom Wilson (16226633),Tom Wilson,16226633,W/UTIL,5400,BUF@WAS 01/24/2021 03:00PM ET,WAS,10.76
,,,,,,,,,,C,Jonathan Toews (16226467),Jonathan Toews,16226467,C/UTIL,5400,DET@CHI 01/24/2021 12:30PM ET,CHI,0
,,,,,,,,,,D,Oliver Ekman-Larsson (16226889),Oliver Ekman-Larsson,16226889,D/UTIL,5400,VGK@ARI 01/24/2021 04:00PM ET,ARI,12.65
,,,,,,,,,,RW,Sam Reinhart (16226635),Sam Reinhart,16226635,W/UTIL,5300,BUF@WAS 01/24/2021 03:00PM ET,BUF,8.86
,,,,,,,,,,C,William Karlsson (16226469),William Karlsson,16226469,C/UTIL,5300,VGK@ARI 01/24/2021 04:00PM ET,VGK,7.34
,,,,,,,,,,D,Alec Martinez (16226891),Alec Martinez,16226891,D/UTIL,5300,VGK@ARI 01/24/2021 04:00PM ET,VGK,11.5
,,,,,,,,,,C,Dylan Strome (16226471),Dylan Strome,16226471,C/UTIL,5200,DET@CHI 01/24/2021 12:30PM ET,CHI,8.6
,,,,,,,,,,LW,Clayton Keller (16226637),Clayton Keller,16226637,W/UTIL,5200,VGK@ARI 01/24/2021 04:00PM ET,ARI,9.16
,,,,,,,,,,D,Rasmus Andersson (16226893),Rasmus Andersson,16226893,D/UTIL,5200,TOR@CGY 01/24/2021 04:00PM ET,CGY,13.27
,,,,,,,,,,LW,Dominik Kubalik (16226639),Dominik Kubalik,16226639,W/UTIL,5100,DET@CHI 01/24/2021 12:30PM ET,CHI,11.9
,,,,,,,,,,D,Connor Murphy (16226895),Connor Murphy,16226895,D/UTIL,5100,DET@CHI 01/24/2021 12:30PM ET,CHI,10.08
,,,,,,,,,,C,Mikael Backlund (16226473),Mikael Backlund,16226473,C/UTIL,5100,TOR@CGY 01/24/2021 04:00PM ET,CGY,8.37
,,,,,,,,,,D,Rasmus Ristolainen (16226897),Rasmus Ristolainen,16226897,D/UTIL,5000,BUF@WAS 01/24/2021 03:00PM ET,BUF,5.74
,,,,,,,,,,LW,Zach Hyman (16226641),Zach Hyman,16226641,W/UTIL,5000,TOR@CGY 01/24/2021 04:00PM ET,TOR,8.45
,,,,,,,,,,RW,Anthony Mantha (16226643),Anthony Mantha,16226643,W/UTIL,4900,DET@CHI 01/24/2021 12:30PM ET,DET,6.7
,,,,,,,,,,D,Filip Hronek (16226899),Filip Hronek,16226899,D/UTIL,4900,DET@CHI 01/24/2021 12:30PM ET,DET,7.12
,,,,,,,,,,LW,Victor Olofsson (16226645),Victor Olofsson,16226645,W/UTIL,4800,BUF@WAS 01/24/2021 03:00PM ET,BUF,9.82
,,,,,,,,,,C,Christian Dvorak (16226475),Christian Dvorak,16226475,C/UTIL,4800,VGK@ARI 01/24/2021 04:00PM ET,ARI,9.74
,,,,,,,,,,D,Morgan Rielly (16226901),Morgan Rielly,16226901,D/UTIL,4800,TOR@CGY 01/24/2021 04:00PM ET,TOR,5.88
,,,,,,,,,,LW,Alex Tuch (16226647),Alex Tuch,16226647,W/UTIL,4700,VGK@ARI 01/24/2021 04:00PM ET,VGK,10.3
,,,,,,,,,,D,Jake Muzzin (16226903),Jake Muzzin,16226903,D/UTIL,4700,TOR@CGY 01/24/2021 04:00PM ET,TOR,8
,,,,,,,,,,C,Chandler Stephenson (16226477),Chandler Stephenson,16226477,C/UTIL,4600,VGK@ARI 01/24/2021 04:00PM ET,VGK,5.64
,,,,,,,,,,LW,Jonathan Marchessault (16226649),Jonathan Marchessault,16226649,W/UTIL,4600,VGK@ARI 01/24/2021 04:00PM ET,VGK,7.62
,,,,,,,,,,D,T.J. Brodie (16226905),T.J. Brodie,16226905,D/UTIL,4600,TOR@CGY 01/24/2021 04:00PM ET,TOR,6.73
,,,,,,,,,,LW,Tyler Bertuzzi (16226651),Tyler Bertuzzi,16226651,W/UTIL,4500,DET@CHI 01/24/2021 12:30PM ET,DET,8.38
,,,,,,,,,,D,Christopher Tanev (16226907),Christopher Tanev,16226907,D/UTIL,4500,TOR@CGY 01/24/2021 04:00PM ET,CGY,8.43
,,,,,,,,,,C,Robby Fabbri (16226479),Robby Fabbri,16226479,C/UTIL,4400,DET@CHI 01/24/2021 12:30PM ET,DET,9.2
,,,,,,,,,,RW,Reilly Smith (16226653),Reilly Smith,16226653,W/UTIL,4400,VGK@ARI 01/24/2021 04:00PM ET,VGK,7.72
,,,,,,,,,,D,Brenden Dillon (16226909),Brenden Dillon,16226909,D/UTIL,4300,BUF@WAS 01/24/2021 03:00PM ET,WAS,6.54
,,,,,,,,,,C,Eric Staal (16226481),Eric Staal,16226481,C/UTIL,4200,BUF@WAS 01/24/2021 03:00PM ET,BUF,6.82
,,,,,,,,,,D,Adam Boqvist (16226911),Adam Boqvist,16226911,D/UTIL,4200,DET@CHI 01/24/2021 12:30PM ET,CHI,4.68
,,,,,,,,,,LW,Jimmy Vesey (16226655),Jimmy Vesey,16226655,W/UTIL,4200,TOR@CGY 01/24/2021 04:00PM ET,TOR,5.52
,,,,,,,,,,D,Rasmus Dahlin (16226913),Rasmus Dahlin,16226913,D/UTIL,4100,BUF@WAS 01/24/2021 03:00PM ET,BUF,4.42
,,,,,,,,,,RW,Tage Thompson (16226657),Tage Thompson,16226657,W/UTIL,4000,BUF@WAS 01/24/2021 03:00PM ET,BUF,4.85
,,,,,,,,,,C,Pius Suter (16226483),Pius Suter,16226483,C/UTIL,4000,DET@CHI 01/24/2021 12:30PM ET,CHI,4.26
,,,,,,,,,,D,Alex Goligoski (16226915),Alex Goligoski,16226915,D/UTIL,4000,VGK@ARI 01/24/2021 04:00PM ET,ARI,5.18
,,,,,,,,,,LW,Jeff Skinner (16226659),Jeff Skinner,16226659,W/UTIL,3900,BUF@WAS 01/24/2021 03:00PM ET,BUF,7.22
,,,,,,,,,,D,Calvin de Haan (16226917),Calvin de Haan,16226917,D/UTIL,3900,DET@CHI 01/24/2021 12:30PM ET,CHI,5.36
,,,,,,,,,,D,Jordan Oesterle (16226919),Jordan Oesterle,16226919,D/UTIL,3800,VGK@ARI 01/24/2021 04:00PM ET,ARI,6.48
,,,,,,,,,,LW,Joe Thornton (16226661),Joe Thornton,16226661,W/UTIL,3800,TOR@CGY 01/24/2021 04:00PM ET,TOR,5.06
,,,,,,,,,,C,Lars Eller (16226485),Lars Eller,16226485,C/UTIL,3700,BUF@WAS 01/24/2021 03:00PM ET,WAS,4.46
,,,,,,,,,,D,Jake McCabe (16226921),Jake McCabe,16226921,D/UTIL,3700,BUF@WAS 01/24/2021 03:00PM ET,BUF,5.24
,,,,,,,,,,LW,Andrew Mangiapane (16226663),Andrew Mangiapane,16226663,W/UTIL,3700,TOR@CGY 01/24/2021 04:00PM ET,CGY,5.47
,,,,,,,,,,D,Brandon Montour (16226923),Brandon Montour,16226923,D/UTIL,3600,BUF@WAS 01/24/2021 03:00PM ET,BUF,7.4
,,,,,,,,,,RW,Dillon Dube (16226665),Dillon Dube,16226665,W/UTIL,3600,TOR@CGY 01/24/2021 04:00PM ET,CGY,7.5
,,,,,,,,,,RW,Andrew Shaw (16226667),Andrew Shaw,16226667,W/UTIL,3500,DET@CHI 01/24/2021 12:30PM ET,CHI,6
,,,,,,,,,,D,Patrik Nemeth (16226925),Patrik Nemeth,16226925,D/UTIL,3500,DET@CHI 01/24/2021 12:30PM ET,DET,5.3
,,,,,,,,,,C,Alexander Kerfoot (16226487),Alexander Kerfoot,16226487,C/UTIL,3500,TOR@CGY 01/24/2021 04:00PM ET,TOR,6.02
,,,,,,,,,,LW,Derick Brassard (16226669),Derick Brassard,16226669,W/UTIL,3400,VGK@ARI 01/24/2021 04:00PM ET,ARI,6.2
,,,,,,,,,,D,Brayden McNabb (16226927),Brayden McNabb,16226927,D/UTIL,3400,VGK@ARI 01/24/2021 04:00PM ET,VGK,5.52
,,,,,,,,,,RW,Filip Zadina (16226671),Filip Zadina,16226671,W/UTIL,3300,DET@CHI 01/24/2021 12:30PM ET,DET,4.22
,,,,,,,,,,D,Danny DeKeyser (16226929),Danny DeKeyser,16226929,D/UTIL,3300,DET@CHI 01/24/2021 12:30PM ET,DET,2.5
,,,,,,,,,,C,Cody Glass (16226489),Cody Glass,16226489,C/UTIL,3300,VGK@ARI 01/24/2021 04:00PM ET,VGK,5.93
,,,,,,,,,,D,Dmitry Orlov (16226931),Dmitry Orlov,16226931,D/UTIL,3200,BUF@WAS 01/24/2021 03:00PM ET,WAS,2.7
,,,,,,,,,,C,Barrett Hayton (16226491),Barrett Hayton,16226491,C/UTIL,3200,VGK@ARI 01/24/2021 04:00PM ET,ARI,3.62
,,,,,,,,,,LW,Drake Caggiula (16226673),Drake Caggiula,16226673,W/UTIL,3200,VGK@ARI 01/24/2021 04:00PM ET,ARI,6.22
,,,,,,,,,,C,Michael Rasmussen (16226493),Michael Rasmussen,16226493,C/UTIL,3100,DET@CHI 01/24/2021 12:30PM ET,DET,4.1
,,,,,,,,,,LW,Mattias Janmark (16226675),Mattias Janmark,16226675,W/UTIL,3100,DET@CHI 01/24/2021 12:30PM ET,CHI,4.46
,,,,,,,,,,D,Justin Holl (16226933),Justin Holl,16226933,D/UTIL,3100,TOR@CGY 01/24/2021 04:00PM ET,TOR,7.18
,,,,,,,,,,C,Kirby Dach (16226495),Kirby Dach,16226495,C/UTIL,3000,DET@CHI 01/24/2021 12:30PM ET,CHI,0
,,,,,,,,,,LW,Vladislav Namestnikov (16226677),Vladislav Namestnikov,16226677,W/UTIL,3000,DET@CHI 01/24/2021 12:30PM ET,DET,2.92
,,,,,,,,,,LW,Ilya Mikheyev (16226679),Ilya Mikheyev,16226679,W/UTIL,3000,TOR@CGY 01/24/2021 04:00PM ET,TOR,4.73
,,,,,,,,,,D,Noah Hanifin (16226935),Noah Hanifin,16226935,D/UTIL,3000,TOR@CGY 01/24/2021 04:00PM ET,CGY,3.93
,,,,,,,,,,LW,Tobias Rieder (16226681),Tobias Rieder,16226681,W/UTIL,2900,BUF@WAS 01/24/2021 03:00PM ET,BUF,6.9
,,,,,,,,,,RW,Dylan Cozens (16226683),Dylan Cozens,16226683,W/UTIL,2900,BUF@WAS 01/24/2021 03:00PM ET,BUF,4.42
,,,,,,,,,,C,Lucas Wallmark (16226497),Lucas Wallmark,16226497,C/UTIL,2900,DET@CHI 01/24/2021 12:30PM ET,CHI,4.3
,,,,,,,,,,D,Nikita Zadorov (16226937),Nikita Zadorov,16226937,D/UTIL,2900,DET@CHI 01/24/2021 12:30PM ET,CHI,6
,,,,,,,,,,C,Nic Dowd (16226499),Nic Dowd,16226499,C/UTIL,2800,BUF@WAS 01/24/2021 03:00PM ET,WAS,4.56
,,,,,,,,,,D,Henri Jokiharju (16226941),Henri Jokiharju,16226941,D/UTIL,2800,BUF@WAS 01/24/2021 03:00PM ET,BUF,5.36
,,,,,,,,,,RW,Philipp Kurashev (16226685),Philipp Kurashev,16226685,W/UTIL,2800,DET@CHI 01/24/2021 12:30PM ET,CHI,4.38
,,,,,,,,,,LW,Frans Nielsen (16226687),Frans Nielsen,16226687,W/UTIL,2800,DET@CHI 01/24/2021 12:30PM ET,DET,5.35
,,,,,,,,,,D,Niklas Hjalmarsson (16226939),Niklas Hjalmarsson,16226939,D/UTIL,2800,VGK@ARI 01/24/2021 04:00PM ET,ARI,3.84
,,,,,,,,,,D,Zdeno Chara (16226945),Zdeno Chara,16226945,D/UTIL,2700,BUF@WAS 01/24/2021 03:00PM ET,WAS,4.44
,,,,,,,,,,C,Tomas Nosek (16226501),Tomas Nosek,16226501,C/UTIL,2700,VGK@ARI 01/24/2021 04:00PM ET,VGK,4.32
,,,,,,,,,,RW,Tyler Pitlick (16226689),Tyler Pitlick,16226689,W/UTIL,2700,VGK@ARI 01/24/2021 04:00PM ET,ARI,5.34
,,,,,,,,,,LW,Lawson Crouse (16226691),Lawson Crouse,16226691,W/UTIL,2700,VGK@ARI 01/24/2021 04:00PM ET,ARI,3.8
,,,,,,,,,,D,Juuso Valimaki (16226943),Juuso Valimaki,16226943,D/UTIL,2700,TOR@CGY 01/24/2021 04:00PM ET,CGY,5.17
,,,,,,,,,,C,Curtis Lazar (16226505),Curtis Lazar,16226505,C/UTIL,2600,BUF@WAS 01/24/2021 03:00PM ET,BUF,6.46
,,,,,,,,,,LW,Carl Hagelin (16226693),Carl Hagelin,16226693,W/UTIL,2600,BUF@WAS 01/24/2021 03:00PM ET,WAS,2.02
,,,,,,,,,,RW,Riley Sheahan (16226697),Riley Sheahan,16226697,W/UTIL,2600,BUF@WAS 01/24/2021 03:00PM ET,BUF,3.86
,,,,,,,,,,D,Troy Stecher (16226949),Troy Stecher,16226949,D/UTIL,2600,DET@CHI 01/24/2021 12:30PM ET,DET,3.88
,,,,,,,,,,D,Jon Merrill (16226951),Jon Merrill,16226951,D/UTIL,2600,DET@CHI 01/24/2021 12:30PM ET,DET,4.65
,,,,,,,,,,D,Zach Whitecloud (16226947),Zach Whitecloud,16226947,D/UTIL,2600,VGK@ARI 01/24/2021 04:00PM ET,VGK,5.6
,,,,,,,,,,C,Adam Brooks (16226503),Adam Brooks,16226503,C/UTIL,2600,TOR@CGY 01/24/2021 04:00PM ET,TOR,10
,,,,,,,,,,RW,Josh Leivo (16226695),Josh Leivo,16226695,W/UTIL,2600,TOR@CGY 01/24/2021 04:00PM ET,CGY,2.67
,,,,,,,,,,C,Cody Eakin (16226511),Cody Eakin,16226511,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,BUF,0.6
,,,,,,,,,,C,Brian Pinho (16226515),Brian Pinho,16226515,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,1.5
,,,,,,,,,,C,Connor McMichael (16226525),Connor McMichael,16226525,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,C,Casey Mittelstadt (16226531),Casey Mittelstadt,16226531,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,BUF,0
,,,,,,,,,,C,Shane Gersich (16226543),Shane Gersich,16226543,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,C,Michael Sgarbossa (16226545),Michael Sgarbossa,16226545,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,C,Liam O'Brien (16226547),Liam O'Brien,16226547,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,C,Philippe Maillet (16226549),Philippe Maillet,16226549,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,C,Garrett Pilon (16226551),Garrett Pilon,16226551,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
,,,,,,,,,,C,Arttu Ruotsalainen (16226599),Arttu Ruotsalainen,16226599,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,BUF,0
,,,,,,,,,,C,Jean-Sebastien Dea (16226601),Jean-Sebastien Dea,16226601,C/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,BUF,0
,,,,,,,,,,LW,Richard Panik (16226699),Richard Panik,16226699,W/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,2.8
,,,,,,,,,,RW,Garnet Hathaway (16226705),Garnet Hathaway,16226705,W/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,2.9
,,,,,,,,,,RW,Conor Sheary (16226719),Conor Sheary,16226719,W/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,1.67
,,,,,,,,,,LW,Daniel Sprong (16226721),Daniel Sprong,16226721,W/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,5.1
,,,,,,,,,,LW,Daniel Carr (16226743),Daniel Carr,16226743,W/UTIL,2500,BUF@WAS 01/24/2021 03:00PM ET,WAS,0
