QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Deshaun Watson,Kalen Ballage,Mike Davis,Jakobi Meyers,Brandin Cooks,Keenan Allen,Mark Andrews,Will Fuller,Cincinnati Bengals
