QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,Robert Woods,Seattle Seahawks
Josh Allen,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Tyler Higbee,Ronald Jones,Tampa Bay Buccaneers
Russell Wilson,Cam Akers,Antonio Gibson,Stefon Diggs,Robert Woods,Terry McLaurin,Jack Doyle,D.K. Metcalf,Seattle Seahawks
Josh Allen,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Terry McLaurin,Jack Doyle,Jonathan Taylor,Washington Football Team
Tom Brady,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Logan Thomas,Antonio Brown,Indianapolis Colts
Russell Wilson,Cam Akers,Chris Carson,Stefon Diggs,John Brown,Terry McLaurin,Tyler Higbee,Tyler Lockett,Tampa Bay Buccaneers
Philip Rivers,Chris Carson,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Tyler Higbee,Jonathan Taylor,Seattle Seahawks
Josh Allen,Cam Akers,Antonio Gibson,Stefon Diggs,Tyler Lockett,Zach Pascal,Trey Burton,Jonathan Taylor,Seattle Seahawks
Josh Allen,Antonio Gibson,Nyheim Hines,Stefon Diggs,Robert Woods,Terry McLaurin,Logan Thomas,Zach Pascal,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Nyheim Hines,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Rob Gronkowski,Tyler Lockett,Los Angeles Rams
Philip Rivers,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Logan Thomas,J.D. McKissic,Washington Football Team
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,Terry McLaurin,D.K. Metcalf,Dawson Knox,Cole Beasley,Seattle Seahawks
Josh Allen,Chris Carson,Ronald Jones,Stefon Diggs,Terry McLaurin,D.K. Metcalf,Trey Burton,J.D. McKissic,Seattle Seahawks
Josh Allen,Cam Akers,Chris Carson,Stefon Diggs,Cole Beasley,Chris Godwin,Jack Doyle,Antonio Gibson,Los Angeles Rams
Russell Wilson,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Robert Woods,Jacob Hollister,Cole Beasley,Tampa Bay Buccaneers
Tom Brady,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Chris Godwin,Logan Thomas,Nyheim Hines,Tampa Bay Buccaneers
Russell Wilson,Cam Akers,Chris Carson,Stefon Diggs,D.K. Metcalf,Cooper Kupp,Logan Thomas,Nyheim Hines,Indianapolis Colts
Russell Wilson,Ronald Jones,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,John Brown,Gerald Everett,D.K. Metcalf,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,John Brown,D.K. Metcalf,Zach Pascal,Logan Thomas,Antonio Brown,Tampa Bay Buccaneers
Josh Allen,Cam Akers,J.D. McKissic,Stefon Diggs,Robert Woods,Antonio Brown,Jack Doyle,Cooper Kupp,Tampa Bay Buccaneers
