QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,Robert Woods,Seattle Seahawks
Russell Wilson,Cam Akers,Antonio Gibson,Stefon Diggs,Terry McLaurin,D.K. Metcalf,Gerald Everett,Ronald Jones,Tampa Bay Buccaneers
Philip Rivers,Jonathan Taylor,J.D. McKissic,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Tyler Higbee,Tyler Lockett,Indianapolis Colts
Josh Allen,Antonio Gibson,Jonathan Taylor,T.Y. Hilton,Terry McLaurin,Cole Beasley,Jack Doyle,Chris Godwin,Washington Football Team
Tom Brady,Cam Akers,Nyheim Hines,Terry McLaurin,Tyler Lockett,Chris Godwin,Logan Thomas,Cooper Kupp,Indianapolis Colts
Tom Brady,Antonio Gibson,Jonathan Taylor,Stefon Diggs,Antonio Brown,Cooper Kupp,Trey Burton,Cam Sims,Seattle Seahawks
Josh Allen,Chris Carson,Ronald Jones,Tyler Lockett,Zach Pascal,Antonio Brown,Dawson Knox,Jonathan Taylor,Tampa Bay Buccaneers
Tom Brady,Chris Carson,J.D. McKissic,Robert Woods,Terry McLaurin,D.K. Metcalf,Rob Gronkowski,Antonio Brown,Los Angeles Rams
Josh Allen,Ronald Jones,Nyheim Hines,Stefon Diggs,Chris Godwin,Mike Evans,Trey Burton,J.D. McKissic,Buffalo Bills
Russell Wilson,Chris Carson,Antonio Gibson,Robert Woods,Tyler Lockett,Cooper Kupp,Tyler Higbee,Mike Evans,Washington Football Team
Jared Goff,Cam Akers,Jonathan Taylor,Robert Woods,D.K. Metcalf,Cole Beasley,Dawson Knox,Cooper Kupp,Buffalo Bills
Tom Brady,Jonathan Taylor,Zack Moss,John Brown,D.K. Metcalf,Mike Evans,Logan Thomas,Leonard Fournette,Tampa Bay Buccaneers
Jared Goff,Devin Singletary,Leonard Fournette,Stefon Diggs,Robert Woods,Tyler Lockett,Rob Gronkowski,Chris Godwin,Tampa Bay Buccaneers
Josh Allen,Zack Moss,Leonard Fournette,Stefon Diggs,Terry McLaurin,Zach Pascal,Tyler Higbee,Cooper Kupp,Los Angeles Rams
Russell Wilson,Ronald Jones,Jonathan Taylor,John Brown,Robert Woods,Chris Godwin,Jacob Hollister,Cam Sims,Indianapolis Colts
Russell Wilson,Nyheim Hines,Zack Moss,D.K. Metcalf,Cole Beasley,Antonio Brown,Tyler Higbee,Chris Godwin,Seattle Seahawks
Josh Allen,Antonio Gibson,Nyheim Hines,John Brown,D.K. Metcalf,Tyler Lockett,Jacob Hollister,Michael Pittman,Los Angeles Rams
Philip Rivers,Cam Akers,Devin Singletary,Stefon Diggs,Cole Beasley,Antonio Brown,Jack Doyle,Mike Evans,Los Angeles Rams
Russell Wilson,Chris Carson,Jonathan Taylor,Stefon Diggs,Josh Reynolds,David Moore,Rob Gronkowski,Zack Moss,Buffalo Bills
Philip Rivers,Ronald Jones,Nyheim Hines,T.Y. Hilton,John Brown,Cole Beasley,Rob Gronkowski,Cooper Kupp,Tampa Bay Buccaneers
