Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Christian McCaffrey,9200,SF,RB,SEA,24.6,
Josh Allen,8300,BUF,QB,KC,24.0,
Keenan Allen,8600,LAC,WR,DEN,22.6,
Amon-Ra St. Brown,8200,DET,WR,CHI,21.9,
Justin Fields,6800,CHI,QB,DET,21.8,
Lamar Jackson,7700,BAL,QB,LAR,21.4,
Patrick Mahomes,7900,KC,QB,BUF,21.2,
Brock Purdy,6500,SF,QB,SEA,20.7,
Justin Herbert,7500,LAC,QB,DEN,20.2,
Ja'Marr Chase,7600,CIN,WR,IND,20.1,
C.J. Stroud,7600,HOU,QB,NYJ,20.1,
Stefon Diggs,8800,BUF,WR,KC,18.8,
Justin Jefferson,8500,MIN,WR,LV,18.6,
Travis Kelce,7800,KC,TE,BUF,18.6,
DJ Moore,6500,CHI,WR,DET,18.2,
Alvin Kamara,8200,NO,RB,CAR,18.2,
Joshua Dobbs,5900,MIN,QB,LV,18.1,
Michael Pittman Jr.,7300,IND,WR,CIN,17.9,
Russell Wilson,5800,DEN,QB,LAC,17.8,
Mike Evans,7700,TB,WR,ATL,17.7,
Jared Goff,6400,DET,QB,CHI,17.5,
Brandon Aiyuk,6900,SF,WR,SEA,17.0,
Zack Moss,5900,IND,RB,CIN,16.3,
Austin Ekeler,7600,LAC,RB,DEN,16.1,
Gardner Minshew II,5400,IND,QB,CIN,15.8,
Deebo Samuel,6800,SF,WR,SEA,15.6,
Puka Nacua,7100,LAR,WR,BAL,15.6,
Nico Collins,7600,HOU,WR,NYJ,15.6,
Joe Mixon,6100,CIN,RB,IND,15.5,
Davante Adams,7500,LV,WR,MIN,15.4,
Kyren Williams,7300,LAR,RB,BAL,15.3,
Bijan Robinson,6500,ATL,RB,TB,15.3,
T.J. Hockenson,6000,MIN,TE,LV,15.2,
Baker Mayfield,5300,TB,QB,ATL,15.1,
Chris Olave,7000,NO,WR,CAR,14.9,
Geno Smith,5700,SEA,QB,SF,14.9,
Sam LaPorta,6100,DET,TE,CHI,14.8,
Cooper Kupp,7400,LAR,WR,BAL,14.8,
Rachaad White,6800,TB,RB,ATL,14.8,
Josh Jacobs,6900,LV,RB,MIN,14.7,
Jake Browning,5200,CIN,QB,IND,14.5,
Courtland Sutton,6100,DEN,WR,LAC,14.3,
David Montgomery,6400,DET,RB,CHI,14.2,
Joe Flacco,4700,CLE,QB,JAX,14.1,
Matthew Stafford,6000,LAR,QB,BAL,14.0,
Jahmyr Gibbs,6600,DET,RB,CHI,13.8,
Javonte Williams,5800,DEN,RB,LAC,13.7,
DK Metcalf,6700,SEA,WR,SF,13.7,
George Kittle,5900,SF,TE,SEA,13.6,
Desmond Ridder,5000,ATL,QB,TB,13.5,
Garrett Wilson,5500,NYJ,WR,HOU,13.3,
Trevor Lawrence,6700,JAX,QB,CLE,13.3,
Rashee Rice,5400,KC,WR,BUF,13.2,
Derek Carr,5600,NO,QB,CAR,13.2,
James Cook,6000,BUF,RB,KC,13.1,
Aidan O'Connell,5100,LV,QB,MIN,13.0,
Adam Thielen,6300,CAR,WR,NO,12.9,
Breece Hall,6200,NYJ,RB,HOU,12.9,
Travis Etienne Jr.,7000,JAX,RB,CLE,12.8,
Bryce Young,4900,CAR,QB,NO,12.8,
Zay Flowers,5700,BAL,WR,LAR,12.6,
Jakobi Meyers,5700,LV,WR,MIN,12.2,
Drake London,4600,ATL,WR,TB,12.2,
Chris Godwin,6000,TB,WR,ATL,12.0,
Jordan Addison,5500,MIN,WR,LV,11.9,
Jerome Ford,5500,CLE,RB,JAX,11.8,
Chuba Hubbard,5600,CAR,RB,NO,11.8,
Calvin Ridley,6400,JAX,WR,CLE,11.7,
Zach Wilson,4700,NYJ,QB,HOU,11.7,
Tyler Lockett,5600,SEA,WR,SF,11.6,
Devin Singletary,5700,HOU,RB,NYJ,11.5,
Tee Higgins,5900,CIN,WR,IND,11.4,
Amari Cooper,5800,CLE,WR,JAX,11.2,
Noah Brown,5000,HOU,WR,NYJ,11.0,
Kenneth Walker III,6300,SEA,RB,SF,10.9,
Alexander Mattison,5500,MIN,RB,LV,10.8,
Josh Downs,4900,IND,WR,CIN,10.7,
Clyde Edwards-Helaire,4200,KC,RB,BUF,10.4,
Jerry Jeudy,4700,DEN,WR,LAC,10.3,
Dalton Kincaid,5500,BUF,TE,KC,10.3,
Gabe Davis,5800,BUF,WR,KC,10.3,
Cole Kmet,4300,CHI,TE,DET,10.1,
Gus Edwards,5900,BAL,RB,LAR,9.9,
Elijah Moore,4500,CLE,WR,JAX,9.8,
Keaton Mitchell,4900,BAL,RB,LAR,9.7,
Evan Engram,4800,JAX,TE,CLE,9.7,
David Njoku,4100,CLE,TE,JAX,9.7,
Jaxon Smith-Njigba,4100,SEA,WR,SF,9.6,
Jerick McKinnon,4800,KC,RB,BUF,9.3,
Khalil Shakir,3900,BUF,WR,KC,9.1,
Odell Beckham Jr.,3800,BAL,WR,LAR,8.9,
Kyle Pitts,3700,ATL,TE,TB,8.7,
Tyler Boyd,4400,CIN,WR,IND,8.7,
Gerald Everett,3400,LAC,TE,DEN,8.3,
Dameon Pierce,5000,HOU,RB,NYJ,8.2,
Jaguars ,3600,JAX,DST,CLE,8.0,
Zach Charbonnet,5400,SEA,RB,SF,8.0,
Jonathan Mingo,3500,CAR,WR,NO,7.9,
Texans ,4000,HOU,DST,NYJ,7.9,
Roschon Johnson,4900,CHI,RB,DET,7.8,
Isaiah Likely,3500,BAL,TE,LAR,7.7,
Kareem Hunt,4800,CLE,RB,JAX,7.7,
Ravens ,3300,BAL,DST,LAR,7.6,
Saints ,3900,NO,DST,CAR,7.6,
Ty Chandler,4600,MIN,RB,LV,7.5,
Zay Jones,3700,JAX,WR,CLE,7.5,
Quentin Johnston,4000,LAC,WR,DEN,7.5,
Cade Otton,3100,TB,TE,ATL,7.4,
K.J. Osborn,4000,MIN,WR,LV,7.4,
Falcons ,2900,ATL,DST,TB,7.3,
