Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Jared Goff,5200.00,LAR,QB,GBP,17.67,10.50
Josh Allen,7400.00,BUF,QB,BAL,23.89,33.30
Aaron Rodgers,6900.00,GBP,QB,LAR,21.03,23.80
Lamar Jackson,7600.00,BAL,QB,BUF,22.93,32.40
Devin Singletary,4500.00,BUF,RB,BAL,13.15,56.40
Mark Andrews,5000.00,BAL,TE,BUF,14.28,43.30
Tyler Higbee,3000.00,LAR,TE,GBP,8.29,17.10
Cam Akers,5700.00,LAR,RB,GBP,15.68,69.90
Marquise Brown,5200.00,BAL,WR,BUF,14.09,36.60
Stefon Diggs,7300.00,BUF,WR,BAL,19.6,60.30
Allen Lazard,3900.00,GBP,WR,LAR,10.45,20.80
Robert Woods,5900.00,LAR,WR,GBP,15.8,34.50
Cole Beasley,4900.00,BUF,WR,BAL,12.77,26.60
Cooper Kupp,5300.00,LAR,WR,GBP,13.37,33.80
Davante Adams,8600.00,GBP,WR,LAR,21.36,71.10
Buffalo Bills,2900.00,BUF,DST,BAL,7.16,25.80
Aaron Jones,6800.00,GBP,RB,LAR,16.78,66.50
Robert Tonyan,4200.00,GBP,TE,LAR,9.99,35.20
John Brown,4600.00,BUF,WR,BAL,10.71,23.00
Gerald Everett,2700.00,LAR,TE,GBP,6.19,9.00
Baltimore Ravens,2800.00,BAL,DST,BUF,6.18,24.70
Josh Reynolds,3200.00,LAR,WR,GBP,7,10.10
Los Angeles Rams,2600.00,LAR,DST,GBP,5.7,20.60
Gus Edwards,4200.00,BAL,RB,BUF,8.88,15.80
Dawson Knox,3100.00,BUF,TE,BAL,6.15,3.60
J.K. Dobbins,6000.00,BAL,RB,BUF,11.15,36.10
Green Bay Packers,3900.00,GBP,DST,LAR,6.84,28.90
Willie Snead,3300.00,BAL,WR,BUF,5.17,2.20
Jamaal Williams,4400.00,GBP,RB,LAR,6.59,4.50
Dez Bryant,3000.00,BAL,WR,BUF,4.35,0.70
Miles Boykin,3100.00,BAL,WR,BUF,4.46,2.20
Marquez Valdes-Scantling,3800.00,GBP,WR,LAR,4.99,7.90
Malcolm Brown,4100.00,LAR,RB,GBP,4.94,1.10
Gabriel Davis,4000.00,BUF,WR,BAL,4.43,3.60
Equanimeous St. Brown,3000.00,GBP,WR,LAR,3.1,0.10
Isaiah McKenzie,3300.00,BUF,WR,BAL,3.18,0.70
Devin Duvernay,3000.00,BAL,WR,BUF,2.79,0.10
Van Jefferson,3000.00,LAR,WR,GBP,2.67,0.10
T.J. Yeldon,4000.00,BUF,RB,BAL,3.52,3.40
Justice Hill,4000.00,BAL,RB,BUF,2.36,0.10
Marcedes Lewis,2500.00,GBP,TE,LAR,1.19,0.90
Lee Smith,2500.00,BUF,TE,BAL,1.12,0.10
Eric Tomlinson,2500.00,BAL,TE,BUF,1.01,0.10
Malik Taylor,3000.00,GBP,WR,LAR,1.16,0.10
AJ Dillon,4000.00,GBP,RB,LAR,1.4,2.30
Tavon Austin,3000.00,GBP,WR,LAR,0.58,0.10
Taiwan Jones,4000.00,BUF,RB,BAL,0.62,0.10
Johnny Mundt,2500.00,LAR,TE,GBP,0.31,0.10
Dominique Dafney,2500.00,GBP,TE,LAR,0.28,0.10
Reggie Gilliam,2500.00,BUF,TE,BAL,0.25,0.90
Andre Roberts,3000.00,BUF,WR,BAL,0.3,0.10
Nsimba Webster,3000.00,LAR,WR,GBP,0.06,0.10
Xavier Jones,4000.00,LAR,RB,GBP,0.04,0.10
