Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Tyreek Hill,9300,MIA,WR,CAR,24.1,
Tua Tagovailoa,7600,MIA,QB,CAR,23.2,
Cooper Kupp,9000,LAR,WR,ARI,22.5,
Jalen Hurts,8200,PHI,QB,NYJ,22.5,
Ja'Marr Chase,8300,CIN,WR,SEA,21.8,
Christian McCaffrey,9500,SF,RB,CLE,21.6,
Justin Fields,7300,CHI,QB,MIN,20.7,
Matthew Stafford,6100,LAR,QB,ARI,20.6,
Davante Adams,8100,LV,WR,NE,20.5,
Joe Burrow,6300,CIN,QB,SEA,20.4,
Trevor Lawrence,6500,JAX,QB,IND,19.9,
Kirk Cousins,7100,MIN,QB,CHI,18.9,
Raheem Mostert,6400,MIA,RB,CAR,18.6,
Josh Jacobs,7000,LV,RB,NE,18.5,
Jared Goff,6400,DET,QB,TB,18.4,
David Montgomery,7300,DET,RB,TB,18.1,
Alvin Kamara,6800,NO,RB,HOU,17.6,
Bijan Robinson,7200,ATL,RB,WAS,17.4,
Amon-Ra St. Brown,7700,DET,WR,TB,17.4,
Travis Etienne Jr.,7100,JAX,RB,IND,16.9,
Geno Smith,5700,SEA,QB,CIN,16.7,
Baker Mayfield,5400,TB,QB,DET,16.7,
C.J. Stroud,6000,HOU,QB,NO,16.7,
Puka Nacua,8000,LAR,WR,ARI,16.6,
A.J. Brown,7800,PHI,WR,NYJ,16.4,
Brock Purdy,5600,SF,QB,CLE,16.4,
Kyren Williams,6500,LAR,RB,ARI,16.4,
Joe Mixon,6300,CIN,RB,SEA,16.3,
Mike Evans,7100,TB,WR,DET,16.3,
Joshua Dobbs,5200,ARI,QB,LAR,16.2,
Sam Howell,5500,WAS,QB,ATL,16.1,
D'Andre Swift,6100,PHI,RB,NYJ,15.8,
Jimmy Garoppolo,5300,LV,QB,NE,15.7,
Calvin Ridley,6700,JAX,WR,IND,15.4,
Jaylen Waddle,7600,MIA,WR,CAR,15.4,
T.J. Hockenson,6600,MIN,TE,CHI,15.1,
Christian Kirk,5400,JAX,WR,IND,14.9,
Desmond Ridder,5000,ATL,QB,WAS,14.9,
Breece Hall,6000,NYJ,RB,PHI,14.9,
Chris Olave,6600,NO,WR,HOU,14.8,
Brandon Aiyuk,6200,SF,WR,CLE,14.7,
Marquise Brown,5300,ARI,WR,LAR,14.5,
Kenneth Walker III,6700,SEA,RB,CIN,14.5,
Adam Thielen,5900,CAR,WR,MIA,14.4,
Gardner Minshew II,5000,IND,QB,JAX,14.3,
DK Metcalf,6800,SEA,WR,CIN,14.2,
DeVonta Smith,7000,PHI,WR,NYJ,14.2,
Jordan Addison,5700,MIN,WR,CHI,14.2,
Deebo Samuel,6100,SF,WR,CLE,14.1,
Derek Carr,5300,NO,QB,HOU,14.1,
Garrett Wilson,6000,NYJ,WR,PHI,14.0,
Jakobi Meyers,5800,LV,WR,NE,14.0,
DJ Moore,6500,CHI,WR,MIN,13.9,
Chris Godwin,6900,TB,WR,DET,13.9,
Bryce Young,5100,CAR,QB,MIA,13.7,
Nico Collins,5600,HOU,WR,NO,13.7,
Zach Wilson,4900,NYJ,QB,PHI,13.4,
Tee Higgins,6400,CIN,WR,SEA,13.3,
Tyler Lockett,5700,SEA,WR,CIN,13.2,
Michael Pittman Jr.,6300,IND,WR,JAX,13.1,
Michael Thomas,4900,NO,WR,HOU,12.7,
Rachaad White,5500,TB,RB,DET,12.7,
Alexander Mattison,5600,MIN,RB,CHI,12.7,
Terry McLaurin,5500,WAS,WR,ATL,12.6,
Dameon Pierce,5100,HOU,RB,NO,12.5,
Chuba Hubbard,4300,CAR,RB,MIA,12.5,
Rhamondre Stevenson,5400,NE,RB,LV,12.2,
Mac Jones,5000,NE,QB,LV,12.1,
Evan Engram,4500,JAX,TE,IND,12.1,
Sam LaPorta,5600,DET,TE,TB,12.0,
Drake London,4800,ATL,WR,WAS,11.8,
Brian Robinson Jr.,5700,WAS,RB,ATL,11.7,
D'Onta Foreman,4400,CHI,RB,MIN,11.7,
K.J. Osborn,4400,MIN,WR,CHI,11.6,
Jonathan Taylor,6600,IND,RB,JAX,11.6,
George Kittle,5000,SF,TE,CLE,11.4,
Amari Cooper,5800,CLE,WR,SF,11.1,
Robert Woods,3800,HOU,WR,NO,10.6,
Zack Moss,6200,IND,RB,JAX,10.6,
Kendrick Bourne,4200,NE,WR,LV,10.6,
Tyler Boyd,4600,CIN,WR,SEA,10.5,
Josh Downs,4100,IND,WR,JAX,10.4,
Dallas Goedert,4800,PHI,TE,NYJ,10.3,
Jerome Ford,5200,CLE,RB,SF,9.8,
P.J. Walker,4000,CLE,QB,SF,9.8,
DeVante Parker,3500,NE,WR,LV,9.8,
Cole Kmet,4600,CHI,TE,MIN,9.6,
Hunter Henry,4400,NE,TE,LV,9.5,
Zach Ertz,3600,ARI,TE,LAR,9.4,
Jahan Dotson,4700,WAS,WR,ATL,9.4,
Tyler Higbee,4000,LAR,TE,ARI,9.3,
Curtis Samuel,3700,WAS,WR,ATL,9.3,
Kyle Pitts,3500,ATL,TE,WAS,9.3,
Emari Demercado,4900,ARI,RB,LAR,9.2,
Tutu Atwell,5100,LAR,WR,ARI,9.2,
49ers ,4000,SF,DST,CLE,8.9,
Dalton Schultz,3600,HOU,TE,NO,8.8,
Logan Thomas,3500,WAS,TE,ATL,8.7,
Josh Reynolds,4500,DET,WR,TB,8.6,
Rashid Shaheed,3700,NO,WR,HOU,8.5,
Jaxon Smith-Njigba,3600,SEA,WR,CIN,8.5,
Allen Lazard,3700,NYJ,WR,PHI,8.5,
Rondale Moore,3500,ARI,WR,LAR,8.4,
Michael Wilson,3800,ARI,WR,LAR,8.4,
Antonio Gibson,4500,WAS,RB,ATL,8.2,
DJ Chark Jr.,4000,CAR,WR,MIA,8.1,
Dolphins ,3500,MIA,DST,CAR,8.1,
Elijah Moore,4300,CLE,WR,SF,8.0,
Tyler Allgeier,4600,ATL,RB,WAS,7.9,
Jonnu Smith,3400,ATL,TE,WAS,7.9,
Eagles ,3800,PHI,DST,NYJ,7.8,
Texans ,2900,HOU,DST,NO,7.4,
Seahawks ,3000,SEA,DST,CIN,7.2,
Tyler Conklin,3300,NYJ,TE,PHI,7.2,
Jonathan Mingo,3500,CAR,WR,MIA,7.2,
Darnell Mooney,3700,CHI,WR,MIN,7.1,
Lions ,2700,DET,DST,TB,7.1,
Brandon Powell,3000,MIN,WR,CHI,7.1,
Ezekiel Elliott,4700,NE,RB,LV,7.1,
Salvon Ahmed,4500,MIA,RB,CAR,6.9,
Braxton Berrios,3400,MIA,WR,CAR,6.9,
Cade Otton,3200,TB,TE,DET,6.8,
Zach Charbonnet,4200,SEA,RB,CIN,6.8,
David Njoku,3700,CLE,TE,SF,6.7,
Jaguars ,3400,JAX,DST,IND,6.6,
Jameson Williams,3600,DET,WR,TB,6.6,
Keaontay Ingram,4500,ARI,RB,LAR,6.5,
Saints ,3300,NO,DST,HOU,6.3,
Cam Akers,4800,MIN,RB,CHI,6.3,
Patriots ,2600,NE,DST,LV,6.2,
Bengals ,2900,CIN,DST,SEA,6.1,
