QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Matthew Stafford,Raheem Mostert,Chuba Hubbard,Cooper Kupp,Ja'Marr Chase,Marquise Brown,Evan Engram,Robert Woods,Buccaneers 
Matthew Stafford,Raheem Mostert,Josh Jacobs,Tyreek Hill,Christian Kirk,Marquise Brown,Tyler Higbee,Robert Woods,Lions 
Matthew Stafford,Raheem Mostert,Chuba Hubbard,Cooper Kupp,Davante Adams,Christian Kirk,Zach Ertz,D'Onta Foreman,Lions 
Matthew Stafford,Raheem Mostert,Josh Jacobs,Cooper Kupp,Marquise Brown,DeVante Parker,Kyle Pitts,Joe Mixon,Texans 
Tua Tagovailoa,Raheem Mostert,Chuba Hubbard,Tyreek Hill,Christian Kirk,Marquise Brown,Kyle Pitts,Adam Thielen,Buccaneers 
Trevor Lawrence,Raheem Mostert,Alvin Kamara,Tyreek Hill,Christian Kirk,Josh Downs,Evan Engram,Chuba Hubbard,Lions 
Joe Burrow,Raheem Mostert,Chuba Hubbard,Tyreek Hill,Ja'Marr Chase,Marquise Brown,Zach Ertz,Jaxon Smith-Njigba,Texans 
Joe Burrow,Raheem Mostert,Josh Jacobs,Ja'Marr Chase,Christian Kirk,Tyler Lockett,Evan Engram,DeVante Parker,Texans 
Matthew Stafford,Raheem Mostert,D'Andre Swift,Cooper Kupp,Ja'Marr Chase,K.J. Osborn,Zach Ertz,DeVante Parker,Patriots 
Matthew Stafford,Raheem Mostert,Alvin Kamara,Cooper Kupp,Christian Kirk,Marquise Brown,Dalton Schultz,K.J. Osborn,Seahawks 
Tua Tagovailoa,Raheem Mostert,Joe Mixon,Tyreek Hill,Adam Thielen,Robert Woods,Evan Engram,DeVante Parker,Lions 
Matthew Stafford,Josh Jacobs,Chuba Hubbard,Tyreek Hill,Cooper Kupp,Michael Thomas,Zach Ertz,DeVante Parker,Buccaneers 
Matthew Stafford,Raheem Mostert,D'Onta Foreman,Ja'Marr Chase,Davante Adams,Marquise Brown,Tyler Higbee,K.J. Osborn,Texans 
Trevor Lawrence,Raheem Mostert,Josh Jacobs,Ja'Marr Chase,Christian Kirk,Marquise Brown,Kyle Pitts,Josh Downs,Dolphins 
Joe Burrow,Raheem Mostert,D'Andre Swift,Ja'Marr Chase,Davante Adams,Christian Kirk,Kyle Pitts,Jaxon Smith-Njigba,Buccaneers 
Matthew Stafford,D'Andre Swift,Chuba Hubbard,Tyreek Hill,Cooper Kupp,Marquise Brown,Kyle Pitts,Curtis Samuel,Lions 
Joe Burrow,Raheem Mostert,Josh Jacobs,Ja'Marr Chase,Davante Adams,Robert Woods,Noah Fant,Chuba Hubbard,Lions 
Matthew Stafford,Raheem Mostert,Joe Mixon,Tyreek Hill,Ja'Marr Chase,Curtis Samuel,Zach Ertz,Tyler Higbee,Buccaneers 
Matthew Stafford,Raheem Mostert,Alvin Kamara,Cooper Kupp,Michael Thomas,Rondale Moore,Evan Engram,D'Andre Swift,Lions 
Trevor Lawrence,Raheem Mostert,Joe Mixon,Ja'Marr Chase,Davante Adams,Josh Downs,Evan Engram,DeVante Parker,Buccaneers 
Matthew Stafford,Josh Jacobs,Chuba Hubbard,Cooper Kupp,Ja'Marr Chase,Christian Kirk,Logan Thomas,Rondale Moore,Texans 
Joe Burrow,Raheem Mostert,Alvin Kamara,Ja'Marr Chase,Marquise Brown,Tyler Lockett,Kyle Pitts,Michael Thomas,Lions 
Tua Tagovailoa,Raheem Mostert,Josh Jacobs,Tyreek Hill,K.J. Osborn,Jonathan Mingo,Evan Engram,Chuba Hubbard,Texans 
Matthew Stafford,Kyren Williams,Chuba Hubbard,Tyreek Hill,Ja'Marr Chase,Marquise Brown,Tyler Higbee,DeVante Parker,Patriots 
Matthew Stafford,Raheem Mostert,Josh Jacobs,Cooper Kupp,Robert Woods,Curtis Samuel,Zach Ertz,Alvin Kamara,Dolphins 
