QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Duke Johnson,Stefon Diggs,Robby Anderson,Larry Fitzgerald,Darren Waller,Aaron Jones,New Orleans Saints
Kyler Murray,Mike Davis,Miles Sanders,Jakeem Grant,Tyler Lockett,Stefon Diggs,Evan Engram,DeAndre Hopkins,Denver Broncos
Justin Herbert,Mike Davis,Duke Johnson,DeVante Parker,Tyler Lockett,Keenan Allen,Dallas Goedert,Davante Adams,Detroit Lions
Carson Wentz,Mike Davis,Aaron Jones,Keenan Allen,Terry McLaurin,Jalen Reagor,Evan Engram,Alvin Kamara,Los Angeles Rams
Jared Goff,Mike Davis,Aaron Jones,Tyler Lockett,D.J. Moore,Diontae Johnson,Noah Fant,Cooper Kupp,Green Bay Packers
Josh Allen,Mike Davis,D'Andre Swift,D.J. Moore,Davante Adams,DeAndre Hopkins,Hunter Henry,John Brown,Los Angeles Rams
Tua Tagovailoa,Mike Davis,Miles Sanders,DeVante Parker,Robby Anderson,Cooper Kupp,Hunter Henry,Alvin Kamara,Philadelphia Eagles
Derek Carr,Mike Davis,Alvin Kamara,Tyler Lockett,Allen Lazard,Jerry Jeudy,Darren Waller,D.K. Metcalf,Miami Dolphins
Aaron Rodgers,Mike Davis,Alvin Kamara,Jakeem Grant,Keelan Cole,Davante Adams,Noah Fant,Josh Jacobs,New Orleans Saints
Matthew Stafford,Mike Davis,Aaron Jones,Davante Adams,Jerry Jeudy,Kenny Golladay,Logan Thomas,Miles Sanders,Cleveland Browns
Kyler Murray,Mike Davis,Aaron Jones,D.K. Metcalf,Christian Kirk,Cole Beasley,Dallas Goedert,D'Andre Swift,Philadelphia Eagles
Tom Brady,Mike Davis,Alvin Kamara,Stefon Diggs,D.J. Moore,Kenny Golladay,Dallas Goedert,Chris Godwin,Los Angeles Chargers
Russell Wilson,Mike Davis,D'Andre Swift,Stefon Diggs,Terry McLaurin,Cooper Kupp,Jacob Hollister,Josh Jacobs,Cleveland Browns
Jared Goff,Mike Davis,Duke Johnson,Terry McLaurin,D.K. Metcalf,Robert Woods,Tyler Eifert,Miles Sanders,Pittsburgh Steelers
Derek Carr,Mike Davis,Antonio Gibson,Stefon Diggs,Keenan Allen,Michael Thomas,Noah Fant,Henry Ruggs,Philadelphia Eagles
Carson Wentz,Mike Davis,James Robinson,Cooper Kupp,Darius Slayton,DeAndre Hopkins,Dallas Goedert,James Conner,New Orleans Saints
Deshaun Watson,Mike Davis,Aaron Jones,DeVante Parker,DeAndre Hopkins,Brandin Cooks,Austin Hooper,Josh Jacobs,Miami Dolphins
Kyler Murray,Duke Johnson,Josh Jacobs,DeVante Parker,Stefon Diggs,D.J. Moore,Noah Fant,Christian Kirk,Los Angeles Rams
Russell Wilson,Mike Davis,Antonio Gibson,Diontae Johnson,Josh Reynolds,Davante Adams,Evan Engram,D.K. Metcalf,Los Angeles Chargers
Kyler Murray,Mike Davis,Duke Johnson,Jarvis Landry,Michael Thomas,John Brown,Dan Arnold,Alvin Kamara,Green Bay Packers
