QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Duke Johnson,Stefon Diggs,Robby Anderson,Larry Fitzgerald,Darren Waller,Aaron Jones,New Orleans Saints
Kyler Murray,Mike Davis,Duke Johnson,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Dallas Goedert,Miles Sanders,Los Angeles Rams
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Evan Engram,Alvin Kamara,New Orleans Saints
Tua Tagovailoa,Mike Davis,Duke Johnson,DeVante Parker,Tyler Lockett,Davante Adams,Hunter Henry,Aaron Jones,Green Bay Packers
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,D.J. Moore,DeAndre Hopkins,Dallas Goedert,John Brown,Detroit Lions
Josh Allen,Mike Davis,D'Andre Swift,Tyler Lockett,Stefon Diggs,Christian Kirk,Evan Engram,Miles Sanders,Miami Dolphins
Jared Goff,Mike Davis,Duke Johnson,Tyler Lockett,Terry McLaurin,Cooper Kupp,Noah Fant,Miles Sanders,New Orleans Saints
Carson Wentz,Mike Davis,Aaron Jones,Robby Anderson,Cooper Kupp,Davante Adams,Evan Engram,Dallas Goedert,Los Angeles Rams
Kyler Murray,Mike Davis,Alvin Kamara,Tyler Lockett,Stefon Diggs,Diontae Johnson,Hunter Henry,Larry Fitzgerald,Detroit Lions
Kyler Murray,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,Cooper Kupp,Noah Fant,Christian Kirk,Cleveland Browns
Josh Allen,Mike Davis,Alvin Kamara,Jakeem Grant,Stefon Diggs,Terry McLaurin,Logan Thomas,DeAndre Hopkins,Jacksonville Jaguars
Tom Brady,Mike Davis,Duke Johnson,Stefon Diggs,D.J. Moore,Davante Adams,Evan Engram,Chris Godwin,Detroit Lions
Josh Allen,Mike Davis,Duke Johnson,Keenan Allen,John Brown,Christian Kirk,Noah Fant,Alvin Kamara,Los Angeles Rams
Carson Wentz,Mike Davis,Josh Jacobs,Tyler Lockett,Stefon Diggs,Darius Slayton,Dallas Goedert,D.K. Metcalf,New Orleans Saints
Derek Carr,Mike Davis,Aaron Jones,Tyler Lockett,Terry McLaurin,Jerry Jeudy,Darren Waller,D'Andre Swift,Philadelphia Eagles
Russell Wilson,Mike Davis,Alvin Kamara,DeVante Parker,Stefon Diggs,D.J. Moore,Jacob Hollister,Cooper Kupp,New Orleans Saints
Tom Brady,Mike Davis,Aaron Jones,DeVante Parker,Robby Anderson,Chris Godwin,Noah Fant,Alvin Kamara,Denver Broncos
Aaron Rodgers,Mike Davis,Duke Johnson,Keelan Cole,Diontae Johnson,Davante Adams,Dallas Goedert,Alvin Kamara,New Orleans Saints
Matthew Stafford,Mike Davis,Aaron Jones,Stefon Diggs,Terry McLaurin,Kenny Golladay,Hunter Henry,Miles Sanders,Denver Broncos
Jared Goff,Mike Davis,Aaron Jones,Stefon Diggs,Keenan Allen,Josh Reynolds,Jacob Hollister,Davante Adams,New York Giants
