Player_Name,Salary,Team,Pos,Opp,Proj_FP
Kyler Murray,7000.00,ARI,QB,PHI,24.11
Jalen Hurts,5900.00,PHI,QB,ARI,20.19
Emmanuel Sanders,4200.00,NOS,WR,KCC,13.95
Drew Brees,5900.00,NOS,QB,KCC,19.44
Jared Goff,6300.00,LAR,QB,NYJ,20.57
Patrick Mahomes,7900.00,KCC,QB,NOS,25.23
Tre'Quan Smith,3200.00,NOS,WR,KCC,10.07
Alvin Kamara,7400.00,NOS,RB,KCC,22.97
Jared Cook,3400.00,NOS,TE,KCC,10.08
Arizona Cardinals,2900.00,ARI,DST,PHI,8.4
Cam Akers,6600.00,LAR,RB,NYJ,18.66
Denzel Mims,3500.00,NYJ,WR,LAR,9.77
Breshad Perriman,3700.00,NYJ,WR,LAR,10.33
Philadelphia Eagles,2500.00,PHI,DST,ARI,6.76
Dallas Goedert,3900.00,PHI,TE,ARI,10.51
Josh Reynolds,3700.00,LAR,WR,NYJ,9.71
Sam Darnold,4800.00,NYJ,QB,LAR,12.13
Larry Fitzgerald,3300.00,ARI,WR,PHI,8.29
Jamison Crowder,4400.00,NYJ,WR,LAR,10.91
DeAndre Hopkins,7900.00,ARI,WR,PHI,19.44
Robert Woods,6800.00,LAR,WR,NYJ,16.61
Christian Kirk,4300.00,ARI,WR,PHI,10.49
Travis Kelce,8000.00,KCC,TE,NOS,19.38
Los Angeles Rams,4500.00,LAR,DST,NYJ,10.81
Kenyan Drake,5500.00,ARI,RB,PHI,13.19
Chase Edmonds,4400.00,ARI,RB,PHI,10.42
Zach Ertz,3400.00,PHI,TE,ARI,7.95
Tyreek Hill,8800.00,KCC,WR,NOS,20.57
Cooper Kupp,7000.00,LAR,WR,NYJ,16.1
Clyde Edwards-Helaire,5800.00,KCC,RB,NOS,13.31
Miles Sanders,6900.00,PHI,RB,ARI,15.75
Sammy Watkins,4600.00,KCC,WR,NOS,10.32
Kansas City Chiefs,3300.00,KCC,DST,NOS,7.21
Gerald Everett,3100.00,LAR,TE,NYJ,6.55
Jalen Reagor,4400.00,PHI,WR,ARI,9.26
Greg Ward,3000.00,PHI,WR,ARI,6.18
New York Jets,2100.00,NYJ,DST,LAR,4.19
Demarcus Robinson,3200.00,KCC,WR,NOS,6.38
Tyler Higbee,3800.00,LAR,TE,NYJ,7.35
New Orleans Saints,2900.00,NOS,DST,KCC,5.38
Latavius Murray,4700.00,NOS,RB,KCC,8.44
Frank Gore,4000.00,NYJ,RB,LAR,7.19
Alshon Jeffery,3400.00,PHI,WR,ARI,5.56
Ty Johnson,4200.00,NYJ,RB,LAR,6.8
Mecole Hardman,3400.00,KCC,WR,NOS,5.48
Dan Arnold,3500.00,ARI,TE,PHI,5.52
Chris Herndon,2500.00,NYJ,TE,LAR,3.89
Le'Veon Bell,4200.00,KCC,RB,NOS,5.52
Travis Fulgham,4000.00,PHI,WR,ARI,5.22
Maxx Williams,2500.00,ARI,TE,PHI,2.97
KeeSean Johnson,3000.00,ARI,WR,PHI,3.52
Darrell Henderson,4400.00,LAR,RB,NYJ,4.61
Josh Adams,4000.00,NYJ,RB,LAR,4
Malcolm Brown,4000.00,LAR,RB,NYJ,3.94
Adam Trautman,2500.00,NOS,TE,KCC,2.44
Boston Scott,4800.00,PHI,RB,ARI,4.33
Richard Rodgers,2800.00,PHI,TE,ARI,2.36
Ryan Griffin,2500.00,NYJ,TE,LAR,1.92
Josh Hill,2500.00,NOS,TE,KCC,1.81
Van Jefferson,3000.00,LAR,WR,NYJ,2.13
Juwan Johnson,3000.00,NOS,WR,KCC,2.02
Braxton Berrios,3000.00,NYJ,WR,LAR,1.88
Darrel Williams,4000.00,KCC,RB,NOS,2.17
Quez Watkins,3000.00,PHI,WR,ARI,1.52
Jeff Smith,3000.00,NYJ,WR,LAR,1.47
Taysom Hill,6000.00,NOS,QB,KCC,2.8
Tommylee Lewis,3000.00,NOS,WR,KCC,1.12
Byron Pringle,3000.00,KCC,WR,NOS,1.09
Trent Sherfield,3000.00,ARI,WR,PHI,0.98
Deon Yelder,2500.00,KCC,TE,NOS,0.79
Nick Keizer,2500.00,KCC,TE,NOS,0.77
Corey Clement,4000.00,PHI,RB,ARI,0.83
Seth DeValve,2500.00,ARI,TE,PHI,0.28
Dwayne Washington,4000.00,NOS,RB,KCC,0.27
Jonathan Ward,4000.00,ARI,RB,PHI,0.19
Nsimba Webster,3000.00,LAR,WR,NYJ,0.06
