QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Eric Ebron,Baltimore Ravens
Ben Roethlisberger,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Jonnu Smith,Jarvis Landry,Tennessee Titans
Drew Brees,Alvin Kamara,Gus Edwards,Michael Thomas,Diontae Johnson,Allen Robinson,Cole Kmet,A.J. Brown,Tennessee Titans
Lamar Jackson,David Montgomery,Kareem Hunt,JuJu Smith-Schuster,Diontae Johnson,A.J. Brown,Mark Andrews,Austin Hooper,Cleveland Browns
Mitchell Trubisky,Derrick Henry,Kareem Hunt,Michael Thomas,Chase Claypool,Allen Robinson,Mark Andrews,Anthony Miller,Pittsburgh Steelers
Baker Mayfield,Alvin Kamara,Derrick Henry,Marquise Brown,Diontae Johnson,Chase Claypool,Jonnu Smith,Austin Hooper,Chicago Bears
Drew Brees,David Montgomery,Derrick Henry,Marquise Brown,Allen Robinson,Rashard Higgins,Jared Cook,James Conner,Cleveland Browns
Ryan Tannehill,Alvin Kamara,Nick Chubb,Allen Robinson,Jarvis Landry,Emmanuel Sanders,Mark Andrews,Jonnu Smith,Cleveland Browns
Lamar Jackson,Derrick Henry,Gus Edwards,Marquise Brown,Jarvis Landry,Anthony Miller,Jimmy Graham,A.J. Brown,New Orleans Saints
Ryan Tannehill,David Montgomery,Nick Chubb,Corey Davis,Marquise Brown,Chase Claypool,Cole Kmet,A.J. Brown,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,J.K. Dobbins,JuJu Smith-Schuster,Chase Claypool,Allen Robinson,Eric Ebron,Rashard Higgins,New Orleans Saints
Mitchell Trubisky,Derrick Henry,James Conner,JuJu Smith-Schuster,Diontae Johnson,Emmanuel Sanders,Cole Kmet,Nick Chubb,Baltimore Ravens
Ryan Tannehill,Derrick Henry,J.K. Dobbins,Corey Davis,Diontae Johnson,Dez Bryant,Mark Andrews,Jared Cook,New Orleans Saints
Lamar Jackson,David Montgomery,Nick Chubb,Michael Thomas,Allen Robinson,Miles Boykin,Anthony Firkser,J.K. Dobbins,Chicago Bears
Baker Mayfield,Derrick Henry,J.K. Dobbins,Michael Thomas,A.J. Brown,Emmanuel Sanders,Eric Ebron,Donovan Peoples-Jones,Cleveland Browns
Mitchell Trubisky,Alvin Kamara,David Montgomery,Diontae Johnson,Jarvis Landry,Marquez Callaway,Jimmy Graham,J.K. Dobbins,Pittsburgh Steelers
Lamar Jackson,Alvin Kamara,Derrick Henry,JuJu Smith-Schuster,Donovan Peoples-Jones,Willie Snead,Jared Cook,Anthony Firkser,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,James Conner,Jarvis Landry,A.J. Brown,James Washington,Jared Cook,Kareem Hunt,Chicago Bears
Drew Brees,Alvin Kamara,David Montgomery,Corey Davis,Anthony Miller,Emmanuel Sanders,Austin Hooper,Benny Snell,New Orleans Saints
Baker Mayfield,Gus Edwards,Nick Chubb,Michael Thomas,Chase Claypool,Jarvis Landry,Jared Cook,Rashard Higgins,Baltimore Ravens
