Player_Name,Salary,Team,Pos,Opp,Proj_FP
Colt McCoy,5000,NYG,QB,CLE,15.61
Ben Roethlisberger,6800,PIT,QB,CIN,20.15
Baker Mayfield,6000,CLE,QB,NYG,16.70
Ryan Finley,4300,CIN,QB,PIT,12.16
Darius Slayton,4000,NYG,WR,CLE,10.79
Pittsburgh Steelers,4500,PIT,DST,CIN,10.52
A.J. Green,3300,CIN,WR,PIT,9.16
Sterling Shepard,5000,NYG,WR,CLE,12.30
Ja'Marcus Bradley,0,CLE,WR,NYG,0
Cincinnati Bengals,2300,CIN,DST,PIT,5.06
Golden Tate,3400,NYG,WR,CLE,8.87
Evan Engram,4300,NYG,TE,CLE,10.37
Wayne Gallman,5500,NYG,RB,CLE,13.87
Chase Claypool,5900,PIT,WR,CIN,14.52
JuJu Smith-Schuster,6300,PIT,WR,CIN,14.37
New York Giants,2700,NYG,DST,CLE,6.44
Diontae Johnson,6600,PIT,WR,CIN,15.26
Tyler Boyd,4800,CIN,WR,PIT,11.59
Kareem Hunt,5600,CLE,RB,NYG,12.02
Tee Higgins,4600,CIN,WR,PIT,10.77
Eric Ebron,4800,PIT,TE,CIN,10.20
Cleveland Browns,3800,CLE,DST,NYG,7.87
James Conner,6300,PIT,RB,CIN,13.71
Austin Hooper,3200,CLE,TE,NYG,7.55
Jarvis Landry,7000,CLE,WR,NYG,14.24
Rashard Higgins,4900,CLE,WR,NYG,9.30
Nick Chubb,8300,CLE,RB,NYG,15.91
Harrison Bryant,2800,CLE,TE,NYG,5.16
Giovani Bernard,4900,CIN,RB,PIT,8.38
Drew Sample,2900,CIN,TE,PIT,4.83
Donovan Peoples-Jones,3500,CLE,WR,NYG,5.33
Trayveon Williams,4000,CIN,RB,PIT,5.20
James Washington,3900,PIT,WR,CIN,4.91
Jaylen Samuels,4000,PIT,RB,CIN,4.37
Samaje Perine,4000,CIN,RB,PIT,4.67
Vance McDonald,2500,PIT,TE,CIN,2.62
Kaden Smith,2500,NYG,TE,CLE,2.63
Alfred Morris,4000,NYG,RB,CLE,3.90
Dion Lewis,4000,NYG,RB,CLE,3.74
Benny Snell,5400,PIT,RB,CIN,3.75
David Njoku,2700,CLE,TE,NYG,2.05
Khadarel Hodge,3000,CLE,WR,NYG,1.99
Mike Thomas,3000,CIN,WR,PIT,1.75
Alex Erickson,3000,CIN,WR,PIT,1.27
Cethan Carter,2500,CIN,TE,PIT,0.98
Austin Mack,3000,NYG,WR,CLE,1.03
Levine Toilolo,2500,NYG,TE,CLE,0.79
Ray-Ray McCloud,3000,PIT,WR,CIN,0.78
C.J. Board,3000,NYG,WR,CLE,0.51
Stanley Morgan,3000,CIN,WR,PIT,0.43
D'Ernest Johnson,4000,CLE,RB,NYG,0.26
