Player_Name,Salary,Team,Pos,Opp,Proj_FP,Proj_Val
James Paxton,9000.00,NYY,SP,BAL,23,2.56
Joey Lucchesi,8600.00,SDP,SP,SEA,19.24,2.24
Eduardo Rodriguez,10000.00,BOS,SP,KCR,21.23,2.12
Yusei Kikuchi,5000.00,SEA,SP,SDP,10.05,2.01
Glenn Sparkman,4500.00,KCR,SP,BOS,8.24,1.83
Zac Gallen,9200.00,ARI,SP,PHI,14.31,1.56
John Means,6700.00,BAL,SP,NYY,10.28,1.53
Jason Vargas,8000.00,PHI,SP,ARI,12.05,1.51
Trevor Williams,7600.00,PIT,SP,MIL,10.81,1.42
Drew Pomeranz,7400.00,MIL,SP,PIT,7.15,0.97
