QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
16144973,16144984,16144990,16145022,16145028,16145020,16145078,16145082,16145115,,1. Locate the player you want to select in the list below ,,,,,,,,
16144970,16144984,16144990,16145022,16145028,16145034,16145078,16145038,16145114,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16144970,16144984,16144992,16145022,16145028,16145020,16145082,16145038,16145113,,3. Paste the ID into the roster position desired ,,,,,,,,
16144970,16144980,16144990,16145022,16145020,16145038,16145082,16145084,16145114,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16144973,16144984,16144980,16145022,16145028,16145036,16145078,16145080,16145114,,5. You can create up to 500 lineups per file ,,,,,,,,
16144970,16144984,16144990,16145022,16145030,16145040,16145078,16145082,16145113,,,,,,,,,,
16144972,16144984,16144980,16145022,16145028,16145034,16145078,16145084,16145115,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16144970,16144984,16144980,16145022,16145038,16145070,16145078,16145084,16145113,,QB,Patrick Mahomes (16144970),Patrick Mahomes,16144970,QB,7900,CLE@KC 01/17/2021 03:05PM ET,KC,27.29
16144973,16144984,16144980,16145022,16145020,16145030,16145082,16145036,16145113,,WR,Tyreek Hill (16145020),Tyreek Hill,16145020,WR/FLEX,7900,CLE@KC 01/17/2021 03:05PM ET,KC,22.53
16144973,16144980,16144992,16145022,16145028,16145034,16145078,16145082,16145113,,TE,Travis Kelce (16145078),Travis Kelce,16145078,TE/FLEX,7700,CLE@KC 01/17/2021 03:05PM ET,KC,22.12
16144970,16144984,16144992,16145022,16145028,16145040,16145078,16145084,16145112,,RB,Alvin Kamara (16144980),Alvin Kamara,16144980,RB/FLEX,7600,TB@NO 01/17/2021 06:40PM ET,NO,25.21
16144970,16144984,16144992,16145028,16145020,16145036,16145078,16145070,16145114,,WR,Michael Thomas (16145022),Michael Thomas,16145022,WR/FLEX,6600,TB@NO 01/17/2021 06:40PM ET,NO,13.52
16144970,16144984,16144980,16145030,16145038,16145036,16145078,16145082,16145112,,RB,Nick Chubb (16144982),Nick Chubb,16144982,RB/FLEX,6500,CLE@KC 01/17/2021 03:05PM ET,CLE,19.32
16144971,16144984,16144980,16145022,16145028,16145030,16145082,16145026,16145115,,QB,Tom Brady (16144971),Tom Brady,16144971,QB,6200,TB@NO 01/17/2021 06:40PM ET,TB,23.41
16144970,16144984,16144980,16145028,16145020,16145030,16145108,16145038,16145114,,WR,Mike Evans (16145024),Mike Evans,16145024,WR/FLEX,6200,TB@NO 01/17/2021 06:40PM ET,TB,16.56
16144970,16144984,16144990,16145022,16145020,16145070,16145078,16145108,16145112,,WR,Chris Godwin (16145026),Chris Godwin,16145026,WR/FLEX,5700,TB@NO 01/17/2021 06:40PM ET,TB,16.38
16144972,16144990,16144992,16145022,16145020,16145030,16145078,16145034,16145115,,QB,Drew Brees (16144972),Drew Brees,16144972,QB,5500,TB@NO 01/17/2021 06:40PM ET,NO,18.87
16144970,16144990,16144992,16145022,16145026,16145038,16145078,16145082,16145112,,QB,Baker Mayfield (16144973),Baker Mayfield,16144973,QB,5200,CLE@KC 01/17/2021 03:05PM ET,CLE,17.03
16144972,16144984,16144980,16145022,16145020,16145026,16145080,16145038,16145115,,RB,Clyde Edwards-Helaire (16144984),Clyde Edwards-Helaire,16144984,RB/FLEX,5200,CLE@KC 01/17/2021 03:05PM ET,KC,14
16144970,16144980,16144992,16145028,16145020,16145034,16145082,16145040,16145114,,WR,Jarvis Landry (16145028),Jarvis Landry,16145028,WR/FLEX,5200,CLE@KC 01/17/2021 03:05PM ET,CLE,13.2
,,,,,,,,,,RB,Ronald Jones II (16144986),Ronald Jones II,16144986,RB/FLEX,5100,TB@NO 01/17/2021 06:40PM ET,TB,14.31
,,,,,,,,,,WR,Antonio Brown (16145030),Antonio Brown,16145030,WR/FLEX,5100,TB@NO 01/17/2021 06:40PM ET,TB,15.02
,,,,,,,,,,RB,Le'Veon Bell (16144988),Le'Veon Bell,16144988,RB/FLEX,5000,CLE@KC 01/17/2021 03:05PM ET,KC,6.78
,,,,,,,,,,QB,Taysom Hill (16144974),Taysom Hill,16144974,QB,5000,TB@NO 01/17/2021 06:40PM ET,NO,9.8
,,,,,,,,,,RB,Leonard Fournette (16144990),Leonard Fournette,16144990,RB/FLEX,4900,TB@NO 01/17/2021 06:40PM ET,TB,12.17
,,,,,,,,,,QB,Chad Henne (16144975),Chad Henne,16144975,QB,4800,CLE@KC 01/17/2021 03:05PM ET,KC,7.91
,,,,,,,,,,RB,Kareem Hunt (16144992),Kareem Hunt,16144992,RB/FLEX,4800,CLE@KC 01/17/2021 03:05PM ET,CLE,14.15
,,,,,,,,,,WR,Sammy Watkins (16145032),Sammy Watkins,16145032,WR/FLEX,4500,CLE@KC 01/17/2021 03:05PM ET,KC,8.94
,,,,,,,,,,QB,Case Keenum (16144976),Case Keenum,16144976,QB,4400,CLE@KC 01/17/2021 03:05PM ET,CLE,1.84
,,,,,,,,,,QB,Blaine Gabbert (16144977),Blaine Gabbert,16144977,QB,4300,TB@NO 01/17/2021 06:40PM ET,TB,3.83
,,,,,,,,,,QB,Jameis Winston (16144978),Jameis Winston,16144978,QB,4300,TB@NO 01/17/2021 06:40PM ET,NO,0.8
,,,,,,,,,,RB,Latavius Murray (16144994),Latavius Murray,16144994,RB/FLEX,4300,TB@NO 01/17/2021 06:40PM ET,NO,9.32
,,,,,,,,,,RB,Darwin Thompson (16144996),Darwin Thompson,16144996,RB/FLEX,4200,CLE@KC 01/17/2021 03:05PM ET,KC,6.84
,,,,,,,,,,WR,Emmanuel Sanders (16145034),Emmanuel Sanders,16145034,WR/FLEX,4200,TB@NO 01/17/2021 06:40PM ET,NO,11.34
,,,,,,,,,,RB,Darrel Williams (16145012),Darrel Williams,16145012,RB/FLEX,4000,CLE@KC 01/17/2021 03:05PM ET,KC,4.19
,,,,,,,,,,RB,Anthony Sherman (16145014),Anthony Sherman,16145014,RB/FLEX,4000,CLE@KC 01/17/2021 03:05PM ET,KC,1.38
