Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Maxi Kleber,3500.00,DAL,PF/C,LAL,20.77,40.40%
Giannis Antetokounmpo,10900.00,MIL,PF/C,GSW,60.52,36.70%
Bam Adebayo,7800.00,MIA,C,NOP,43.06,31.20%
Tyler Herro,5600.00,MIA,PG/SG,NOP,30.73,27.50%
Jaylen Brown,7000.00,BOS,SG/SF,BKN,38.01,10.10%
Dorian Finney-Smith,4800.00,DAL,SF/PF,LAL,25.52,24.80%
Eric Bledsoe,5600.00,NOP,PG/SG,MIA,29.62,26.60%
Luka Doncic,10700.00,DAL,PG,LAL,55.83,27.50%
J.J. Redick,4400.00,NOP,SG/SF,MIA,22.92,23.90%
Duncan Robinson,4400.00,MIA,SG,NOP,22.92,18.40%
Jimmy Butler,8000.00,MIA,PG/SF,NOP,41.51,11.90%
Jeff Teague,4200.00,BOS,PG,BKN,21.66,27.50%
Goran Dragic,5300.00,MIA,PG,NOP,27,23.90%
Josh Richardson,5400.00,DAL,SG/SF,LAL,27.33,21.10%
Donte DiVincenzo,4700.00,MIL,PG/SG,GSW,23.78,23.00%
Jayson Tatum,9300.00,BOS,SF/PF,BKN,46.77,3.70%
Khris Middleton,7400.00,MIL,SG/SF,GSW,37.02,13.80%
Michael Porter Jr.,6700.00,DEN,SF/PF,LAC,33.41,15.60%
Montrezl Harrell,6000.00,LAL,PF/C,DAL,29.69,16.50%
Marcus Smart,6700.00,BOS,PG/SG,BKN,32.77,13.80%
Stephen Curry,10200.00,GSW,PG,MIL,49.65,10.10%
Anthony Davis,10300.00,LAL,PF/C,DAL,50.14,15.60%
Steven Adams,5900.00,NOP,C,MIA,28.6,11.90%
Paul George,8700.00,LAC,SG,DEN,41.81,9.20%
Zion Williamson,8100.00,NOP,PF/C,MIA,38.77,10.10%
Jrue Holiday,7500.00,MIL,PG,GSW,35.81,9.20%
Kawhi Leonard,9800.00,LAC,SF,DEN,46.4,10.10%
Paul Millsap,4900.00,DEN,PF/C,LAC,22.99,14.70%
Dennis Schroder,6300.00,LAL,PG/SG,DAL,29.54,7.30%
Lou Williams,5200.00,LAC,PG/SG,DEN,24.33,12.90%
Kyrie Irving,8900.00,BKN,PG,BOS,41.48,8.30%
Nikola Jokic,10100.00,DEN,C,LAC,47.08,10.70%
Kevin Durant,9400.00,BKN,PF,BOS,43.36,10.10%
Andrew Wiggins,6800.00,GSW,SG/SF,MIL,30.78,7.30%
Brandon Ingram,8300.00,NOP,SF/PF,MIA,37.35,4.60%
Will Barton,6300.00,DEN,SG/SF,LAC,28.35,9.20%
LeBron James,10000.00,LAL,PG/SF,DAL,44.62,6.40%
Lonzo Ball,6500.00,NOP,PG,MIA,28.88,5.50%
Daniel Theis,5400.00,BOS,PF/C,BKN,23.58,5.50%
DeAndre Jordan,5600.00,BKN,C,BOS,24.39,3.70%
Trey Burke,3200.00,DAL,PG/SG,LAL,13.89,5.50%
Josh Hart,4700.00,NOP,SF,MIA,20.24,2.80%
Tristan Thompson,5200.00,BOS,C,BKN,22.34,2.80%
Robert Williams III,3000.00,BOS,C,BKN,12.83,5.50%
Tim Hardaway Jr.,5900.00,DAL,SG,LAL,25.28,3.20%
Payton Pritchard,3000.00,BOS,PG,BKN,12.82,5.50%
Ivica Zubac,5300.00,LAC,C,DEN,22.57,4.60%
Serge Ibaka,5400.00,LAC,C,DEN,22.95,4.60%
Nicolas Batum,4500.00,LAC,SF/PF,DEN,19.05,13.80%
Bryn Forbes,3000.00,MIL,PG/SG,GSW,12.49,9.20%
Brook Lopez,6000.00,MIL,C,GSW,24.88,2.80%
Joe Harris,5300.00,BKN,SF,BOS,21.88,2.80%
Luke Kennard,4000.00,LAC,SG/SF,DEN,16.32,6.40%
Jamal Murray,8500.00,DEN,PG,LAC,34.28,3.70%
Bobby Portis,4300.00,MIL,PF/C,GSW,17.33,6.40%
Isaiah Hartenstein,3000.00,DEN,C,LAC,12.07,0.10%
Kelly Olynyk,4100.00,MIA,PF/C,NOP,16.46,4.60%
James Wiseman,6200.00,GSW,C,MIL,24.74,3.70%
Spencer Dinwiddie,5700.00,BKN,PG/SG,BOS,22.6,9.20%
Gary Harris,5200.00,DEN,SG/SF,LAC,20.35,4.60%
Maurice Harkless,3600.00,MIA,SF/PF,NOP,14.04,7.30%
Kelly Oubre,7100.00,GSW,SF/PF,MIL,27.58,2.30%
Pat Connaughton,3200.00,MIL,SF,GSW,12.21,6.40%
Caris LeVert,7200.00,BKN,SG/SF,BOS,27.4,6.40%
Marquese Chriss,4300.00,GSW,C,MIL,16.31,0.90%
Jalen Brunson,3600.00,DAL,PG/SG,LAL,13.59,3.70%
D.J. Augustin,4100.00,MIL,PG,GSW,15.41,0.90%
Brad Wanamaker,3100.00,GSW,PG,MIL,11.34,0.90%
Eric Paschall,4700.00,GSW,SF/PF,MIL,16.59,7.30%
Patrick Beverley,5100.00,LAC,PG,DEN,17.83,2.80%
Kentavious Caldwell-Pope,4600.00,LAL,SG/SF,DAL,15.96,3.70%
Jarrett Allen,6400.00,BKN,C,BOS,22.1,2.80%
Grant Williams,3100.00,BOS,PF,BKN,10.41,1.10%
Dwight Powell,5100.00,DAL,C,LAL,17.04,1.40%
Taurean Prince,3400.00,BKN,SF/PF,BOS,11.09,0.90%
Semi Ojeleye,3100.00,BOS,PF,BKN,9.96,0.90%
Nicolo Melli,3000.00,NOP,PF,MIA,9.63,1.80%
Patrick Patterson,3900.00,LAC,PF/C,DEN,12.49,0.10%
Kent Bazemore,3800.00,GSW,SF,MIL,12.16,0.90%
Precious Achiuwa,3000.00,MIA,PF/C,NOP,9.35,0.90%
Kyle Kuzma,5900.00,LAL,SF/PF,DAL,18.32,2.80%
James Johnson,4000.00,DAL,SF/PF,LAL,12.36,2.80%
Marc Gasol,4200.00,LAL,C,DAL,12.98,0.80%
Markieff Morris,4400.00,LAL,PF/C,DAL,12.69,2.80%
Alex Caruso,3800.00,LAL,PG/SG,DAL,10.74,1.10%
Kevon Looney,3700.00,GSW,C,MIL,10.4,1.00%
Andre Iguodala,3700.00,MIA,SF,NOP,10.33,0.90%
Monte Morris,4300.00,DEN,PG,LAC,11.76,0.90%
Juan Toscano-Anderson,3200.00,GSW,SF/PF,MIL,8.66,0.90%
D.J. Wilson,3500.00,MIL,PF/C,GSW,9.04,0.90%
KZ Okpala,3000.00,MIA,SF/PF,NOP,7.61,0.90%
Jeff Green,4000.00,BKN,PF/C,BOS,9.89,0.90%
Jordan Poole,3600.00,GSW,PG/SG,MIL,8.12,0.90%
Facundo Campazzo,3000.00,DEN,PG/SG,LAC,5.63,0.90%
Landry Shamet,4100.00,BKN,PG/SG,BOS,7.67,0.60%
Wesley Matthews,3500.00,LAL,SG,DAL,6.33,0.90%
Damion Lee,3700.00,GSW,PG/SG,MIL,6.5,0.10%
Talen Horton-Tucker,3300.00,LAL,SF,DAL,5.39,0.40%
P.J. Dozier,4500.00,DEN,SG/SF,LAC,7.35,0.10%
Jaxson Hayes,3300.00,NOP,C,MIA,5.31,0.10%
Willie Cauley-Stein,3000.00,DAL,C,LAL,4.54,0.10%
Josh Green,3000.00,DAL,SF,LAL,3.76,0.10%
Kendrick Nunn,4800.00,MIA,PG,NOP,5.82,0.10%
Meyers Leonard,3400.00,MIA,PF/C,NOP,2.1,0.10%
Reggie Jackson,4600.00,LAC,PG,DEN,2.83,0.10%
