Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Josh Allen,6900.00,BUF,QB,KCC,24.58,31.60
Patrick Mahomes,7600.00,KCC,QB,BUF,26.87,38.60
Cole Beasley,4100.00,BUF,WR,KCC,13.69,26.00
Aaron Rodgers,6500.00,GBP,QB,TBB,21.66,16.70
Devin Singletary,4500.00,BUF,RB,KCC,14.87,43.30
Tom Brady,6100.00,TBB,QB,GBP,20.03,13.20
Chris Godwin,5400.00,TBB,WR,GBP,16.92,44.90
Stefon Diggs,7000.00,BUF,WR,KCC,21.28,46.50
Tyreek Hill,7200.00,KCC,WR,BUF,21.76,54.20
John Brown,4300.00,BUF,WR,KCC,12.72,20.50
Mike Evans,5800.00,TBB,WR,GBP,16.77,37.10
Robert Tonyan,3600.00,GBP,TE,TBB,9.94,27.80
Davante Adams,8000.00,GBP,WR,TBB,22.01,59.80
Aaron Jones,6500.00,GBP,RB,TBB,17.57,76.90
Travis Kelce,8000.00,KCC,TE,BUF,21.49,52.30
Clyde Edwards-Helaire,5000.00,KCC,RB,BUF,13.02,30.80
Allen Lazard,4200.00,GBP,WR,TBB,10.35,11.90
Leonard Fournette,5300.00,TBB,RB,GBP,12.92,57.70
Rob Gronkowski,3200.00,TBB,TE,GBP,7.52,12.30
Dawson Knox,2800.00,BUF,TE,KCC,6.34,9.00
Mecole Hardman,4000.00,KCC,WR,BUF,8.98,6.00
Tampa Bay Buccaneers,2700.00,TBB,DST,GBP,6.04,31.00
Scotty Miller,3400.00,TBB,WR,GBP,7.35,10.90
Buffalo Bills,2800.00,BUF,DST,KCC,5.77,18.60
Kansas City Chiefs,3100.00,KCC,DST,BUF,5.94,29.20
Green Bay Packers,3600.00,GBP,DST,TBB,6.86,21.20
Marquez Valdes-Scantling,3900.00,GBP,WR,TBB,7.46,3.00
Jamaal Williams,4400.00,GBP,RB,TBB,8.27,8.70
Demarcus Robinson,3700.00,KCC,WR,BUF,6.6,1.70
Ronald Jones,4600.00,TBB,RB,GBP,7.62,21.20
Tyler Johnson,3000.00,TBB,WR,GBP,4.9,2.60
Byron Pringle,3200.00,KCC,WR,BUF,5.18,0.10
Darrel Williams,4800.00,KCC,RB,BUF,7.49,3.50
Isaiah McKenzie,3100.00,BUF,WR,KCC,4.66,2.50
Cameron Brate,3000.00,TBB,TE,GBP,4.4,6.50
Gabriel Davis,3500.00,BUF,WR,KCC,4.31,1.10
Equanimeous St. Brown,3000.00,GBP,WR,TBB,1.71,0.60
Lee Smith,2500.00,BUF,TE,KCC,1.26,0.10
Ricky Seals-Jones,2500.00,KCC,TE,BUF,1.17,0.80
Marcedes Lewis,2500.00,GBP,TE,TBB,1.13,0.10
AJ Dillon,4000.00,GBP,RB,TBB,1.43,1.10
Malik Taylor,3000.00,GBP,WR,TBB,0.84,0.10
Nick Keizer,2500.00,KCC,TE,BUF,0.66,0.80
T.J. Yeldon,4000.00,BUF,RB,KCC,0.97,0.10
LeSean McCoy,4000.00,TBB,RB,GBP,0.82,0.10
Jaydon Mickens,3000.00,TBB,WR,GBP,0.51,0.10
Dominique Dafney,2500.00,GBP,TE,TBB,0.29,0.10
Andre Roberts,3000.00,BUF,WR,KCC,0.34,0.10
Reggie Gilliam,2500.00,BUF,TE,KCC,0.25,0.10
Tavon Austin,3000.00,GBP,WR,TBB,0.29,0.10
Gehrig Dieter,3000.00,KCC,WR,BUF,0.24,0.00
Tanner Hudson,2500.00,TBB,TE,GBP,0.13,0.10
Darwin Thompson,4000.00,KCC,RB,BUF,0.14,0.00
Anthony Sherman,4000.00,KCC,RB,BUF,0.16,0.00
Taiwan Jones,4000.00,BUF,RB,KCC,0.06,0.10
