PG,SG,SF,PF,C,G,F,UTIL
Kyle Lowry,D'Angelo Russell,Kevin Durant,Davis Bertans,Dwight Howard,Malcolm Brogdon,Taurean Prince,Khem Birch
Kyle Lowry,Malik Beasley,Kevin Durant,Davis Bertans,Andre Drummond,Shake Milton,Justin Holiday,Khem Birch
Cole Anthony,Malik Beasley,Troy Brown Jr.,Kevin Durant,Dwight Howard,Fred VanVleet,Justin Holiday,Andre Drummond
D'Angelo Russell,Justin Holiday,Kevin Durant,Davis Bertans,Nikola Vucevic,Dylan Windler,Tobias Harris,Yuta Watanabe
Russell Westbrook,D'Angelo Russell,Kevin Durant,Yuta Watanabe,Tony Bradley,Justin Holiday,Gary Clark,Andre Drummond
D'Angelo Russell,Bradley Beal,Justin Holiday,Kevin Durant,Tony Bradley,Aaron Gordon,Dylan Windler,Aron Baynes
Kyle Lowry,Evan Fournier,Kevin Durant,Jarred Vanderbilt,Tony Bradley,Justin Holiday,Deni Avdija,Andre Drummond
Darius Garland,D'Angelo Russell,Kevin Durant,Yuta Watanabe,Dwight Howard,Cole Anthony,Jeremy Lamb,Russell Westbrook
Shake Milton,Jeremy Lamb,Kevin Durant,Davis Bertans,Nikola Vucevic,Anthony Edwards,Yuta Watanabe,Andre Drummond
Kyrie Irving,D'Angelo Russell,Taurean Prince,Deni Avdija,Dwight Howard,Kyle Lowry,Justin Holiday,Nikola Vucevic
Kyrie Irving,Evan Fournier,Taurean Prince,Davis Bertans,Tony Bradley,Kyle Lowry,Domantas Sabonis,Naz Reid
Darius Garland,Terence Davis,Kevin Durant,Rui Hachimura,Dwight Howard,Aaron Gordon,Domantas Sabonis,Naz Reid
Collin Sexton,Jeremy Lamb,Kevin Durant,Davis Bertans,Naz Reid,Aaron Gordon,Tobias Harris,Yuta Watanabe
Malcolm Brogdon,Malik Beasley,Kevin Durant,Davis Bertans,Tony Bradley,Terrence Ross,Yuta Watanabe,Andre Drummond
Malcolm Brogdon,Collin Sexton,Kevin Durant,Davis Bertans,Tony Bradley,Fred VanVleet,Anthony Edwards,Khem Birch
Malcolm Brogdon,Malik Beasley,Kevin Durant,Deni Avdija,Tony Bradley,Collin Sexton,Aaron Gordon,Aron Baynes
Russell Westbrook,Malik Beasley,Kevin Durant,Pascal Siakam,Dwight Howard,Justin Holiday,Isaac Okoro,Khem Birch
Terence Davis,Collin Sexton,Troy Brown Jr.,Kevin Durant,Nikola Vucevic,Justin Holiday,Tobias Harris,Naz Reid
Kyrie Irving,Bradley Beal,Justin Holiday,Jake Layman,Tony Bradley,Terence Davis,Aaron Gordon,Andre Drummond
Russell Westbrook,Fred VanVleet,Kevin Durant,Jaden McDaniels,Tony Bradley,Aaron Holiday,Terrence Ross,Andre Drummond
