PG,SG,SF,PF,C,G,F,UTIL
Kyrie Irving,Malik Beasley,Danny Green,Yuta Watanabe,Andre Drummond,Russell Westbrook,Justin Holiday,Khem Birch
Kyle Lowry,Bradley Beal,Justin Holiday,Timothe Luwawu-Cabarrot,Dwight Howard,Darius Garland,Aaron Gordon,D'Angelo Russell
Russell Westbrook,Terrence Ross,Kevin Durant,Domantas Sabonis,Dwight Howard,Dylan Windler,Yuta Watanabe,Naz Reid
Kyrie Irving,Fred VanVleet,Troy Brown Jr.,Tobias Harris,Jarred Vanderbilt,Darius Garland,Justin Holiday,Aaron Gordon
Darius Garland,Shake Milton,Kevin Durant,Davis Bertans,Domantas Sabonis,Fred VanVleet,Jarred Vanderbilt,Gary Clark
Cole Anthony,Terence Davis,Danny Green,Jaden McDaniels,Myles Turner,Russell Westbrook,Kevin Durant,Collin Sexton
Malcolm Brogdon,Malik Beasley,Bruce Brown,Yuta Watanabe,Dwight Howard,Bradley Beal,Aaron Gordon,Collin Sexton
Kyle Lowry,Evan Fournier,Bruce Brown,Jaden McDaniels,Andre Drummond,Malcolm Brogdon,Davis Bertans,Ben Simmons
Cole Anthony,Fred VanVleet,Kevin Durant,Tobias Harris,Naz Reid,Jeremy Lamb,Taurean Prince,Robin Lopez
Collin Sexton,Landry Shamet,Ben Simmons,Davis Bertans,Nikola Vucevic,Fred VanVleet,Justin Holiday,Naz Reid
Kyle Lowry,D'Angelo Russell,Tobias Harris,Davis Bertans,Domantas Sabonis,Bruce Brown,Aaron Gordon,Dylan Windler
Darius Garland,Terence Davis,Kevin Durant,Tobias Harris,Naz Reid,Russell Westbrook,Justin Holiday,Khem Birch
Terence Davis,Bradley Beal,Bruce Brown,Tobias Harris,Andre Drummond,D'Angelo Russell,Jeremy Lamb,Khem Birch
Darius Garland,D'Angelo Russell,Kevin Durant,Davis Bertans,Aron Baynes,Cole Anthony,Ben Simmons,Justin Holiday
Collin Sexton,Landry Shamet,Aaron Gordon,Domantas Sabonis,Tony Bradley,Bradley Beal,DeAndre Bembry,D'Angelo Russell
Malcolm Brogdon,Dylan Windler,Kevin Durant,Davis Bertans,Khem Birch,Ricky Rubio,Pascal Siakam,Tobias Harris
Kyle Lowry,Evan Fournier,Kevin Durant,Doug McDermott,Tony Bradley,Anthony Edwards,Deni Avdija,Andre Drummond
Malcolm Brogdon,Shake Milton,Troy Brown Jr.,Kevin Durant,Nikola Vucevic,Collin Sexton,Yuta Watanabe,Naz Reid
Kyrie Irving,Jeremy Lamb,Yuta Watanabe,Davis Bertans,Andre Drummond,Ben Simmons,Terrence Ross,Naz Reid
Collin Sexton,Bradley Beal,Kevin Durant,Jake Layman,Dwight Howard,Evan Fournier,Jeremy Lamb,Aron Baynes
