PG,SG,SF,PF,C,G,F,UTIL
Kyle Lowry,Malik Beasley,Kevin Durant,Isaac Okoro,Tony Bradley,Bradley Beal,Justin Holiday,Khem Birch
Cole Anthony,Fred VanVleet,Kevin Durant,Davis Bertans,Tony Bradley,Justin Holiday,Jarred Vanderbilt,Andre Drummond
Terence Davis,D'Angelo Russell,Kevin Durant,Davis Bertans,Dwight Howard,Justin Holiday,Aaron Gordon,Andre Drummond
Kyle Lowry,Malik Beasley,Kevin Durant,Davis Bertans,Dwight Howard,Darius Garland,Justin Holiday,Aaron Gordon
Darius Garland,Fred VanVleet,Kevin Durant,Jarred Vanderbilt,Tony Bradley,Russell Westbrook,Jeremy Lamb,Khem Birch
Collin Sexton,D'Angelo Russell,Kevin Durant,Davis Bertans,Dwight Howard,Justin Holiday,Yuta Watanabe,Nikola Vucevic
Shake Milton,Malik Beasley,Kevin Durant,Davis Bertans,Nikola Vucevic,Collin Sexton,Jeremy Lamb,Aron Baynes
Malcolm Brogdon,Malik Beasley,Kevin Durant,Davis Bertans,Dwight Howard,Terence Davis,Taurean Prince,Nikola Vucevic
Terence Davis,Bradley Beal,Kevin Durant,Jaden McDaniels,Tony Bradley,Evan Fournier,Justin Holiday,Andre Drummond
Russell Westbrook,Malik Beasley,Jeremy Lamb,Kevin Durant,Tony Bradley,Collin Sexton,Terrence Ross,Aron Baynes
Darius Garland,Evan Fournier,Kevin Durant,Jaden McDaniels,Tony Bradley,Fred VanVleet,Davis Bertans,Domantas Sabonis
Russell Westbrook,Malik Beasley,Kevin Durant,Yuta Watanabe,Tony Bradley,Justin Holiday,Taurean Prince,Nikola Vucevic
Terence Davis,Shake Milton,Kevin Durant,Davis Bertans,Nikola Vucevic,Jeremy Lamb,Jarred Vanderbilt,Andre Drummond
Malcolm Brogdon,Malik Beasley,Troy Brown Jr.,Kevin Durant,Tony Bradley,Terence Davis,Aaron Gordon,Andre Drummond
Kyle Lowry,Malik Beasley,Kevin Durant,Davis Bertans,Tony Bradley,Darius Garland,Domantas Sabonis,Gary Clark
Malcolm Brogdon,Malik Beasley,Kevin Durant,Davis Bertans,Tony Bradley,Collin Sexton,Yuta Watanabe,Aaron Gordon
Kyle Lowry,D'Angelo Russell,Kevin Durant,Taurean Prince,Tony Bradley,Justin Holiday,Deni Avdija,Nikola Vucevic
Kyle Lowry,Bradley Beal,Kevin Durant,Jaden McDaniels,Tony Bradley,Justin Holiday,Taurean Prince,Aaron Gordon
Darius Garland,Terence Davis,Kevin Durant,Davis Bertans,Tony Bradley,Malcolm Brogdon,Aaron Gordon,D'Angelo Russell
Cole Anthony,Collin Sexton,Kevin Durant,Deni Avdija,Tony Bradley,Fred VanVleet,Jeremy Lamb,D'Angelo Russell
