QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
,,,,,,,,,,RB,Miles Sanders (36141966),Miles Sanders,36141966,RB/FLEX,4900,CAR@CHI 10/06/2024 01:00PM ET,CAR,6.58
,,,,,,,,,,RB,Roschon Johnson (36141968),Roschon Johnson,36141968,RB/FLEX,4900,CAR@CHI 10/06/2024 01:00PM ET,CHI,6.27
,,,,,,,,,,WR,Alec Pierce (36142202),Alec Pierce,36142202,WR/FLEX,4900,IND@JAX 10/06/2024 01:00PM ET,IND,12.1
,,,,,,,,,,QB,Jacoby Brissett (36141856),Jacoby Brissett,36141856,QB,4900,MIA@NE 10/06/2024 01:00PM ET,NE,7.88
,,,,,,,,,,QB,Skylar Thompson (36141857),Skylar Thompson,36141857,QB,4900,MIA@NE 10/06/2024 01:00PM ET,MIA,3.94
,,,,,,,,,,WR,Tutu Atwell (36142200),Tutu Atwell,36142200,WR/FLEX,4900,GB@LAR 10/06/2024 04:25PM ET,LAR,8.32
,,,,,,,,,,QB,Jake Browning (36141860),Jake Browning,36141860,QB,4800,BAL@CIN 10/06/2024 01:00PM ET,CIN,0
,,,,,,,,,,QB,Mitchell Trubisky (36141859),Mitchell Trubisky,36141859,QB,4800,BUF@HOU 10/06/2024 01:00PM ET,BUF,-0.03
,,,,,,,,,,RB,Dare Ogunbowale (36141972),Dare Ogunbowale,36141972,RB/FLEX,4800,BUF@HOU 10/06/2024 01:00PM ET,HOU,6.45
,,,,,,,,,,RB,D'Ernest Johnson (36141970),D'Ernest Johnson,36141970,RB/FLEX,4800,IND@JAX 10/06/2024 01:00PM ET,JAX,0.95
,,,,,,,,,,QB,Jeff Driskel (36141861),Jeff Driskel,36141861,QB,4800,CLE@WAS 10/06/2024 01:00PM ET,WAS,0
,,,,,,,,,,WR,Demarcus Robinson (36142204),Demarcus Robinson,36142204,WR/FLEX,4800,GB@LAR 10/06/2024 04:25PM ET,LAR,6.28
,,,,,,,,,,WR,Christian Watson (36142206),Christian Watson,36142206,WR/FLEX,4800,GB@LAR 10/06/2024 04:25PM ET,GB,4.75
,,,,,,,,,,WR,Keon Coleman (36142208),Keon Coleman,36142208,WR/FLEX,4700,BUF@HOU 10/06/2024 01:00PM ET,BUF,6.65
,,,,,,,,,,QB,Tim Boyle (36141863),Tim Boyle,36141863,QB,4700,MIA@NE 10/06/2024 01:00PM ET,MIA,3.76
,,,,,,,,,,RB,Jaylen Wright (36141974),Jaylen Wright,36141974,RB/FLEX,4700,MIA@NE 10/06/2024 01:00PM ET,MIA,1.77
,,,,,,,,,,RB,Trey Benson (36141976),Trey Benson,36141976,RB/FLEX,4700,ARI@SF 10/06/2024 04:05PM ET,ARI,2.82
,,,,,,,,,,QB,Drew Lock (36141862),Drew Lock,36141862,QB,4700,NYG@SEA 10/06/2024 04:25PM ET,NYG,0
,,,,,,,,,,QB,Davis Mills (36141864),Davis Mills,36141864,QB,4600,BUF@HOU 10/06/2024 01:00PM ET,HOU,1.58
,,,,,,,,,,TE,Evan Engram (36142510),Evan Engram,36142510,TE/FLEX,4600,IND@JAX 10/06/2024 01:00PM ET,JAX,1.5
,,,,,,,,,,RB,Jeremy McNichols (36141978),Jeremy McNichols,36141978,RB/FLEX,4600,CLE@WAS 10/06/2024 01:00PM ET,WAS,5.12
,,,,,,,,,,QB,Desmond Ridder (36141865),Desmond Ridder,36141865,QB,4600,ARI@SF 10/06/2024 04:05PM ET,ARI,0
,,,,,,,,,,WR,Zay Jones (36142212),Zay Jones,36142212,WR/FLEX,4600,ARI@SF 10/06/2024 04:05PM ET,ARI,0
,,,,,,,,,,RB,MarShawn Lloyd (36141980),MarShawn Lloyd,36141980,RB/FLEX,4600,GB@LAR 10/06/2024 04:25PM ET,GB,2.8
,,,,,,,,,,WR,Jordan Whittington (36142210),Jordan Whittington,36142210,WR/FLEX,4600,GB@LAR 10/06/2024 04:25PM ET,LAR,5.55
,,,,,,,,,,QB,Tyson Bagent (36141868),Tyson Bagent,36141868,QB,4500,CAR@CHI 10/06/2024 01:00PM ET,CHI,0
,,,,,,,,,,RB,Khalil Herbert (36141984),Khalil Herbert,36141984,RB/FLEX,4500,CAR@CHI 10/06/2024 01:00PM ET,CHI,2.5
,,,,,,,,,,WR,Gabe Davis (36142216),Gabe Davis,36142216,WR/FLEX,4500,IND@JAX 10/06/2024 01:00PM ET,JAX,5.28
,,,,,,,,,,QB,Jarrett Stidham (36141866),Jarrett Stidham,36141866,QB,4500,LV@DEN 10/06/2024 04:05PM ET,DEN,0
,,,,,,,,,,QB,Joshua Dobbs (36141867),Joshua Dobbs,36141867,QB,4500,ARI@SF 10/06/2024 04:05PM ET,SF,0
,,,,,,,,,,WR,Greg Dortch (36142214),Greg Dortch,36142214,WR/FLEX,4500,ARI@SF 10/06/2024 04:05PM ET,ARI,7.12
,,,,,,,,,,RB,Blake Corum (36141982),Blake Corum,36141982,RB/FLEX,4500,GB@LAR 10/06/2024 04:25PM ET,LAR,0.7
,,,,,,,,,,TE,Isaiah Likely (36142512),Isaiah Likely,36142512,TE/FLEX,4400,BAL@CIN 10/06/2024 01:00PM ET,BAL,9.68
,,,,,,,,,,WR,DeMario Douglas (36142220),DeMario Douglas,36142220,WR/FLEX,4400,MIA@NE 10/06/2024 01:00PM ET,NE,5.58
,,,,,,,,,,WR,Michael Wilson (36142218),Michael Wilson,36142218,WR/FLEX,4400,ARI@SF 10/06/2024 04:05PM ET,ARI,8.2
,,,,,,,,,,RB,Emanuel Wilson (36141986),Emanuel Wilson,36141986,RB/FLEX,4400,GB@LAR 10/06/2024 04:25PM ET,GB,6.72
,,,,,,,,,,RB,Kenny McIntosh (36141988),Kenny McIntosh,36141988,RB/FLEX,4400,NYG@SEA 10/06/2024 04:25PM ET,SEA,0.28
,,,,,,,,,,TE,Cole Kmet (36142514),Cole Kmet,36142514,TE/FLEX,4300,CAR@CHI 10/06/2024 01:00PM ET,CHI,10.05
,,,,,,,,,,RB,Ty Johnson (36141994),Ty Johnson,36141994,RB/FLEX,4300,BUF@HOU 10/06/2024 01:00PM ET,BUF,6.2
,,,,,,,,,,WR,Odell Beckham Jr. (36142224),Odell Beckham Jr.,36142224,WR/FLEX,4300,MIA@NE 10/06/2024 01:00PM ET,MIA,0
,,,,,,,,,,RB,Jaleel McLaughlin (36141990),Jaleel McLaughlin,36141990,RB/FLEX,4300,LV@DEN 10/06/2024 04:05PM ET,DEN,5.35
,,,,,,,,,,WR,Tyler Johnson (36142222),Tyler Johnson,36142222,WR/FLEX,4300,GB@LAR 10/06/2024 04:25PM ET,LAR,5.48
,,,,,,,,,,RB,Tyrone Tracy Jr. (36141992),Tyrone Tracy Jr.,36141992,RB/FLEX,4300,NYG@SEA 10/06/2024 04:25PM ET,NYG,2.75
,,,,,,,,,,RB,Ray Davis (36141996),Ray Davis,36141996,RB/FLEX,4200,BUF@HOU 10/06/2024 01:00PM ET,BUF,4.48
,,,,,,,,,,WR,Curtis Samuel (36142226),Curtis Samuel,36142226,WR/FLEX,4200,BUF@HOU 10/06/2024 01:00PM ET,BUF,3.38
,,,,,,,,,,RB,D'Onta Foreman (36141998),D'Onta Foreman,36141998,RB/FLEX,4200,CLE@WAS 10/06/2024 01:00PM ET,CLE,2.08
,,,,,,,,,,QB,Tommy DeVito (36141869),Tommy DeVito,36141869,QB,4200,NYG@SEA 10/06/2024 04:25PM ET,NYG,0
,,,,,,,,,,TE,Dalton Schultz (36142516),Dalton Schultz,36142516,TE/FLEX,4100,BUF@HOU 10/06/2024 01:00PM ET,HOU,4.55
,,,,,,,,,,RB,JaMycal Hasty (36142002),JaMycal Hasty,36142002,RB/FLEX,4100,MIA@NE 10/06/2024 01:00PM ET,NE,0.55
,,,,,,,,,,WR,Josh Reynolds (36142228),Josh Reynolds,36142228,WR/FLEX,4100,LV@DEN 10/06/2024 04:05PM ET,DEN,7.1
,,,,,,,,,,WR,Tre Tucker (36142230),Tre Tucker,36142230,WR/FLEX,4100,LV@DEN 10/06/2024 04:05PM ET,LV,11.38
,,,,,,,,,,RB,Isaac Guerendo (36142000),Isaac Guerendo,36142000,RB/FLEX,4100,ARI@SF 10/06/2024 04:05PM ET,SF,0.22
,,,,,,,,,,QB,Jack Plummer (36141892),Jack Plummer,36141892,QB,4000,CAR@CHI 10/06/2024 01:00PM ET,CAR,0
,,,,,,,,,,QB,Austin Reed (36141893),Austin Reed,36141893,QB,4000,CAR@CHI 10/06/2024 01:00PM ET,CHI,0
,,,,,,,,,,RB,Raheem Blackshear (36142108),Raheem Blackshear,36142108,RB/FLEX,4000,CAR@CHI 10/06/2024 01:00PM ET,CAR,0
,,,,,,,,,,RB,Mike Boone (36142110),Mike Boone,36142110,RB/FLEX,4000,CAR@CHI 10/06/2024 01:00PM ET,CAR,0.35
,,,,,,,,,,RB,Dillon Johnson (36142112),Dillon Johnson,36142112,RB/FLEX,4000,CAR@CHI 10/06/2024 01:00PM ET,CAR,0
,,,,,,,,,,RB,Travis Homer (36142114),Travis Homer,36142114,RB/FLEX,4000,CAR@CHI 10/06/2024 01:00PM ET,CHI,0.8
