Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2380344973,Gansett123,0,191.00002,RB Kevin Harris WR Terrace Marshall Jr. FLEX Jahmyr Gibbs S-FLEX Charlie Brewer QB Jeff Sims RB Deuce Vaughn WR Jalen Wydermyer WR Chase Cota,,JT Daniels,S-FLEX,47.00%,10.76
2,2380069855,Rowdy-18,0,179.44,RB Demetric Felton WR Terrace Marshall Jr. S-FLEX Isaiah Spiller QB Jeff Sims RB Zamir White WR R.J. Sneed FLEX Jalen Wydermyer WR George Pickens,,Jalen Wydermyer,WR,46.00%,7.1
3,2379892273,bigal6692,0,176.80002,WR Terrace Marshall Jr. S-FLEX Charlie Brewer FLEX Ainias Smith QB Jeff Sims RB Zamir White WR Greg Dulcich RB Deuce Vaughn WR Stanley Berryhill III,,Demetric Felton,RB,44.00%,36
4,2380221589,vincecarbo,0,171.18001,WR Terrace Marshall Jr. FLEX Jahmyr Gibbs QB Charlie Brewer S-FLEX TJ Finley RB Zamir White RB Deuce Vaughn WR Kyle Philips WR George Pickens,,Stanley Berryhill III,WR,41.00%,10.8
5,2380167352,Brenden1999,0,166.06,RB Demetric Felton FLEX Jahmyr Gibbs QB Charlie Brewer S-FLEX Zamir White RB Tyrion Davis-Price WR Kyle Philips WR R.J. Sneed WR George Pickens,,George Pickens,WR,38.00%,5.5
6,2380105084,Dkjones365,0,156.76001,QB JT Daniels WR Terrace Marshall Jr. S-FLEX Jahmyr Gibbs FLEX Zamir White RB Deuce Vaughn RB Devon Achane WR Kwamie Lassiter II WR George Pickens,,Isaiah Spiller,FLEX,33.00%,26.8
7,2379744026,Bcross34,0,155.88002,RB Demetric Felton QB Max Duggan RB Mataeo Durant S-FLEX Jeff Sims WR Greg Dulcich WR R.J. Sneed WR Jalen Wydermyer FLEX George Pickens,,Kellen Mond,QB,31.00%,6.9
8,2379809838,ajg616Dallas,0,155.66,QB JT Daniels S-FLEX Demetric Felton FLEX Isaiah Spiller RB Zamir White RB Deuce Vaughn WR R.J. Sneed WR George Pickens WR Arik Gilbert,,Kearis Jackson,FLEX,31.00%,1.4
9,2379902527,wholetmout,0,154.86002,RB Demetric Felton QB Chase Griffin WR Terrace Marshall Jr. RB Mataeo Durant WR Greg Dulcich FLEX Deon Jackson WR Kwamie Lassiter II S-FLEX Malachi Carter,,Terrace Marshall Jr.,WR,30.00%,32.4
10,2380211037,ddailey402,0,154.26001,QB JT Daniels RB Demetric Felton WR Terrace Marshall Jr. WR Greg Dulcich RB Deuce Vaughn WR Stanley Berryhill III FLEX Arik Gilbert S-FLEX James Cook,,Greg Dulcich,WR,29.00%,3.3
11,2380312426,AtownKings2010,0,150.26001,QB JT Daniels S-FLEX Terrace Marshall Jr. RB Jahmyr Gibbs RB Mataeo Durant FLEX Tyrion Davis-Price WR Stanley Berryhill III WR Jalen Wydermyer WR Nick Muse,,Ainias Smith,RB,28.00%,6.6
12,2380329661,mroeper19,0,149.76001,QB Kellen Mond RB Demetric Felton WR Terrace Marshall Jr. S-FLEX Charlie Brewer WR Stanley Berryhill III WR Jalen Wydermyer RB Deon Jackson FLEX Jalen Brooks,,Zamir White,RB,28.00%,20.4
13,2379941613,Camcosta6,0,143.16,QB Kellen Mond RB Demetric Felton RB Isaiah Spiller S-FLEX Charlie Brewer WR R.J. Sneed FLEX Tayvian Cunningham WR Jalen Wydermyer WR Hezekiah Jones,,Mataeo Durant,RB,22.00%,24.8
14,2379853796,JDMcClain,0,142.1,QB JT Daniels RB Demetric Felton RB Mataeo Durant S-FLEX Jeff Sims WR Kyle Philips WR R.J. Sneed WR Jalen Wydermyer FLEX George Pickens,,Deuce Vaughn,RB,21.00%,30.1
15,2379945773,Kheaney22,0,141.94,QB Max Duggan S-FLEX Terrace Marshall Jr. RB Jahmyr Gibbs FLEX Zamir White WR Taye Barber WR Stanley Berryhill III WR George Pickens RB Darwin Barlow,,Kevin Harris,RB,20.00%,18.3
16,2380265301,BradenMay,0,141.4,S-FLEX JT Daniels RB Demetric Felton QB Max Duggan FLEX Isaiah Spiller WR R.J. Sneed WR Jermaine Burton WR Quentin Johnston RB Zach Evans,,Deon Jackson,RB,16.00%,9.6
17,2380263988,chuckface8,0,140.7,S-FLEX JT Daniels FLEX Demetric Felton RB Mataeo Durant QB Jeff Sims RB Zamir White WR Jalen Wydermyer WR George Pickens WR Arik Gilbert,,Jermaine Burton,WR,16.00%,6.3
18,2379811837,bencarr94,0,136.6,QB Kellen Mond RB Demetric Felton RB Jahmyr Gibbs FLEX Isaiah Spiller WR Kearis Jackson WR Jalen Wydermyer WR George Pickens S-FLEX Luke Grimm,,Jahmyr Gibbs,S-FLEX,16.00%,29.9
19,2380033782,phicklepickle,0,132.76001,QB Kellen Mond FLEX Demetric Felton S-FLEX Charlie Brewer RB Ainias Smith RB Zamir White WR Jalen Wydermyer WR Jermaine Burton WR Jake Bobo,,Arik Gilbert,S-FLEX,16.00%,5.5
20,2380320290,tystimson57,0,131.56,QB JT Daniels S-FLEX Demetric Felton RB Isaiah Spiller RB Mataeo Durant WR Stanley Berryhill III WR Jalen Wydermyer WR George Pickens FLEX Ben Sims,,Taye Barber,WR,15.00%,0.7
21,2380237796,Damus187,0,130.58,RB Demetric Felton RB Kevin Harris QB Grant Gunnell S-FLEX Isaiah Spiller WR Stanley Berryhill III FLEX Kearis Jackson WR Jalen Wydermyer WR Nick Muse,,Chase Lane,WR,15.00%,2.2
22,2379664315,Maldasean,0,130.52,QB JT Daniels RB Demetric Felton S-FLEX Charlie Brewer RB Ainias Smith WR Kearis Jackson WR R.J. Sneed FLEX Jalen Wydermyer WR George Pickens,,R.J. Sneed,FLEX,15.00%,20.6
23,2380025982,AAASMARTYGUY,0,129.96002,RB Demetric Felton QB Chase Griffin WR Terrace Marshall Jr. RB Mataeo Durant WR Greg Dulcich S-FLEX Luke Doty WR Jermaine Burton FLEX Briley Moore,,Max Duggan,QB,14.00%,27.94
24,2379870523,stevecarney,0,127.299995,QB JT Daniels FLEX Jahmyr Gibbs RB Ainias Smith S-FLEX Jeff Sims RB Deuce Vaughn WR Stanley Berryhill III WR Kearis Jackson WR Jalen Wydermyer,,Tyrion Davis-Price,RB,14.00%,4.4
25,2380184775,birdman549,0,127.240005,RB Demetric Felton FLEX Kevin Harris S-FLEX Isaiah Spiller QB Jeff Sims WR Greg Dulcich WR Stanley Berryhill III WR Kearis Jackson RB Qualan Jones,,Grant Gunnell,S-FLEX,13.00%,0.08
26,2380172755,dbiggerstaff,0,127.159996,S-FLEX Kevin Harris WR Terrace Marshall Jr. RB Mataeo Durant QB Charlie Brewer FLEX Ainias Smith WR Shi Smith RB John Emery Jr. WR Will Huggins,,Kyle Philips,WR,13.00%,6.7
27,2380003047,Cowboysbabe2,0,126.96001,QB JT Daniels RB Demetric Felton WR Terrace Marshall Jr. WR Greg Dulcich RB Deuce Vaughn WR Kearis Jackson FLEX George Pickens S-FLEX Briley Moore,,Charlie Brewer,S-FLEX,12.00%,42.56
28,2379922773,maylee22,0,126.44,RB Kevin Harris QB Grant Gunnell S-FLEX Charlie Brewer FLEX Ainias Smith RB Zamir White WR Stanley Berryhill III WR R.J. Sneed WR Jalen Wydermyer,,Tayvian Cunningham,WR,11.00%,1.3
29,2379942263,njj44,0,121.840004,RB Demetric Felton QB Max Duggan WR Terrace Marshall Jr. RB Ainias Smith WR Stanley Berryhill III S-FLEX Chase Lane FLEX Tayvian Cunningham WR Gavin Holmes,,Gary Brightwell,FLEX,11.00%,6.9
30,2380200754,JCRIM85,0,120.94,QB Kellen Mond RB Jahmyr Gibbs RB Isaiah Spiller S-FLEX Jeff Sims WR Greg Dulcich FLEX Stanley Berryhill III WR Jalen Wydermyer WR Arik Gilbert,,TJ Finley,QB,11.00%,3.62
31,2379717957,Worldsfinest26,0,120.22,RB Demetric Felton S-FLEX Terrace Marshall Jr. RB Mataeo Durant QB TJ Finley WR Greg Dulcich FLEX Kyle Philips WR Jalen Wydermyer WR Jermaine Burton,,Jeff Sims,S-FLEX,11.00%,30.64
32,2379681236,Jeffbwc27,0,119.86,QB JT Daniels RB Demetric Felton FLEX Isaiah Spiller RB Ainias Smith WR Greg Dulcich WR Jalen Wydermyer WR George Pickens S-FLEX Brittain Brown,,Devon Achane,RB,8.00%,0.1
33,2379843061,Trizzo67,0,118.49999,QB Max Duggan RB Isaiah Spiller S-FLEX Charlie Brewer RB Ainias Smith WR Taye Barber WR Kyle Philips FLEX Devon Achane WR Jalen Wydermyer,,Chase Griffin,S-FLEX,6.00%,10.56
34,2380110281,RileyPatrick7,0,118.340004,S-FLEX Kellen Mond QB Max Duggan FLEX Isaiah Spiller RB Deuce Vaughn WR Tayvian Cunningham WR George Pickens RB Darwin Barlow WR Arik Gilbert,,John Lovett,RB,4.00%,5.2
35,2379644228,cadle40,0,117.16001,RB Demetric Felton QB Max Duggan RB Ainias Smith S-FLEX TJ Finley FLEX Zamir White WR Stanley Berryhill III WR Jermaine Burton WR Arik Gilbert,,Darwin Barlow,RB,4.00%,14.3
36,2379958620,MinoaBigDaddy,0,116.659996,QB JT Daniels RB Demetric Felton S-FLEX Mataeo Durant FLEX Ainias Smith RB Zamir White WR Jalen Wydermyer WR George Pickens WR Arik Gilbert,,Qualan Jones,FLEX,3.00%,0
37,2379938749,Jericho2mw,0,115.68001,QB JT Daniels WR Terrace Marshall Jr. RB Mataeo Durant S-FLEX TJ Finley RB Deuce Vaughn WR Kearis Jackson WR Jalen Wydermyer FLEX George Pickens,,Jake Bobo,WR,3.00%,6.9
38,2379805363,MLSD2012,0,115.020004,FLEX Terrace Marshall Jr. QB Grant Gunnell RB Isaiah Spiller S-FLEX Jeff Sims WR Greg Dulcich WR Stanley Berryhill III WR Kearis Jackson RB Deon Jackson,,Lavel Davis Jr.,WR,3.00%,0
39,2379694809,boomer4433,0,114.04,QB Max Duggan RB Isaiah Spiller FLEX Mataeo Durant WR Lavel Davis Jr. RB Zamir White WR Greg Dulcich WR Stanley Berryhill III S-FLEX Deshaun Fenwick,,Jalen Brooks,WR,3.00%,4.4
40,2380177075,screwthepooch9,0,113.63999,QB Max Duggan RB Kevin Harris RB Mataeo Durant S-FLEX Zamir White WR Taye Barber WR Stanley Berryhill III WR Arik Gilbert FLEX John Lovett,,John Emery Jr.,RB,3.00%,2.5
41,2380276618,acidbeastmode88,0,113.44001,QB JT Daniels WR Terrace Marshall Jr. S-FLEX Grant Gunnell FLEX Zamir White RB Tyrion Davis-Price RB Deuce Vaughn WR George Pickens WR Ben Sims,,Jordan Mason,RB,3.00%,13.5
42,2380251133,johnnylis21,0,113.24001,QB Max Duggan S-FLEX Terrace Marshall Jr. RB Gary Brightwell RB Zamir White FLEX Tyrion Davis-Price WR Greg Dulcich WR Stanley Berryhill III WR Jalen Wydermyer,,Charles Njoku,WR,3.00%,1.7
43,2380344726,cbadchad,0,113,QB Kellen Mond RB Jahmyr Gibbs RB Mataeo Durant FLEX Ainias Smith WR Stanley Berryhill III WR R.J. Sneed WR Jalen Wydermyer S-FLEX Jermaine Burton,,Ontaria Wilson,WR,2.00%,0
44,2380276750,Nesto,0,112.66,QB JT Daniels FLEX Demetric Felton RB Kevin Harris RB Isaiah Spiller WR Kearis Jackson WR Tayvian Cunningham WR George Pickens S-FLEX Tre' McKitty,,Max Wright,WR,2.00%,0
