C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
16268716,16268724,16269136,16269166,16269284,16269850,16269888,16270494,16269332,,RW,Steven Stamkos (16269110),Steven Stamkos,16269110,W/UTIL,8100,NSH@TB 01/30/2021 07:00PM ET,TB,13.66
16268704,16268750,16269136,16269198,16269450,16269850,16269888,16270461,16268766,,G,Curtis McElhinney (16270485),Curtis McElhinney,16270485,G,8100,NSH@TB 01/30/2021 07:00PM ET,TB,0
16268700,16268716,16269136,16269166,16269284,16269874,16269956,16270461,16269450,,G,Christopher Gibson (16270486),Christopher Gibson,16270486,G,8100,NSH@TB 01/30/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Carey Price (16270464),Carey Price,16270464,G,8100,CGY@MON 01/30/2021 07:00PM ET,MON,12.38
,,,,,,,,,,G,Jake Allen (16270484),Jake Allen,16270484,G,8100,CGY@MON 01/30/2021 07:00PM ET,MON,12.65
,,,,,,,,,,LW,Alex Ovechkin (16269112),Alex Ovechkin,16269112,W/UTIL,8000,BOS@WAS 01/30/2021 07:00PM ET,WAS,14.05
,,,,,,,,,,G,Pavel Francouz (16270487),Pavel Francouz,16270487,G,8000,COL@MIN 01/30/2021 08:00PM ET,COL,0
,,,,,,,,,,G,Hunter Miska (16270489),Hunter Miska,16270489,G,8000,COL@MIN 01/30/2021 08:00PM ET,COL,5.6
,,,,,,,,,,G,Connor Hellebuyck (16270466),Connor Hellebuyck,16270466,G,8000,VAN@WPG 01/30/2021 10:00PM ET,WPG,13.94
,,,,,,,,,,G,Laurent Brossoit (16270488),Laurent Brossoit,16270488,G,8000,VAN@WPG 01/30/2021 10:00PM ET,WPG,17.45
,,,,,,,,,,G,Carter Hart (16270467),Carter Hart,16270467,G,7900,NYI@PHI 01/30/2021 07:00PM ET,PHI,12.23
,,,,,,,,,,G,Brian Elliott (16270490),Brian Elliott,16270490,G,7900,NYI@PHI 01/30/2021 07:00PM ET,PHI,18.23
,,,,,,,,,,G,Jake Oettinger (16270491),Jake Oettinger,16270491,G,7900,DAL@CAR 01/30/2021 07:00PM ET,DAL,9.5
,,,,,,,,,,G,Semyon Varlamov (16270470),Semyon Varlamov,16270470,G,7800,NYI@PHI 01/30/2021 07:00PM ET,NYI,17.38
,,,,,,,,,,RW,David Pastrnak (16269114),David Pastrnak,16269114,W/UTIL,7800,BOS@WAS 01/30/2021 07:00PM ET,BOS,0
,,,,,,,,,,G,Vitek Vanecek (16270468),Vitek Vanecek,16270468,G,7800,BOS@WAS 01/30/2021 07:00PM ET,WAS,16.6
,,,,,,,,,,G,Petr Mrazek (16270469),Petr Mrazek,16270469,G,7800,DAL@CAR 01/30/2021 07:00PM ET,CAR,17.87
,,,,,,,,,,G,James Reimer (16270492),James Reimer,16270492,G,7800,DAL@CAR 01/30/2021 07:00PM ET,CAR,20.7
,,,,,,,,,,C,Patrice Bergeron (16268702),Patrice Bergeron,16268702,C/UTIL,7700,BOS@WAS 01/30/2021 07:00PM ET,BOS,18.24
,,,,,,,,,,LW,Brad Marchand (16269116),Brad Marchand,16269116,W/UTIL,7700,BOS@WAS 01/30/2021 07:00PM ET,BOS,15.04
,,,,,,,,,,G,Thomas Greiss (16270471),Thomas Greiss,16270471,G,7700,FLA@DET 01/30/2021 07:00PM ET,DET,8.14
,,,,,,,,,,G,Jonathan Bernier (16270493),Jonathan Bernier,16270493,G,7700,FLA@DET 01/30/2021 07:00PM ET,DET,8.42
,,,,,,,,,,G,Frederik Andersen (16270472),Frederik Andersen,16270472,G,7700,TOR@EDM 01/30/2021 07:00PM ET,TOR,12.2
,,,,,,,,,,G,Igor Shesterkin (16270473),Igor Shesterkin,16270473,G,7600,PIT@NYR 01/30/2021 07:00PM ET,NYR,7.34
,,,,,,,,,,G,Alexandar Georgiev (16270494),Alexandar Georgiev,16270494,G,7600,PIT@NYR 01/30/2021 07:00PM ET,NYR,9.17
,,,,,,,,,,G,Ilya Sorokin (16270496),Ilya Sorokin,16270496,G,7600,NYI@PHI 01/30/2021 07:00PM ET,NYI,4.9
,,,,,,,,,,G,Craig Anderson (16270495),Craig Anderson,16270495,G,7600,BOS@WAS 01/30/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Ilya Samsonov (16270497),Ilya Samsonov,16270497,G,7600,BOS@WAS 01/30/2021 07:00PM ET,WAS,7.85
,,,,,,,,,,RW,Mikko Rantanen (16269118),Mikko Rantanen,16269118,W/UTIL,7600,COL@MIN 01/30/2021 08:00PM ET,COL,14.49
,,,,,,,,,,G,Mikko Koskinen (16270474),Mikko Koskinen,16270474,G,7600,TOR@EDM 01/30/2021 07:00PM ET,EDM,11.78
,,,,,,,,,,G,Tuukka Rask (16270475),Tuukka Rask,16270475,G,7500,BOS@WAS 01/30/2021 07:00PM ET,BOS,11.68
,,,,,,,,,,G,Jaroslav Halak (16270498),Jaroslav Halak,16270498,G,7500,BOS@WAS 01/30/2021 07:00PM ET,BOS,14.23
,,,,,,,,,,C,Leon Draisaitl (16268704),Leon Draisaitl,16268704,C/UTIL,7500,TOR@EDM 01/30/2021 07:00PM ET,EDM,16.19
,,,,,,,,,,G,Michael Hutchinson (16270499),Michael Hutchinson,16270499,G,7500,TOR@EDM 01/30/2021 07:00PM ET,TOR,0
,,,,,,,,,,G,Jack Campbell (16270500),Jack Campbell,16270500,G,7500,TOR@EDM 01/30/2021 07:00PM ET,TOR,15.8
,,,,,,,,,,LW,Matthew Tkachuk (16269120),Matthew Tkachuk,16269120,W/UTIL,7400,CGY@MON 01/30/2021 07:00PM ET,CGY,13.55
,,,,,,,,,,G,Braden Holtby (16270476),Braden Holtby,16270476,G,7400,VAN@WPG 01/30/2021 10:00PM ET,VAN,15.7
,,,,,,,,,,G,Thatcher Demko (16270501),Thatcher Demko,16270501,G,7400,VAN@WPG 01/30/2021 10:00PM ET,VAN,17.4
,,,,,,,,,,G,Stuart Skinner (16270502),Stuart Skinner,16270502,G,7400,TOR@EDM 01/30/2021 07:00PM ET,EDM,0
,,,,,,,,,,G,Tristan Jarry (16270477),Tristan Jarry,16270477,G,7300,PIT@NYR 01/30/2021 07:00PM ET,PIT,5.02
,,,,,,,,,,G,Casey DeSmith (16270503),Casey DeSmith,16270503,G,7300,PIT@NYR 01/30/2021 07:00PM ET,PIT,9.6
,,,,,,,,,,G,Dan Vladar (16270504),Dan Vladar,16270504,G,7300,BOS@WAS 01/30/2021 07:00PM ET,BOS,0
,,,,,,,,,,C,Mark Scheifele (16268706),Mark Scheifele,16268706,C/UTIL,7300,VAN@WPG 01/30/2021 10:00PM ET,WPG,15.17
,,,,,,,,,,LW,Ryan Nugent-Hopkins (16269122),Ryan Nugent-Hopkins,16269122,W/UTIL,7300,TOR@EDM 01/30/2021 07:00PM ET,EDM,11.88
,,,,,,,,,,C,Brayden Point (16268708),Brayden Point,16268708,C/UTIL,7200,NSH@TB 01/30/2021 07:00PM ET,TB,12.92
,,,,,,,,,,G,Jacob Markstrom (16270478),Jacob Markstrom,16270478,G,7200,CGY@MON 01/30/2021 07:00PM ET,CGY,13.12
,,,,,,,,,,RW,Mitchell Marner (16269124),Mitchell Marner,16269124,W/UTIL,7200,TOR@EDM 01/30/2021 07:00PM ET,TOR,12.93
,,,,,,,,,,C,Sidney Crosby (16268710),Sidney Crosby,16268710,C/UTIL,7100,PIT@NYR 01/30/2021 07:00PM ET,PIT,11.54
,,,,,,,,,,G,Juuse Saros (16270479),Juuse Saros,16270479,G,7100,NSH@TB 01/30/2021 07:00PM ET,NSH,14.56
,,,,,,,,,,G,Pekka Rinne (16270505),Pekka Rinne,16270505,G,7100,NSH@TB 01/30/2021 07:00PM ET,NSH,4.1
,,,,,,,,,,LW,Kyle Connor (16269126),Kyle Connor,16269126,W/UTIL,7100,VAN@WPG 01/30/2021 10:00PM ET,WPG,13.06
,,,,,,,,,,C,Joe Pavelski (16268712),Joe Pavelski,16268712,C/UTIL,7000,DAL@CAR 01/30/2021 07:00PM ET,DAL,20.65
,,,,,,,,,,D,Victor Hedman (16269844),Victor Hedman,16269844,D/UTIL,7000,NSH@TB 01/30/2021 07:00PM ET,TB,13.18
,,,,,,,,,,LW,Gabriel Landeskog (16269128),Gabriel Landeskog,16269128,W/UTIL,7000,COL@MIN 01/30/2021 08:00PM ET,COL,11.48
,,,,,,,,,,G,Cam Talbot (16270480),Cam Talbot,16270480,G,7000,COL@MIN 01/30/2021 08:00PM ET,MIN,13.15
,,,,,,,,,,G,David Rittich (16270506),David Rittich,16270506,G,7000,CGY@MON 01/30/2021 07:00PM ET,CGY,-2.1
,,,,,,,,,,C,Aleksander Barkov (16268714),Aleksander Barkov,16268714,C/UTIL,6900,FLA@DET 01/30/2021 07:00PM ET,FLA,14.82
,,,,,,,,,,G,John Gibson (16270481),John Gibson,16270481,G,6900,STL@ANH 01/30/2021 09:00PM ET,ANH,18.99
,,,,,,,,,,RW,Blake Wheeler (16269130),Blake Wheeler,16269130,W/UTIL,6900,VAN@WPG 01/30/2021 10:00PM ET,WPG,12.91
,,,,,,,,,,C,Mika Zibanejad (16268716),Mika Zibanejad,16268716,C/UTIL,6800,PIT@NYR 01/30/2021 07:00PM ET,NYR,7.84
,,,,,,,,,,LW,Andrei Svechnikov (16269132),Andrei Svechnikov,16269132,W/UTIL,6800,DAL@CAR 01/30/2021 07:00PM ET,CAR,14.45
,,,,,,,,,,G,Kaapo Kahkonen (16270507),Kaapo Kahkonen,16270507,G,6800,COL@MIN 01/30/2021 08:00PM ET,MIN,12.84
,,,,,,,,,,D,Jeff Petry (16269846),Jeff Petry,16269846,D/UTIL,6800,CGY@MON 01/30/2021 07:00PM ET,MON,13.14
,,,,,,,,,,C,Sebastian Aho (16268718),Sebastian Aho,16268718,C/UTIL,6700,DAL@CAR 01/30/2021 07:00PM ET,CAR,8.32
,,,,,,,,,,G,Ryan Miller (16270508),Ryan Miller,16270508,G,6700,STL@ANH 01/30/2021 09:00PM ET,ANH,9.8
,,,,,,,,,,LW,Jake Guentzel (16269134),Jake Guentzel,16269134,W/UTIL,6600,PIT@NYR 01/30/2021 07:00PM ET,PIT,7.72
,,,,,,,,,,C,Bo Horvat (16268720),Bo Horvat,16268720,C/UTIL,6600,VAN@WPG 01/30/2021 10:00PM ET,VAN,11.32
,,,,,,,,,,LW,Artemi Panarin (16269136),Artemi Panarin,16269136,W/UTIL,6500,PIT@NYR 01/30/2021 07:00PM ET,NYR,11.5
,,,,,,,,,,G,Maxime Lagace (16270521),Maxime Lagace,16270521,G,6500,PIT@NYR 01/30/2021 07:00PM ET,PIT,0
,,,,,,,,,,G,Keith Kinkaid (16270523),Keith Kinkaid,16270523,G,6500,PIT@NYR 01/30/2021 07:00PM ET,NYR,0
,,,,,,,,,,G,Alex D'Orio (16270532),Alex D'Orio,16270532,G,6500,PIT@NYR 01/30/2021 07:00PM ET,PIT,0
,,,,,,,,,,G,Emil Larmi (16270559),Emil Larmi,16270559,G,6500,PIT@NYR 01/30/2021 07:00PM ET,PIT,0
,,,,,,,,,,G,Adam Huska (16270560),Adam Huska,16270560,G,6500,PIT@NYR 01/30/2021 07:00PM ET,NYR,0
,,,,,,,,,,G,J-F Berube (16270561),J-F Berube,16270561,G,6500,PIT@NYR 01/30/2021 07:00PM ET,NYR,0
,,,,,,,,,,C,Mathew Barzal (16268722),Mathew Barzal,16268722,C/UTIL,6500,NYI@PHI 01/30/2021 07:00PM ET,NYI,12.23
,,,,,,,,,,G,Alex Lyon (16270515),Alex Lyon,16270515,G,6500,NYI@PHI 01/30/2021 07:00PM ET,PHI,0
,,,,,,,,,,G,Cory Schneider (16270517),Cory Schneider,16270517,G,6500,NYI@PHI 01/30/2021 07:00PM ET,NYI,0
,,,,,,,,,,G,Kirill Ustimenko (16270549),Kirill Ustimenko,16270549,G,6500,NYI@PHI 01/30/2021 07:00PM ET,PHI,0
,,,,,,,,,,G,Felix Sandstrom (16270550),Felix Sandstrom,16270550,G,6500,NYI@PHI 01/30/2021 07:00PM ET,PHI,0
,,,,,,,,,,G,Zane McIntyre (16270551),Zane McIntyre,16270551,G,6500,NYI@PHI 01/30/2021 07:00PM ET,PHI,0
,,,,,,,,,,G,Roddy Ross (16270552),Roddy Ross,16270552,G,6500,NYI@PHI 01/30/2021 07:00PM ET,PHI,0
,,,,,,,,,,G,Jakub Skarek (16270555),Jakub Skarek,16270555,G,6500,NYI@PHI 01/30/2021 07:00PM ET,NYI,0
,,,,,,,,,,D,John Carlson (16269848),John Carlson,16269848,D/UTIL,6500,BOS@WAS 01/30/2021 07:00PM ET,WAS,14.21
,,,,,,,,,,G,Pheonix Copley (16270512),Pheonix Copley,16270512,G,6500,BOS@WAS 01/30/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Callum Booth (16270528),Callum Booth,16270528,G,6500,BOS@WAS 01/30/2021 07:00PM ET,BOS,0
,,,,,,,,,,G,Zach Fucale (16270529),Zach Fucale,16270529,G,6500,BOS@WAS 01/30/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Henrik Lundqvist (16270538),Henrik Lundqvist,16270538,G,6500,BOS@WAS 01/30/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Jeremy Swayman (16270540),Jeremy Swayman,16270540,G,6500,BOS@WAS 01/30/2021 07:00PM ET,BOS,0
,,,,,,,,,,G,Alex Nedeljkovic (16270516),Alex Nedeljkovic,16270516,G,6500,DAL@CAR 01/30/2021 07:00PM ET,CAR,0
,,,,,,,,,,G,Landon Bow (16270525),Landon Bow,16270525,G,6500,DAL@CAR 01/30/2021 07:00PM ET,DAL,0
,,,,,,,,,,G,Ben Bishop (16270534),Ben Bishop,16270534,G,6500,DAL@CAR 01/30/2021 07:00PM ET,DAL,0
,,,,,,,,,,G,Jeremy Helvig (16270553),Jeremy Helvig,16270553,G,6500,DAL@CAR 01/30/2021 07:00PM ET,CAR,0
,,,,,,,,,,G,Antoine Bibeau (16270554),Antoine Bibeau,16270554,G,6500,DAL@CAR 01/30/2021 07:00PM ET,CAR,0
,,,,,,,,,,G,Kasimir Kaskisuo (16270522),Kasimir Kaskisuo,16270522,G,6500,NSH@TB 01/30/2021 07:00PM ET,NSH,0
,,,,,,,,,,G,Spencer Martin (16270530),Spencer Martin,16270530,G,6500,NSH@TB 01/30/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Connor Ingram (16270533),Connor Ingram,16270533,G,6500,NSH@TB 01/30/2021 07:00PM ET,NSH,0
,,,,,,,,,,G,Anders Nilsson (16270536),Anders Nilsson,16270536,G,6500,NSH@TB 01/30/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Mike Condon (16270557),Mike Condon,16270557,G,6500,NSH@TB 01/30/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Philippe Desrosiers (16270520),Philippe Desrosiers,16270520,G,6500,FLA@DET 01/30/2021 07:00PM ET,FLA,0
,,,,,,,,,,G,Calvin Pickard (16270524),Calvin Pickard,16270524,G,6500,FLA@DET 01/30/2021 07:00PM ET,DET,0
,,,,,,,,,,G,Sam Montembeault (16270558),Sam Montembeault,16270558,G,6500,FLA@DET 01/30/2021 07:00PM ET,FLA,0
,,,,,,,,,,G,Kevin Boyle (16270562),Kevin Boyle,16270562,G,6500,FLA@DET 01/30/2021 07:00PM ET,DET,0
,,,,,,,,,,G,Pat Nagle (16270563),Pat Nagle,16270563,G,6500,FLA@DET 01/30/2021 07:00PM ET,DET,0
,,,,,,,,,,G,Jimmy Howard (16270564),Jimmy Howard,16270564,G,6500,FLA@DET 01/30/2021 07:00PM ET,DET,0
,,,,,,,,,,G,Kaden Fulcher (16270565),Kaden Fulcher,16270565,G,6500,FLA@DET 01/30/2021 07:00PM ET,DET,0
,,,,,,,,,,G,Andrew Hammond (16270526),Andrew Hammond,16270526,G,6500,COL@MIN 01/30/2021 08:00PM ET,MIN,0
,,,,,,,,,,G,Adam Werner (16270527),Adam Werner,16270527,G,6500,COL@MIN 01/30/2021 08:00PM ET,COL,0
,,,,,,,,,,G,Alex Stalock (16270535),Alex Stalock,16270535,G,6500,COL@MIN 01/30/2021 08:00PM ET,MIN,0
,,,,,,,,,,G,Joel Hofer (16270509),Joel Hofer,16270509,G,6500,STL@ANH 01/30/2021 09:00PM ET,STL,0
,,,,,,,,,,G,Anthony Stolarz (16270513),Anthony Stolarz,16270513,G,6500,STL@ANH 01/30/2021 09:00PM ET,ANH,0
,,,,,,,,,,G,Jon Gillies (16270539),Jon Gillies,16270539,G,6500,STL@ANH 01/30/2021 09:00PM ET,STL,0
,,,,,,,,,,G,Olle Eriksson Ek (16270545),Olle Eriksson Ek,16270545,G,6500,STL@ANH 01/30/2021 09:00PM ET,ANH,0
,,,,,,,,,,G,Charlie Lindgren (16270510),Charlie Lindgren,16270510,G,6500,CGY@MON 01/30/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Louis Domingue (16270514),Louis Domingue,16270514,G,6500,CGY@MON 01/30/2021 07:00PM ET,CGY,0
,,,,,,,,,,G,Cayden Primeau (16270541),Cayden Primeau,16270541,G,6500,CGY@MON 01/30/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Michael McNiven (16270542),Michael McNiven,16270542,G,6500,CGY@MON 01/30/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Vasili Demchenko (16270543),Vasili Demchenko,16270543,G,6500,CGY@MON 01/30/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Garret Sparks (16270546),Garret Sparks,16270546,G,6500,CGY@MON 01/30/2021 07:00PM ET,CGY,0
,,,,,,,,,,G,Dustin Wolf (16270547),Dustin Wolf,16270547,G,6500,CGY@MON 01/30/2021 07:00PM ET,CGY,0
,,,,,,,,,,G,Artyom Zagidulin (16270548),Artyom Zagidulin,16270548,G,6500,CGY@MON 01/30/2021 07:00PM ET,CGY,0
,,,,,,,,,,G,Michael DiPietro (16270511),Michael DiPietro,16270511,G,6500,VAN@WPG 01/30/2021 10:00PM ET,VAN,0
,,,,,,,,,,G,Anton Forsberg (16270518),Anton Forsberg,16270518,G,6500,VAN@WPG 01/30/2021 10:00PM ET,WPG,0
,,,,,,,,,,G,Jake Kielly (16270544),Jake Kielly,16270544,G,6500,VAN@WPG 01/30/2021 10:00PM ET,VAN,0
,,,,,,,,,,G,Mikhail Berdin (16270556),Mikhail Berdin,16270556,G,6500,VAN@WPG 01/30/2021 10:00PM ET,WPG,0
,,,,,,,,,,G,Troy Grosenick (16270519),Troy Grosenick,16270519,G,6500,TOR@EDM 01/30/2021 07:00PM ET,EDM,0
,,,,,,,,,,G,Joseph Woll (16270531),Joseph Woll,16270531,G,6500,TOR@EDM 01/30/2021 07:00PM ET,TOR,0
,,,,,,,,,,G,Mike Smith (16270537),Mike Smith,16270537,G,6500,TOR@EDM 01/30/2021 07:00PM ET,EDM,0
,,,,,,,,,,RW,Bryan Rust (16269138),Bryan Rust,16269138,W/UTIL,6400,PIT@NYR 01/30/2021 07:00PM ET,PIT,10.9
,,,,,,,,,,D,Adam Fox (16269850),Adam Fox,16269850,D/UTIL,6400,PIT@NYR 01/30/2021 07:00PM ET,NYR,12.4
,,,,,,,,,,C,John Tavares (16268724),John Tavares,16268724,C/UTIL,6400,TOR@EDM 01/30/2021 07:00PM ET,TOR,11.6
,,,,,,,,,,D,Dougie Hamilton (16269852),Dougie Hamilton,16269852,D/UTIL,6300,DAL@CAR 01/30/2021 07:00PM ET,CAR,8.58
,,,,,,,,,,LW,Jonathan Huberdeau (16269140),Jonathan Huberdeau,16269140,W/UTIL,6300,FLA@DET 01/30/2021 07:00PM ET,FLA,9.2
,,,,,,,,,,C,Elias Pettersson (16268726),Elias Pettersson,16268726,C/UTIL,6300,VAN@WPG 01/30/2021 10:00PM ET,VAN,7.63
,,,,,,,,,,RW,Teuvo Teravainen (16269142),Teuvo Teravainen,16269142,W/UTIL,6200,DAL@CAR 01/30/2021 07:00PM ET,CAR,9.7
,,,,,,,,,,D,Aaron Ekblad (16269854),Aaron Ekblad,16269854,D/UTIL,6200,FLA@DET 01/30/2021 07:00PM ET,FLA,11.82
,,,,,,,,,,C,Sean Monahan (16268728),Sean Monahan,16268728,C/UTIL,6200,CGY@MON 01/30/2021 07:00PM ET,CGY,11.93
,,,,,,,,,,C,Dylan Larkin (16268730),Dylan Larkin,16268730,C/UTIL,6100,FLA@DET 01/30/2021 07:00PM ET,DET,10.85
,,,,,,,,,,LW,Johnny Gaudreau (16269144),Johnny Gaudreau,16269144,W/UTIL,6100,CGY@MON 01/30/2021 07:00PM ET,CGY,12.75
,,,,,,,,,,D,Shea Weber (16269856),Shea Weber,16269856,D/UTIL,6100,CGY@MON 01/30/2021 07:00PM ET,MON,10.13
,,,,,,,,,,D,Kris Letang (16269858),Kris Letang,16269858,D/UTIL,6000,PIT@NYR 01/30/2021 07:00PM ET,PIT,7.62
,,,,,,,,,,RW,Alexander Radulov (16269146),Alexander Radulov,16269146,W/UTIL,6000,DAL@CAR 01/30/2021 07:00PM ET,DAL,10.72
,,,,,,,,,,C,Elias Lindholm (16268732),Elias Lindholm,16268732,C/UTIL,6000,CGY@MON 01/30/2021 07:00PM ET,CGY,11.35
,,,,,,,,,,RW,Brendan Gallagher (16269148),Brendan Gallagher,16269148,W/UTIL,6000,CGY@MON 01/30/2021 07:00PM ET,MON,12.3
,,,,,,,,,,RW,Denis Gurianov (16269150),Denis Gurianov,16269150,W/UTIL,5900,DAL@CAR 01/30/2021 07:00PM ET,DAL,18.82
,,,,,,,,,,C,Nick Suzuki (16268734),Nick Suzuki,16268734,C/UTIL,5900,CGY@MON 01/30/2021 07:00PM ET,MON,11.31
,,,,,,,,,,D,Mark Giordano (16269860),Mark Giordano,16269860,D/UTIL,5900,CGY@MON 01/30/2021 07:00PM ET,CGY,9.1
,,,,,,,,,,RW,Nikolaj Ehlers (16269152),Nikolaj Ehlers,16269152,W/UTIL,5900,VAN@WPG 01/30/2021 10:00PM ET,WPG,16.79
,,,,,,,,,,LW,Anders Lee (16269156),Anders Lee,16269156,W/UTIL,5800,NYI@PHI 01/30/2021 07:00PM ET,NYI,10.27
,,,,,,,,,,C,Roope Hintz (16268736),Roope Hintz,16268736,C/UTIL,5800,DAL@CAR 01/30/2021 07:00PM ET,DAL,17.15
,,,,,,,,,,D,Roman Josi (16269862),Roman Josi,16269862,D/UTIL,5800,NSH@TB 01/30/2021 07:00PM ET,NSH,11.71
,,,,,,,,,,LW,Tomas Tatar (16269154),Tomas Tatar,16269154,W/UTIL,5800,CGY@MON 01/30/2021 07:00PM ET,MON,8.67
,,,,,,,,,,C,Evgeni Malkin (16268738),Evgeni Malkin,16268738,C/UTIL,5700,PIT@NYR 01/30/2021 07:00PM ET,PIT,5.78
,,,,,,,,,,LW,Filip Forsberg (16269160),Filip Forsberg,16269160,W/UTIL,5700,NSH@TB 01/30/2021 07:00PM ET,NSH,11.14
,,,,,,,,,,RW,Kevin Fiala (16269158),Kevin Fiala,16269158,W/UTIL,5700,COL@MIN 01/30/2021 08:00PM ET,MIN,10.96
,,,,,,,,,,D,Quinn Hughes (16269864),Quinn Hughes,16269864,D/UTIL,5700,VAN@WPG 01/30/2021 10:00PM ET,VAN,10.25
,,,,,,,,,,C,Nicklas Backstrom (16268740),Nicklas Backstrom,16268740,C/UTIL,5600,BOS@WAS 01/30/2021 07:00PM ET,WAS,14.01
,,,,,,,,,,D,John Klingberg (16269866),John Klingberg,16269866,D/UTIL,5600,DAL@CAR 01/30/2021 07:00PM ET,DAL,14.85
,,,,,,,,,,LW,Tyler Toffoli (16269164),Tyler Toffoli,16269164,W/UTIL,5600,CGY@MON 01/30/2021 07:00PM ET,MON,17.73
,,,,,,,,,,RW,Brock Boeser (16269162),Brock Boeser,16269162,W/UTIL,5600,VAN@WPG 01/30/2021 10:00PM ET,VAN,10.78
,,,,,,,,,,RW,Pavel Buchnevich (16269166),Pavel Buchnevich,16269166,W/UTIL,5500,PIT@NYR 01/30/2021 07:00PM ET,NYR,10.8
,,,,,,,,,,C,Kevin Hayes (16268744),Kevin Hayes,16268744,C/UTIL,5500,NYI@PHI 01/30/2021 07:00PM ET,PHI,10.04
,,,,,,,,,,C,Tyler Seguin (16268742),Tyler Seguin,16268742,C/UTIL,5500,DAL@CAR 01/30/2021 07:00PM ET,DAL,0
,,,,,,,,,,LW,Ondrej Palat (16269168),Ondrej Palat,16269168,W/UTIL,5500,NSH@TB 01/30/2021 07:00PM ET,TB,9.24
,,,,,,,,,,D,Cale Makar (16269868),Cale Makar,16269868,D/UTIL,5500,COL@MIN 01/30/2021 08:00PM ET,COL,10.16
,,,,,,,,,,C,T.J. Oshie (16268746),T.J. Oshie,16268746,C/UTIL,5400,BOS@WAS 01/30/2021 07:00PM ET,WAS,9.25
