Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Kenrich Williams,3500.00,OKC,SF,MIN,29.25,12.60
Hamidou Diallo,5200.00,OKC,SG/SF,MIN,40.1,39.70
Justin Jackson,3200.00,OKC,PF,MIN,23.14,26.40
Darius Bazley,5700.00,OKC,SF/PF,MIN,35.5,25.30
Nikola Vucevic,8500.00,ORL,C,CHI,52.72,22.60
Mike Muscala,3300.00,OKC,PF/C,MIN,20.02,4.10
Al Horford,6100.00,OKC,C,MIN,36.09,13.80
Isaiah Roby,3400.00,OKC,PF/C,MIN,19.73,10.40
Kemba Walker,6500.00,BOS,PG,LAC,36.52,23.60
Deandre Ayton,7100.00,PHO,C,DET,39.37,13.00
Myles Turner,6300.00,IND,C,NOP,34.65,13.00
Domantas Sabonis,8600.00,IND,PF/C,NOP,46.76,15.40
Jayson Tatum,8900.00,BOS,PF,LAC,48.22,18.30
Naz Reid,5400.00,MIN,C,OKC,29.29,13.00
Denzel Valentine,3400.00,CHI,SG,ORL,18.36,14.10
Taurean Prince,4500.00,CLE,SF/PF,MIL,24.31,17.80
Patrick Williams,4000.00,CHI,SF/PF,ORL,21.52,13.00
Andre Drummond,8200.00,CLE,C,MIL,43.84,12.70
Malcolm Brogdon,8000.00,IND,PG,NOP,42.57,16.20
Pascal Siakam,7600.00,TOR,PF/C,BKN,40.11,15.20
Isaiah Stewart,3200.00,DET,C,PHO,16.89,7.00
Fred VanVleet,7900.00,TOR,PG/SG,BKN,41.66,12.70
Jimmy Butler,8300.00,MIA,SF,WAS,43.72,12.00
D'Angelo Russell,6900.00,MIN,PG/SG,OKC,36.27,14.50
Zach LaVine,8400.00,CHI,SG,ORL,44.08,13.00
Kevin Durant,9600.00,BKN,SF/PF,TOR,50.3,9.20
Russell Westbrook,9000.00,WAS,PG,MIA,47.09,15.20
Coby White,6000.00,CHI,PG/SG,ORL,31.1,10.60
Giannis Antetokounmpo,10800.00,MIL,PF/C,CLE,55.9,9.50
Rudy Gobert,7400.00,UTA,C,CHA,38.24,8.50
Evan Fournier,6200.00,ORL,SG,CHI,31.94,8.50
Darius Garland,5800.00,CLE,PG,MIL,29.79,12.20
Deni Avdija,3900.00,WAS,SF/PF,MIA,20.05,3.70
Jeremy Lamb,5200.00,IND,SG/SF,NOP,26.58,9.20
Gordon Hayward,7500.00,CHA,SF/PF,UTA,38.3,10.30
Kawhi Leonard,8800.00,LAC,SF,BOS,44.86,10.90
Chris Paul,7900.00,PHO,PG,DET,40.28,11.70
Derrick Favors,3500.00,UTA,C,CHA,17.86,4.50
Khris Middleton,7800.00,MIL,SF,CLE,39.61,6.70
Donovan Mitchell,7700.00,UTA,PG/SG,CHA,39.11,6.70
Thaddeus Young,6200.00,CHI,PF/C,ORL,31.28,5.30
Mikal Bridges,5300.00,PHO,SF,DET,26.78,9.70
Cody Zeller,6100.00,CHA,C,UTA,30.8,3.90
Jerami Grant,7000.00,DET,SF/PF,PHO,35.25,7.10
Mason Plumlee,5500.00,DET,C,PHO,27.68,4.50
Lonzo Ball,5900.00,NOP,PG,IND,29.7,7.80
Malik Beasley,6400.00,MIN,SG,OKC,32.1,6.00
Bradley Beal,9500.00,WAS,SG,MIA,47.65,9.50
Cole Anthony,5700.00,ORL,PG,CHI,28.61,7.80
Brandon Ingram,8000.00,NOP,SF/PF,IND,40.04,5.60
Kyrie Irving,9100.00,BKN,PG,TOR,45.4,6.40
Rui Hachimura,5400.00,WAS,PF/C,MIA,26.86,1.10
Collin Sexton,7000.00,CLE,PG/SG,MIL,34.7,5.60
Lauri Markkanen,6800.00,CHI,PF/C,ORL,33.7,7.40
Kyle Lowry,7800.00,TOR,PG,BKN,38.61,7.10
Daniel Gafford,3900.00,CHI,C,ORL,19.31,1.10
Goran Dragic,5700.00,MIA,PG,WAS,28.2,5.90
Robert Williams III,3600.00,BOS,C,LAC,17.77,3.30
Frank Kaminsky,3400.00,PHO,C,DET,16.78,5.20
Jordan Clarkson,5500.00,UTA,PG/SG,CHA,27.14,7.00
Jaden McDaniels,3000.00,MIN,PF,OKC,14.8,5.90
Zion Williamson,8100.00,NOP,PF/C,IND,39.67,3.90
James Harden,10600.00,BKN,PG/SG,TOR,51.93,7.10
Bam Adebayo,9200.00,MIA,C,WAS,44.99,1.40
Paul George,8700.00,LAC,SG,BOS,42.44,3.50
Terry Rozier,5900.00,CHA,PG/SG,UTA,28.37,2.60
Chris Boucher,4500.00,TOR,C,BKN,21.64,0.80
Willy Hernangomez,3600.00,NOP,C,IND,17.24,0.10
Reggie Jackson,4900.00,LAC,PG,BOS,23.43,5.20
Steven Adams,5800.00,NOP,C,IND,27.65,1.40
Langston Galloway,3000.00,PHO,PG/SG,DET,14.3,10.00
Cam Johnson,4800.00,PHO,SF/PF,DET,22.78,3.70
LaMelo Ball,7100.00,CHA,PG,UTA,33.69,3.20
Blake Griffin,5200.00,DET,PF/C,PHO,24.64,3.30
Tyler Herro,6500.00,MIA,PG/SG,WAS,30.75,1.40
Daniel Theis,5000.00,BOS,PF/C,LAC,23.67,2.20
Anthony Edwards,5500.00,MIN,SG/SF,OKC,25.92,3.30
T.J. McConnell,5000.00,IND,PG,NOP,23.46,0.80
Eric Bledsoe,5800.00,NOP,PG/SG,IND,27.11,1.40
E'Twaun Moore,3000.00,PHO,SG/SF,DET,13.98,4.50
Duncan Robinson,5000.00,MIA,SG,WAS,23.2,0.80
Jrue Holiday,7700.00,MIL,PG,CLE,35.7,1.10
Ricky Rubio,4600.00,MIN,PG,OKC,21.29,0.80
Devonte' Graham,6600.00,CHA,PG,UTA,30.56,2.10
Terrence Ross,4900.00,ORL,SG/SF,CHI,22.65,1.40
Mike Conley,7200.00,UTA,PG,CHA,33.13,0.10
Devin Booker,7500.00,PHO,SG,DET,34.49,1.80
Joe Ingles,4900.00,UTA,SG/SF,CHA,22.5,0.10
Serge Ibaka,5500.00,LAC,C,BOS,25.17,0.10
Brook Lopez,5100.00,MIL,C,CLE,23.36,2.20
Nicolas Batum,4800.00,LAC,SF/PF,BOS,21.91,0.80
Bojan Bogdanovic,5800.00,UTA,SF/PF,CHA,26.41,0.10
Darius Miller,3000.00,OKC,SF/PF,MIN,13.65,0.10
Davis Bertans,4700.00,WAS,PF,MIA,21.21,1.10
