Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2524075699,tim5_05,0,338,F Jimmy Butler SG Victor Oladipo UTIL Ja Morant PF Thaddeus Young SF Keldon Johnson PG Lonzo Ball C Jarrett Allen G Malik Monk,,Jarrett Allen,UTIL,56.75%,58
2,2524054046,gsxr1300 (5/5),0,333,PG De'Aaron Fox F Zion Williamson G LaMelo Ball SG Buddy Hield SF Harrison Barnes PF Marvin Bagley III C Jarrett Allen UTIL Malik Monk,,LaMelo Ball,PG,54.69%,30.25
3,2524046987,bakare151 (1/20),0,332.5,PG Trae Young PF Zion Williamson SG D'Angelo Russell F Brandon Clarke UTIL Jarrett Allen C Cody Zeller SF Taurean Prince G De'Anthony Melton,,Giannis Antetokounmpo,C,44.89%,33.5
4,2524047736,rick1341 (8/16),0,332,PF Julius Randle UTIL Zion Williamson SG Collin Sexton SF Harrison Barnes C Jarrett Allen PG Immanuel Quickley F Xavier Tillman G De'Anthony Melton,,Will Barton,SG,30.61%,0
5,2524080543,Nbritton70 (3/4),0,330.75,PG Trae Young PF Zion Williamson SF DeMar DeRozan G Lonzo Ball C Jarrett Allen UTIL Cody Zeller SG Tyrese Haliburton F Josh Hart,,Lonzo Ball,PG,25.44%,30.5
6,2524066707,Bsaun32 (8/20),0,327.25,SF Jimmy Butler G Shai Gilgeous-Alexander UTIL Ja Morant PG LaMelo Ball F Keldon Johnson C Jarrett Allen PF Cedi Osman SG Malik Monk,,Zion Williamson,F,23.40%,38.5
6,2524093545,LARS_SEIGRET (14/15),0,327.25,PF Julius Randle PG Jrue Holiday G LaMelo Ball UTIL Buddy Hield F Thaddeus Young SF Anthony Edwards C Jarrett Allen SG Malik Monk,,Luguentz Dort,F,23.28%,12.25
8,2524071494,jspeers21 (10/20),0,327,G De'Aaron Fox PF Zion Williamson PG Collin Sexton F DeMar DeRozan UTIL John Wall C Jarrett Allen SF Dorian Finney-Smith SG Malik Monk,,Taurean Prince,F,22.65%,30.25
9,2524050587,chipcosby (4/5),0,326.25,F LeBron James PF Julius Randle SF Jimmy Butler PG Immanuel Quickley UTIL Alec Burks C Gorgui Dieng G Anfernee Simons SG Malik Monk,,Tyrese Haliburton,PG,22.12%,29.75
10,2524103247,bod_tx (5/5),0,326,F Julius Randle G De'Aaron Fox PG John Wall UTIL Thaddeus Young C Jarrett Allen SG Immanuel Quickley PF Xavier Tillman SF Lonnie Walker IV,,JaVale McGee,C,20.94%,11.25
11,2524081541,dterry90 (2/3),0,325.25,SF Jimmy Butler G De'Aaron Fox C Zion Williamson UTIL Harrison Barnes F Anthony Edwards PG Dennis Schroder PF Taurean Prince SG Malik Monk,,Collin Sexton,SG,20.75%,34.25
12,2524104679,pcraft (14/19),0,325,G De'Aaron Fox UTIL Shai Gilgeous-Alexander PG John Wall SF RJ Barrett F Brandon Clarke C Jarrett Allen PF Robert Covington SG Malik Monk,,John Wall,PG,14.11%,39.5
13,2524082626,pizark,0,324.5,F Jimmy Butler UTIL Chris Paul G Jrue Holiday PF Harrison Barnes PG Lonzo Ball C Jarrett Allen SG Tyrese Haliburton SF Sterling Brown,,DeMar DeRozan,SF,13.12%,30.25
14,2524067835,ayzen305 (2/5),0,322.25,SF LeBron James PG John Wall UTIL Al Horford F Keldon Johnson G Lonzo Ball C Jarrett Allen SG Immanuel Quickley PF Xavier Tillman,,Monte Morris,PG,12.07%,0
14,2524091604,zigger77 (13/20),0,322.25,UTIL Christian Wood PF Zion Williamson F Gordon Hayward G John Wall PG Lonzo Ball C Jarrett Allen SF Taurean Prince SG Malik Monk,,Cody Zeller,C,11.69%,44
