Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Jarrett Allen,5500.00,CLE,C,MIN,35.17,49.40
JaVale McGee,3100.00,CLE,C,MIN,19.33,21.50
Lonzo Ball,5500.00,NOP,PG,SAC,32.64,20.00
Cody Zeller,5300.00,CHA,C,MIA,31.36,27.10
Taurean Prince,4400.00,CLE,SF/PF,MIN,25.66,11.80
Lu Dort,4200.00,OKC,SG/SF,HOU,24.42,21.20
LaMelo Ball,6500.00,CHA,PG,MIA,37.74,36.20
Will Barton,4800.00,DEN,SG/SF,DET,27.28,20.00
Cedi Osman,4900.00,CLE,SF/PF,MIN,27.72,23.60
Collin Sexton,7000.00,CLE,PG/SG,MIN,39.33,19.60
Monte Morris,3800.00,DEN,PG,DET,21.12,15.60
John Wall,6900.00,HOU,PG,OKC,37.35,16.70
Tyrese Haliburton,5200.00,SAC,PG/SG,NOP,27.97,17.70
Dejounte Murray,6600.00,SAS,PG,MEM,35.51,11.80
Zion Williamson,7900.00,NOP,PF/C,SAC,42.37,18.60
D'Angelo Russell,7000.00,MIN,PG/SG,CLE,37.33,14.70
Giannis Antetokounmpo,11000.00,MIL,PF/C,POR,58.07,17.70
Shai Gilgeous-Alexander,8100.00,OKC,PG,HOU,42.5,19.60
Brandon Ingram,8200.00,NOP,SF/PF,SAC,43.05,18.60
Xavier Tillman Sr.,4800.00,MEM,PF/C,SAS,25.18,13.00
Gordon Hayward,7500.00,CHA,SF/PF,MIA,39.21,13.70
DeMar DeRozan,7000.00,SAS,SF/PF,MEM,36.53,11.80
Miles Bridges,4400.00,CHA,SF/PF,MIA,22.82,13.00
Enes Kanter,7200.00,POR,C,MIL,37.27,7.90
Darius Bazley,5100.00,OKC,SF/PF,HOU,26.42,5.90
Dorian Finney-Smith,4100.00,DAL,SF/PF,PHO,21.23,3.50
Luka Doncic,10800.00,DAL,PG,PHO,55.89,11.80
LaMarcus Aldridge,5500.00,SAS,PF/C,MEM,28.45,16.50
Josh Richardson,4000.00,DAL,SG/SF,PHO,20.6,7.10
Cam Reddish,4800.00,ATL,SG,LAL,24.68,7.10
Nikola Jokic,10900.00,DEN,C,DET,55.68,9.80
Ja Morant,7600.00,MEM,PG,SAS,38.73,8.80
De'Anthony Melton,4300.00,MEM,PG/SG,SAS,21.94,3.50
Victor Oladipo,8000.00,HOU,PG/SG,OKC,40.58,9.80
Mason Plumlee,5300.00,DET,C,DEN,26.86,11.80
Khris Middleton,8500.00,MIL,SF,POR,42.76,8.80
Al Horford,6100.00,OKC,C,HOU,30.49,5.90
Christian Wood,8900.00,HOU,C,OKC,44.44,5.90
Brandon Clarke,6200.00,MEM,PF/C,SAS,30.94,6.90
Theo Maledon,4300.00,OKC,PG/SG,HOU,21.4,7.10
LeBron James,10200.00,LAL,PG/SF,ATL,50.55,5.90
PJ Washington,6000.00,CHA,PF/C,MIA,29.76,5.90
Eric Bledsoe,6000.00,NOP,PG/SG,SAC,29.68,3.90
Zach LaVine,9000.00,CHI,SG,NYK,44.49,7.90
Damian Lillard,10700.00,POR,PG,MIL,52.72,7.90
Harrison Barnes,6000.00,SAC,SF/PF,NOP,29.57,6.90
Anthony Davis,9800.00,LAL,PF/C,ATL,48.05,8.80
Nickeil Alexander-Walker,4800.00,NOP,PG/SG,SAC,23.42,8.20
Keldon Johnson,5700.00,SAS,SF/PF,MEM,27.82,7.10
JaMychal Green,4500.00,DEN,PF,DET,21.88,4.70
Hassan Whiteside,3600.00,SAC,C,NOP,17.39,0.10
Mike Muscala,3200.00,OKC,C,HOU,15.41,0.10
Rudy Gay,4200.00,SAS,PF,MEM,20.24,5.90
Hamidou Diallo,4400.00,OKC,SG/SF,HOU,21.12,4.70
Jimmy Butler,8400.00,MIA,SF,CHA,40.2,2.90
Harry Giles III,3200.00,POR,C,MIL,15.33,0.10
Michael Porter Jr.,6500.00,DEN,SF/PF,DET,31.09,3.90
Josh Hart,4300.00,NOP,SF,SAC,20.49,3.50
Dillon Brooks,5700.00,MEM,SG/SF,SAS,27.13,4.70
Isaac Okoro,3700.00,CLE,SF/PF,MIN,17.61,6.00
Richaun Holmes,6400.00,SAC,C,NOP,30.47,2.00
Darius Garland,5900.00,CLE,PG,MIN,28.05,2.40
De'Aaron Fox,8300.00,SAC,PG,NOP,39.34,4.90
Devonte' Graham,6400.00,CHA,PG,MIA,30.34,1.00
Kristaps Porzingis,7600.00,DAL,PF/C,PHO,36,3.90
Julius Randle,9200.00,NYK,PF/C,CHI,43.43,4.90
Mitchell Robinson,5200.00,NYK,C,CHI,24.48,1.20
Facundo Campazzo,3100.00,DEN,PG/SG,DET,14.6,0.10
Lauri Markkanen,6800.00,CHI,PF/C,NYK,32.04,2.90
Deandre Ayton,8000.00,PHO,C,DAL,37.68,2.00
Dylan Windler,3300.00,CLE,SG/SF,MIN,15.55,2.40
Jerami Grant,7800.00,DET,SF/PF,DEN,36.48,2.90
Carmelo Anthony,4900.00,POR,PF,MIL,22.93,2.40
Brook Lopez,5500.00,MIL,C,POR,25.71,2.40
Isaiah Stewart,3500.00,DET,C,DEN,16.34,0.10
Derrick Rose,4700.00,DET,PG,DEN,21.86,1.20
Trae Young,9300.00,ATL,PG,LAL,43.16,2.90
RJ Barrett,6700.00,NYK,SF,CHI,31,0.10
Gary Trent Jr.,5700.00,POR,SG/SF,MIL,26.4,1.20
Cam Johnson,5300.00,PHO,SF/PF,DAL,24.55,0.10
Immanuel Quickley,5300.00,NYK,PG/SG,CHI,24.46,1.80
Blake Griffin,5900.00,DET,PF/C,DEN,27.2,1.20
Robert Covington,5000.00,POR,PF,MIL,22.99,0.10
