QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Kyler Murray,Alvin Kamara,Cam Akers,Emmanuel Sanders,Larry Fitzgerald,DeAndre Hopkins,Dallas Goedert,Robert Woods,Arizona Cardinals
Drew Brees,Alvin Kamara,Cam Akers,Emmanuel Sanders,Breshad Perriman,DeAndre Hopkins,Jared Cook,Travis Kelce,Arizona Cardinals
Patrick Mahomes,Alvin Kamara,Cam Akers,Emmanuel Sanders,Tre'Quan Smith,Sammy Watkins,Jared Cook,Travis Kelce,Los Angeles Rams
Jared Goff,Alvin Kamara,Cam Akers,Emmanuel Sanders,Josh Reynolds,Jamison Crowder,Travis Kelce,Robert Woods,Philadelphia Eagles
