PG,SG,SF,PF,C,G,F,UTIL
Jrue Holiday,Alex Caruso,Khris Middleton,Royce O'Neale,Rudy Gobert,LeBron James,RJ Barrett,James Wiseman
Jrue Holiday,Andrew Wiggins,Pat Connaughton,Julius Randle,Rudy Gobert,LeBron James,Bojan Bogdanovic,Marc Gasol
Mike Conley,Alex Caruso,Khris Middleton,Julius Randle,Rudy Gobert,D.J. Augustin,Josh Hart,LeBron James
Jrue Holiday,Alex Caruso,Khris Middleton,Bojan Bogdanovic,Rudy Gobert,Lonzo Ball,LeBron James,Steven Adams
Jrue Holiday,Eric Bledsoe,LeBron James,Julius Randle,Rudy Gobert,D.J. Augustin,Andrew Wiggins,Marc Gasol
Jrue Holiday,Andrew Wiggins,Khris Middleton,Draymond Green,Rudy Gobert,Immanuel Quickley,LeBron James,Marc Gasol
Jrue Holiday,Eric Bledsoe,Khris Middleton,Draymond Green,Rudy Gobert,LeBron James,Bojan Bogdanovic,Marc Gasol
Jrue Holiday,Alex Caruso,LeBron James,Julius Randle,Rudy Gobert,D.J. Augustin,Andrew Wiggins,Elfrid Payton
Jrue Holiday,Andrew Wiggins,Khris Middleton,Bojan Bogdanovic,Rudy Gobert,LeBron James,Josh Hart,Marc Gasol
D.J. Augustin,Alex Caruso,Khris Middleton,Julius Randle,Rudy Gobert,Lonzo Ball,Draymond Green,LeBron James
D.J. Augustin,J.J. Redick,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Draymond Green,Montrezl Harrell
Alex Caruso,Andrew Wiggins,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Bobby Portis,Derrick Favors
Jrue Holiday,Alex Caruso,Khris Middleton,Draymond Green,Rudy Gobert,Jordan Clarkson,LeBron James,James Wiseman
Mike Conley,Andrew Wiggins,Khris Middleton,Bobby Portis,Rudy Gobert,LeBron James,Josh Hart,James Wiseman
Mike Conley,Eric Bledsoe,LeBron James,Julius Randle,Rudy Gobert,D.J. Augustin,Draymond Green,James Wiseman
Jrue Holiday,Alex Caruso,Khris Middleton,Draymond Green,Rudy Gobert,LeBron James,Josh Hart,Andrew Wiggins
D.J. Augustin,Alex Caruso,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Royce O'Neale,Andrew Wiggins
Jrue Holiday,Alex Caruso,LeBron James,Julius Randle,Rudy Gobert,Andrew Wiggins,Reggie Bullock,James Wiseman
Mike Conley,Andrew Wiggins,Josh Hart,Julius Randle,Rudy Gobert,D.J. Augustin,LeBron James,James Wiseman
Mike Conley,Andrew Wiggins,LeBron James,Julius Randle,Rudy Gobert,D.J. Augustin,Draymond Green,Marc Gasol
