PG,SG,SF,PF,C,G,F,UTIL
D.J. Augustin,Eric Bledsoe,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Draymond Green,Derrick Favors
D.J. Augustin,Andrew Wiggins,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Joe Ingles,Marc Gasol
Jrue Holiday,Alex Caruso,Khris Middleton,Royce O'Neale,Rudy Gobert,LeBron James,RJ Barrett,James Wiseman
Jrue Holiday,Andrew Wiggins,Khris Middleton,Draymond Green,Rudy Gobert,LeBron James,Reggie Bullock,Derrick Favors
Jrue Holiday,Andrew Wiggins,Khris Middleton,Draymond Green,Rudy Gobert,Immanuel Quickley,LeBron James,Marc Gasol
Jrue Holiday,Andrew Wiggins,Pat Connaughton,Draymond Green,Rudy Gobert,Mike Conley,LeBron James,Montrezl Harrell
D.J. Augustin,Nickeil Alexander-Walker,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Royce O'Neale,James Wiseman
Jrue Holiday,Eric Bledsoe,Khris Middleton,Draymond Green,Rudy Gobert,LeBron James,Bojan Bogdanovic,Marc Gasol
Jrue Holiday,Alex Caruso,LeBron James,Bojan Bogdanovic,Rudy Gobert,Stephen Curry,Andrew Wiggins,D.J. Augustin
Jrue Holiday,Andrew Wiggins,Khris Middleton,Bojan Bogdanovic,Rudy Gobert,LeBron James,Josh Hart,Marc Gasol
D.J. Augustin,Alex Caruso,Khris Middleton,Julius Randle,Rudy Gobert,Lonzo Ball,Draymond Green,LeBron James
D.J. Augustin,J.J. Redick,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Draymond Green,Montrezl Harrell
Jrue Holiday,Nickeil Alexander-Walker,Bojan Bogdanovic,Julius Randle,Rudy Gobert,D.J. Augustin,LeBron James,Montrezl Harrell
Alex Caruso,Andrew Wiggins,Khris Middleton,Julius Randle,Rudy Gobert,LeBron James,Bobby Portis,Derrick Favors
Jrue Holiday,Alex Caruso,Khris Middleton,Draymond Green,Rudy Gobert,Jordan Clarkson,LeBron James,James Wiseman
Mike Conley,Andrew Wiggins,Khris Middleton,Bobby Portis,Rudy Gobert,LeBron James,Josh Hart,James Wiseman
Jrue Holiday,Alex Caruso,Kelly Oubre,Julius Randle,Rudy Gobert,LeBron James,Royce O'Neale,James Wiseman
D.J. Augustin,Alex Caruso,Khris Middleton,Julius Randle,Rudy Gobert,Andrew Wiggins,Anthony Davis,James Wiseman
Mike Conley,Eric Bledsoe,LeBron James,Julius Randle,Rudy Gobert,D.J. Augustin,Draymond Green,James Wiseman
Jrue Holiday,Alex Caruso,Khris Middleton,Draymond Green,Rudy Gobert,LeBron James,Josh Hart,Andrew Wiggins
