QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Deshaun Watson,Ezekiel Elliott,Duke Johnson,Brandin Cooks,Will Fuller,Marvin Jones,T.J. Hockenson,CeeDee Lamb,Dallas Cowboys
Deshaun Watson,Duke Johnson,Antonio Gibson,Brandin Cooks,Will Fuller,Marvin Jones,Jordan Akins,Terry McLaurin,Washington Football Team
Andy Dalton,Ezekiel Elliott,Duke Johnson,Brandin Cooks,Will Fuller,Amari Cooper,Dalton Schultz,Terry McLaurin,Houston Texans
