Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Tony Bradley,3100.00,PHI,C,IND,24.44,47.30
Dwight Howard,3800.00,PHI,C,IND,24.24,33.20
Kevin Durant,10100.00,BKN,SF/PF,WAS,59.23,48.30
Kyrie Irving,9300.00,BKN,PG,WAS,52.51,42.20
Terence Davis,3500.00,TOR,PG/SG,ORL,19.32,22.10
Pascal Siakam,7600.00,TOR,PF/C,ORL,41.72,39.20
Tobias Harris,7200.00,PHI,SF/PF,IND,39.28,30.20
Nikola Vucevic,8700.00,ORL,C,TOR,47.46,29.20
Bruce Brown,3800.00,BKN,SG/SF,WAS,20.68,24.10
Shake Milton,4100.00,PHI,PG/SG,IND,22.3,23.10
Kyle Lowry,7200.00,TOR,PG,ORL,39.02,25.10
Collin Sexton,6800.00,CLE,PG/SG,MIN,36.33,22.10
Ben Simmons,7900.00,PHI,PG/SF,IND,41.96,35.20
Jeremy Lamb,5200.00,IND,SG/SF,PHI,27.46,19.10
Seth Curry,4500.00,PHI,SG,IND,23.78,34.20
Andre Drummond,8400.00,CLE,C,MIN,44.3,18.10
Fred VanVleet,7700.00,TOR,PG/SG,ORL,40.11,20.10
Malik Beasley,6600.00,MIN,SG,CLE,34.02,17.10
Jaden McDaniels,3200.00,MIN,PF,CLE,16.37,16.10
Domantas Sabonis,9100.00,IND,PF/C,PHI,46.45,17.10
Justin Holiday,4900.00,IND,SG/SF,PHI,24.92,8.00
Darius Garland,5600.00,CLE,PG,MIN,28.44,13.10
D'Angelo Russell,7600.00,MIN,PG/SG,CLE,38.56,15.10
Naz Reid,5700.00,MIN,C,CLE,28.36,7.00
Aaron Gordon,7000.00,ORL,PG/SF,TOR,34.88,17.10
Malcolm Brogdon,8300.00,IND,PG,PHI,41.09,8.00
Cole Anthony,5400.00,ORL,PG,TOR,26.63,10.10
Davis Bertans,4700.00,WAS,PF,BKN,23.09,11.10
Yuta Watanabe,3300.00,TOR,SF/PF,ORL,16.18,9.00
Landry Shamet,3100.00,BKN,SG,WAS,15.15,11.10
Aron Baynes,3700.00,TOR,C,ORL,18,6.00
Bradley Beal,10200.00,WAS,SG,BKN,49.55,12.10
Khem Birch,4000.00,ORL,C,TOR,19.4,5.00
Russell Westbrook,9000.00,WAS,PG,BKN,43.38,12.10
Danny Green,4500.00,PHI,SF,IND,21.63,9.00
Taurean Prince,4300.00,CLE,SF/PF,MIN,20.46,8.00
Timothe Luwawu-Cabarrot,3700.00,BKN,SF/PF,WAS,17.53,11.10
Jarred Vanderbilt,5300.00,MIN,PF/C,CLE,25.07,8.00
DeAndre Jordan,5200.00,BKN,C,WAS,24.19,2.00
Evan Fournier,6500.00,ORL,SG,TOR,30.19,5.00
Joe Harris,5500.00,BKN,SG/SF,WAS,25.34,6.00
Terrence Ross,5400.00,ORL,SG/SF,TOR,24.76,6.00
Myles Turner,7400.00,IND,C,PHI,33.07,2.00
Dylan Windler,3300.00,CLE,SG/SF,MIN,14.55,5.00
Isaac Okoro,3900.00,CLE,SF/PF,MIN,17.17,4.00
Anthony Edwards,5300.00,MIN,SG/SF,CLE,23.22,3.00
Rui Hachimura,5100.00,WAS,PF,BKN,22.33,5.00
Jarrett Allen,5400.00,CLE,C,MIN,22.91,2.00
Matisse Thybulle,3200.00,PHI,SF,IND,13.57,0.10
Chris Boucher,5600.00,TOR,C,ORL,23.52,0.10
Larry Nance Jr.,6500.00,CLE,PF/C,MIN,27,1.00
Doug McDermott,4800.00,IND,SF/PF,PHI,19.62,0.10
DeAndre Bembry,3100.00,TOR,SG/SF,ORL,12.62,5.00
Deni Avdija,4100.00,WAS,SF/PF,BKN,16.01,0.10
Jeff Green,4900.00,BKN,PF/C,WAS,18.97,0.10
Jake Layman,3500.00,MIN,SF/PF,CLE,13.37,2.00
Gary Clark,3400.00,ORL,PF/C,TOR,12.89,0.10
Aaron Holiday,3100.00,IND,PG/SG,PHI,11.74,1.00
Ricky Rubio,4800.00,MIN,PG,CLE,17.97,0.10
Robin Lopez,4200.00,WAS,C,BKN,15.63,0.10
Stanley Johnson,4000.00,TOR,PF,ORL,14.35,0.10
Cedi Osman,5000.00,CLE,SF/PF,MIN,17.9,0.10
Ish Smith,4300.00,WAS,PG,BKN,15.04,0.10
Troy Brown Jr.,3000.00,WAS,SF,BKN,10.48,1.00
James Ennis III,3400.00,ORL,SF,TOR,11.77,0.10
Josh Okogie,3400.00,MIN,SF,CLE,11.73,0.10
Furkan Korkmaz,3200.00,PHI,SG/SF,IND,10.91,0.10
Alex Len,3500.00,WAS,C,BKN,11.91,0.10
T.J. McConnell,5100.00,IND,PG,PHI,16.76,0.10
Reggie Perry,3600.00,BKN,PF/C,WAS,11.44,0.10
Dwayne Bacon,3600.00,ORL,SG/SF,TOR,11.24,0.10
Tyrese Maxey,3400.00,PHI,PG/SG,IND,10.31,1.00
Goga Bitadze,3000.00,IND,C,PHI,8.78,0.10
Ed Davis,3300.00,MIN,C,CLE,9.1,0.10
Isaac Bonga,3100.00,WAS,SF/PF,BKN,8.45,0.10
Jaylen Nowell,3300.00,MIN,SG,CLE,7.51,0.10
Moe Wagner,3200.00,WAS,C,BKN,6.91,0.10
Jerome Robinson,4200.00,WAS,SG/SF,BKN,8.97,0.10
Matt Thomas,3000.00,TOR,SG,ORL,4.93,0.10
