QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Washington Football Team
Josh Allen,Antonio Gibson,Jonathan Taylor,Stefon Diggs,Terry McLaurin,Zach Pascal,Dawson Knox,Cole Beasley,Seattle Seahawks
Russell Wilson,Cam Akers,Ronald Jones,Stefon Diggs,Robert Woods,Tyler Lockett,Jacob Hollister,Cooper Kupp,Tampa Bay Buccaneers
Tom Brady,Cam Akers,Antonio Gibson,Robert Woods,Terry McLaurin,D.K. Metcalf,Rob Gronkowski,Chris Godwin,Indianapolis Colts
Philip Rivers,Jonathan Taylor,J.D. McKissic,T.Y. Hilton,Stefon Diggs,Robert Woods,Jack Doyle,Chris Godwin,Los Angeles Rams
Tom Brady,Ronald Jones,Nyheim Hines,Stefon Diggs,Antonio Brown,Chris Godwin,Logan Thomas,Cam Sims,Seattle Seahawks
Jared Goff,Chris Carson,Jonathan Taylor,T.Y. Hilton,Terry McLaurin,Tyler Lockett,Tyler Higbee,Cooper Kupp,Indianapolis Colts
Russell Wilson,Chris Carson,Antonio Gibson,D.K. Metcalf,Tyler Lockett,Cole Beasley,Gerald Everett,Antonio Brown,Buffalo Bills
Josh Allen,Ronald Jones,Jonathan Taylor,John Brown,Chris Godwin,Mike Evans,Trey Burton,Gabriel Davis,Tampa Bay Buccaneers
Tom Brady,J.D. McKissic,Zack Moss,Stefon Diggs,Terry McLaurin,Tyler Lockett,Cameron Brate,Mike Evans,Buffalo Bills
Tom Brady,Cam Akers,Jonathan Taylor,Cole Beasley,Cooper Kupp,Mike Evans,Logan Thomas,Scotty Miller,Los Angeles Rams
Philip Rivers,Antonio Gibson,Ronald Jones,T.Y. Hilton,John Brown,Tyler Lockett,Rob Gronkowski,Michael Pittman,Seattle Seahawks
Jared Goff,Nyheim Hines,Zack Moss,John Brown,Robert Woods,D.K. Metcalf,Tyler Higbee,Antonio Brown,Tampa Bay Buccaneers
Russell Wilson,Ronald Jones,Jonathan Taylor,D.K. Metcalf,Josh Reynolds,David Moore,Logan Thomas,J.D. McKissic,Indianapolis Colts
Philip Rivers,Chris Carson,Leonard Fournette,Stefon Diggs,Zach Pascal,Antonio Brown,Mo Alie-Cox,Mike Evans,Tampa Bay Buccaneers
Jared Goff,Antonio Gibson,Leonard Fournette,Stefon Diggs,Chris Godwin,Cooper Kupp,Will Dissly,Josh Reynolds,Buffalo Bills
Josh Allen,Nyheim Hines,Zack Moss,Stefon Diggs,Cooper Kupp,Michael Pittman,Rob Gronkowski,Gabriel Davis,Los Angeles Rams
Josh Allen,Nyheim Hines,J.D. McKissic,Robert Woods,Tyler Lockett,Cole Beasley,Trey Burton,Isaiah McKenzie,Washington Football Team
Russell Wilson,Jonathan Taylor,Devin Singletary,John Brown,Robert Woods,Terry McLaurin,Will Dissly,Greg Olsen,Washington Football Team
Taylor Heinicke,Antonio Gibson,Zack Moss,T.Y. Hilton,Terry McLaurin,Antonio Brown,Logan Thomas,Leonard Fournette,Los Angeles Rams
