QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Washington Football Team
Josh Allen,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Robert Woods,Dawson Knox,Terry McLaurin,Los Angeles Rams
Josh Allen,Ronald Jones,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,John Brown,Jacob Hollister,Terry McLaurin,Seattle Seahawks
Josh Allen,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Robert Woods,Jack Doyle,Tyler Lockett,Tampa Bay Buccaneers
Josh Allen,Chris Carson,Antonio Gibson,Stefon Diggs,Terry McLaurin,Zach Pascal,Logan Thomas,Cole Beasley,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Cole Beasley,Tyler Higbee,Zack Moss,Tampa Bay Buccaneers
Philip Rivers,Chris Carson,Antonio Gibson,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Jack Doyle,Jonathan Taylor,Seattle Seahawks
Josh Allen,Chris Carson,Nyheim Hines,T.Y. Hilton,Stefon Diggs,Tyler Lockett,Dawson Knox,Antonio Brown,Seattle Seahawks
Josh Allen,Antonio Gibson,Nyheim Hines,Stefon Diggs,John Brown,D.K. Metcalf,Trey Burton,Chris Godwin,Seattle Seahawks
Russell Wilson,Cam Akers,Chris Carson,Stefon Diggs,Robert Woods,Terry McLaurin,Jacob Hollister,Tyler Lockett,Washington Football Team
Russell Wilson,Cam Akers,Antonio Gibson,T.Y. Hilton,Robert Woods,D.K. Metcalf,Logan Thomas,Tyler Lockett,Indianapolis Colts
Josh Allen,Antonio Gibson,Jonathan Taylor,Stefon Diggs,John Brown,Robert Woods,Tyler Higbee,Zach Pascal,Washington Football Team
Josh Allen,Cam Akers,Chris Carson,Stefon Diggs,Zach Pascal,Chris Godwin,Dawson Knox,Cooper Kupp,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Jonathan Taylor,Stefon Diggs,John Brown,Antonio Brown,Trey Burton,J.D. McKissic,Los Angeles Rams
Russell Wilson,Chris Carson,Nyheim Hines,Stefon Diggs,John Brown,D.K. Metcalf,Tyler Higbee,Tyler Lockett,Tampa Bay Buccaneers
Philip Rivers,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Zach Pascal,Logan Thomas,Chris Godwin,Los Angeles Rams
Tom Brady,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Terry McLaurin,Rob Gronkowski,Chris Godwin,Los Angeles Rams
Josh Allen,Cam Akers,Antonio Gibson,Stefon Diggs,Tyler Lockett,Cole Beasley,Trey Burton,Cooper Kupp,Washington Football Team
Jared Goff,Cam Akers,Chris Carson,Stefon Diggs,Robert Woods,D.K. Metcalf,Gerald Everett,Antonio Brown,Tampa Bay Buccaneers
Tom Brady,Cam Akers,Chris Carson,T.Y. Hilton,Terry McLaurin,Antonio Brown,Logan Thomas,Chris Godwin,Indianapolis Colts
