Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1567973042,perelli28 (1/20),0,177.25,OF Corey Dickerson 1B Jesús Aguilar OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Robbie Ray OF Kevin Pillar P Cal Quantrill 2B Luis Urías SS Fernando Tatis Jr.,,Walker Buehler,P,61.93%,24.7
2,1568019752,saprap4691,0,175.45,3B Evan Longoria SS Jean Segura OF Corey Dickerson OF Bryce Harper C J.T. Realmuto OF Ryan Court P Walker Buehler P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías,,Manny Machado,3B,42.05%,0
3,1568037811,sturtle,0,172.25,2B Donovan Solano 3B Evan Longoria C Stephen Vogt SS Jean Segura OF Corey Dickerson OF Bryce Harper P Robbie Ray OF Kevin Pillar P Cal Quantrill 1B Rhys Hoskins,,Drew Smyly,P,41.31%,6.75
4,1568027628,ma1nevent1 (18/20),0,170.45,SS Jean Segura OF Corey Dickerson 2B César Hernández OF Bryce Harper C J.T. Realmuto OF Ryan Court 1B Daniel Vogelbach 3B Matt Duffy P Walker Buehler P Cal Quantrill,,Fernando Tatis Jr.,SS,33.83%,23
5,1567988827,archies7saints (4/9),0,168.6,2B Donovan Solano C Stephen Vogt OF Charlie Blackmon 3B Kyle Seager OF Bryce Harper P Marco Gonzales OF Hunter Renfroe 1B Daniel Vogelbach P Cal Quantrill SS Fernando Tatis Jr.,,A.J. Pollock,OF,28.96%,2
6,1568019020,MNRaider (2/20),0,168.45,SS Jean Segura OF A.J. Pollock OF Corey Dickerson OF Bryce Harper C J.T. Realmuto 3B Matt Duffy P Walker Buehler P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías,,Travis d'Arnaud,C,26.22%,0
7,1568043772,Wrigley81,0,162.6,1B Eric Hosmer OF Wil Myers OF Bryce Harper 3B Manny Machado P Marco Gonzales OF Hunter Renfroe 2B Ketel Marte C Carson Kelly P Cal Quantrill SS Fernando Tatis Jr.,,Bryce Harper,OF,25.19%,36
8,1568055671,lownsberryr (7/7),0,162.25,3B Evan Longoria C Buster Posey OF Corey Dickerson OF Bryce Harper P Robbie Ray P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías OF Adam Haseley SS Fernando Tatis Jr.,,Jesús Aguilar,1B,25.07%,2
9,1568013048,SSchus87 (1/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Robbie Ray,P,23.24%,20.5
9,1568013075,SSchus87 (2/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Tommy Pham,OF,22.59%,9
9,1568013088,SSchus87 (3/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Luis Urías,2B,21.22%,14
9,1568013092,SSchus87 (4/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Hunter Renfroe,OF,21.07%,6
9,1568017788,SSchus87 (11/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Charlie Blackmon,OF,20.32%,6
9,1568017791,SSchus87 (12/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Wil Myers,OF,19.97%,5
9,1568017798,SSchus87 (13/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Justin Turner,3B,19.73%,2
9,1568017807,SSchus87 (14/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Will Smith,C,19.64%,7
9,1568017812,SSchus87 (15/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Cal Quantrill,P,19.35%,26.75
9,1568017823,SSchus87 (16/20),0,161.6,1B Eric Hosmer OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Hunter Renfroe P Cal Quantrill SS Fernando Tatis Jr.,,Cody Bellinger,OF,18.66%,2
19,1568019023,MNRaider (5/20),0,161.25,OF Tommy Pham SS Jean Segura OF Corey Dickerson OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Robbie Ray P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías,,Max Muncy,2B,17.68%,0
20,1567633807,Bulldog3311,0,160.6,3B Justin Turner OF Charlie Blackmon OF Corey Dickerson OF Bryce Harper P Marco Gonzales P Cal Quantrill C Francisco Mejía 1B Rhys Hoskins 2B Mike Brosseau SS Fernando Tatis Jr.,,Tim Lopes,OF,17.44%,0
20,1568022148,drummerforever1982 (1/20),0,160.6,1B Eric Hosmer OF Wil Myers OF Corey Dickerson 2B Max Muncy OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales P Cal Quantrill SS Fernando Tatis Jr.,,Austin Meadows,OF,16.93%,5
22,1568003642,kibbytwo,0,160.35,1B Daniel Murphy OF Corey Dickerson OF Bryce Harper 3B Manny Machado C Tony Wolters P Robbie Ray P Marco Gonzales OF Ryan Court 2B Luis Urías SS Fernando Tatis Jr.,,Kristopher Negrón,OF,16.69%,0
23,1568066531,russg429 (2/3),0,160.25,3B Eduardo Escobar OF Corey Dickerson OF Bryce Harper P Robbie Ray 2B Ketel Marte 1B Daniel Vogelbach OF Manuel Margot C Carson Kelly SS J.P. Crawford P Cal Quantrill,,Marco Gonzales,P,16.68%,22.85
24,1568029217,QuietDeath,0,159.6,OF Corey Dickerson 2B César Hernández OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Marco Gonzales OF Ketel Marte P Cal Quantrill 1B Rhys Hoskins SS Fernando Tatis Jr.,,Rhys Hoskins,1B,16.46%,9
25,1567446249,Patti1Putt (3/6),0,159.45,3B Justin Turner OF Bryce Harper C J.T. Realmuto OF Hunter Renfroe OF Manuel Margot P Walker Buehler P Cal Quantrill 1B Tyler White 2B Luis Urías SS Fernando Tatis Jr.,,Ketel Marte,2B,15.36%,3
26,1568000499,dudley954 (1/4),0,158.6,3B Evan Longoria OF A.J. Pollock OF Corey Dickerson 1B Christian Walker OF Bryce Harper C J.T. Realmuto P Marco Gonzales 2B Ketel Marte P Cal Quantrill SS Fernando Tatis Jr.,,Tyler Beede,P,15.13%,11.65
27,1567401869,smokindavis (17/20),0,158.5,1B Eric Hosmer OF Corey Dickerson OF Bryce Harper C J.T. Realmuto P Drew Smyly P Cal Quantrill 2B Luis Urías 3B Scott Kingery OF Adam Haseley SS Fernando Tatis Jr.,,Francisco Mejía,C,15.13%,8
28,1567827840,Babyrocko1908 (2/5),0,158.45,3B Justin Turner OF Kristopher Negrón SS Jean Segura OF Corey Dickerson OF Bryce Harper C J.T. Realmuto P Walker Buehler P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías,,J.T. Realmuto,C,14.53%,17
28,1567972370,Tonythumbs (1/2),0,158.45,SS Jean Segura OF Corey Dickerson OF Bryce Harper C Tony Wolters OF Kevin Pillar P Walker Buehler P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías 3B Scott Kingery,,Avisaíl García,OF,14.01%,0
28,1567991073,getloose (7/20),0,158.45,OF A.J. Pollock OF Bryce Harper 3B Manny Machado OF Hunter Renfroe 1B Ryan Court P Walker Buehler P Cal Quantrill 2B Luis Urías C Will Smith SS Fernando Tatis Jr.,,Mike Brosseau,3B,13.53%,5
31,1567400218,4th_and_29 (20/20),0,158.25,SS Jean Segura OF Corey Dickerson OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Robbie Ray OF Hunter Renfroe P Cal Quantrill 1B Rhys Hoskins 2B Luis Urías,,César Hernández,2B,12.68%,0
31,1567548400,stephrocks77,0,158.25,2B Donovan Solano SS Brandon Crawford OF Corey Dickerson OF Bryce Harper C J.T. Realmuto P Robbie Ray OF Kevin Pillar P Cal Quantrill 1B Rhys Hoskins 3B Scott Kingery,,Nolan Arenado,3B,12.14%,7
33,1568023049,serg270679 (8/20),0,157.5,2B Donovan Solano OF Charlie Blackmon OF Corey Dickerson OF Bryce Harper 3B Manny Machado C J.T. Realmuto P Drew Smyly P Cal Quantrill 1B Rhys Hoskins SS Fernando Tatis Jr.,,Jean Segura,SS,11.85%,7
33,1568055916,jbucci,0,157.5,3B Nolan Arenado OF Corey Dickerson OF Bryce Harper C J.T. Realmuto P Drew Smyly OF Austin Meadows P Cal Quantrill 1B Rhys Hoskins 2B Mike Brosseau SS Fernando Tatis Jr.,,Corey Dickerson,OF,11.47%,22
35,1567925801,bre1124,0,157.45,1B Jesús Aguilar OF Bryce Harper C Tony Wolters OF Kevin Pillar 3B Matt Duffy P Walker Buehler OF Cody Bellinger P Cal Quantrill 2B Luis Urías SS Fernando Tatis Jr.,,Jalen Beeks,P,10.93%,10.05
