Race,Date,Track Name,Laps,Track Length,Finishing Position,Starting Position,Driver,Car Brand,Laps Led,Qualifying Rank,Qualifying Time,Qualifying Speed,Practice Rank,Practice Time,Practice Speed,Pass Differential,Quality Passes,Driver Rating,Fastest Laps,Fantasy Points,Qualifying/Practice Rank
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,1,13,Jamie McMurray,Chevrolet,2,19,47.470   ,189.593   ,-1,-1,-1,-3,306,100.2,2,59.5,19
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,2,2,"Dale Earnhardt, Jr.",Chevrolet,4,2,47.142   ,190.913   ,-1,-1,-1,9,197,92.1,2,44,2
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,3,23,Greg Biffle,Ford,27,37,47.768   ,188.411   ,-1,-1,-1,-1,187,111,2,68.75,37
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,4,9,Clint Bowyer,Chevrolet,37,8,47.339   ,190.118   ,-1,-1,-1,-8,240,119.4,5,56.75,8
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,5,20,David Reutimann,Toyota,0,22,47.540   ,189.314   ,-1,-1,-1,7,179,80.5,2,55,22
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,6,14,"Martin Truex, Jr.",Toyota,3,33,47.688   ,188.727   ,-1,-1,-1,14,304,111,0,46.75,33
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,7,5,Kevin Harvick,Chevrolet,41,30,47.620   ,188.996   ,-1,-1,-1,13,284,125,3,46.75,30
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,8,24,Matt Kenseth,Ford,0,11,47.356   ,190.050   ,-1,-1,-1,35,31,66.7,6,55,11
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,9,27,Carl Edwards,Ford,0,26,47.570   ,189.195   ,-1,-1,-1,29,239,93.2,7,56.5,26
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,10,8,Juan Pablo Montoya,Chevrolet,2,5,47.267   ,190.408   ,-1,-1,-1,9,292,94.8,3,34,5
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,11,39,Jeff Burton,Chevrolet,0,31,47.653   ,188.865   ,-1,-1,-1,23,141,72.8,6,64,31
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,12,1,Mark Martin,Chevrolet,11,1,47.074   ,191.188   ,-1,-1,-1,-26,88,67.9,5,26.25,1
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,13,32,Paul Menard,Ford,0,23,47.545   ,189.294   ,-1,-1,-1,-18,39,66,5,52.5,23
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,14,7,Kyle Busch,Toyota,3,9,47.355   ,190.054   ,-1,-1,-1,6,260,96.3,10,28.75,9
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,15,22,Brian Vickers,Toyota,0,35,47.713   ,188.628   ,-1,-1,-1,19,191,71.3,4,38,35
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,16,19,David Ragan,Ford,2,24,47.548   ,189.282   ,-1,-1,-1,1,202,76.7,2,32.5,24
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,17,25,Denny Hamlin,Toyota,1,27,47.601   ,189.072   ,-1,-1,-1,8,123,68,5,37.75,27
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,18,43,Michael Waltrip,Toyota,0,20,47.505   ,189.454   ,-1,-1,-1,14,3,66.8,10,56,20
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,19,30,Scott Speed,Toyota,12,13,47.379   ,189.958   ,-1,-1,-1,-20,34,73.8,3,40.5,13
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,20,16,Joey Logano,Toyota,1,17,47.445   ,189.693   ,-1,-1,-1,-1,49,61.1,1,20.75,17
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,21,42,Bobby Labonte,Chevrolet,0,18,47.452   ,189.665   ,-1,-1,-1,-18,0,60.5,6,47,18
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,22,6,Tony Stewart,Chevrolet,0,21,47.525   ,189.374   ,-1,-1,-1,-8,107,67.6,3,7.5,21
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,23,10,Kurt Busch,Dodge,33,7,47.279   ,190.359   ,-1,-1,-1,7,172,95.1,5,18.75,7
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,24,12,Elliott Sadler,Ford,9,36,47.737   ,188.533   ,-1,-1,-1,-15,177,85,2,11.25,36
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,25,38,Boris Said,Ford,1,48,48.152   ,186.908   ,-1,-1,-1,1,11,49.2,2,33.25,48
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,26,21,Jeff Gordon,Chevrolet,2,10,47.356   ,190.050   ,-1,-1,-1,-4,210,88.2,4,15.5,10
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,27,40,Bill Elliott,Ford,0,4,47.226   ,190.573   ,-1,-1,-1,-1,0,51.1,7,33.5,4
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,28,34,Robby Gordon,Toyota,1,32,47.686   ,188.735   ,-1,-1,-1,3,29,52.1,7,25.75,32
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,29,35,Travis Kvapil,Ford,1,45,48.055   ,187.285   ,-1,-1,-1,-10,2,55.5,5,23.75,45
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,30,4,Kasey Kahne,Ford,4,28,47.605   ,189.056   ,-1,-1,-1,-10,265,91,5,-8.5,28
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,31,37,"Robert Richardson, Jr.",Ford,0,44,48.054   ,187.289   ,-1,-1,-1,-23,0,50.8,4,21,44
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,32,15,A.J. Allmendinger,Ford,11,25,47.555   ,189.255   ,-1,-1,-1,34,125,84.9,14,4.75,25
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,33,29,Michael McDowell,Toyota,0,50,48.407   ,185.924   ,-1,-1,-1,-27,0,33.5,1,7.5,50
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,34,17,Ryan Newman,Chevrolet,0,3,47.225   ,190.577   ,-1,-1,-1,-1,40,50.2,3,-5.5,3
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,35,3,Jimmie Johnson,Chevrolet,0,6,47.279   ,190.359   ,-1,-1,-1,7,160,67,2,-22,6
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,36,26,Brad Keselowski,Dodge,0,15,47.434   ,189.737   ,-1,-1,-1,5,0,46,3,-0.5,15
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,37,36,"Sam Hornish, Jr.",Dodge,0,12,47.356   ,190.050   ,-1,-1,-1,12,0,39.4,1,6.5,12
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,38,33,John Andretti,Ford,0,42,47.997   ,187.512   ,-1,-1,-1,-7,0,44.6,1,1.5,42
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,39,11,Regan Smith,Chevrolet,0,34,47.695   ,188.699   ,-1,-1,-1,-13,3,29,0,-23,34
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,40,31,Max Papis,Toyota,0,40,47.822   ,188.198   ,-1,-1,-1,-21,0,26.8,0,-5,40
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,41,18,Marcos Ambrose,Toyota,0,14,47.429   ,189.757   ,-1,-1,-1,0,30,51.7,1,-22.5,14
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,42,28,Mike Bliss,Chevrolet,0,29,47.606   ,189.052   ,-1,-1,-1,-8,0,30.5,0,-14,29
2010_Daytona_500,2/14/2010,Daytona International Speedway,200,2.5,43,41,Joe Nemechek,Toyota,0,16,47.441   ,189.709   ,-1,-1,-1,-13,0,41.9,0,-2,16
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,1,7,Jimmie Johnson,Chevrolet,101,7,39.368   ,182.890   ,-1,-1,-1,-6,68,141.8,31,92.75,7
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,2,6,Kevin Harvick,Chevrolet,27,6,39.366   ,182.899   ,-1,-1,-1,24,80,117,29,67.25,6
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,3,14,Jeff Burton,Chevrolet,46,14,39.542   ,182.085   ,-1,-1,-1,35,122,119.3,24,75.5,14
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,4,10,Mark Martin,Chevrolet,5,10,39.400   ,182.741   ,-1,-1,-1,9,72,118,17,55.75,10
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,5,19,Joey Logano,Toyota,0,19,39.632   ,181.671   ,-1,-1,-1,0,69,85.9,1,53.5,19
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,6,12,Kurt Busch,Dodge,1,12,39.497   ,182.292   ,-1,-1,-1,-12,116,95.3,0,44.25,12
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,7,20,Matt Kenseth,Ford,0,20,39.669   ,181.502   ,-1,-1,-1,-3,63,94,0,50,20
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,8,3,Clint Bowyer,Chevrolet,2,3,39.317   ,183.127   ,-1,-1,-1,8,93,114.6,20,41.5,3
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,9,16,Tony Stewart,Chevrolet,0,16,39.586   ,181.882   ,-1,-1,-1,10,63,88.5,6,45,16
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,10,35,Greg Biffle,Ford,0,36,39.928   ,180.325   ,-1,-1,-1,13,97,90.6,6,62,36
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,11,13,Scott Speed,Toyota,3,13,39.518   ,182.195   ,-1,-1,-1,6,60,74,0,35.75,13
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,12,23,Brian Vickers,Toyota,5,23,39.710   ,181.315   ,-1,-1,-1,20,104,102.1,14,51.25,23
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,13,31,Carl Edwards,Ford,0,31,39.830   ,180.768   ,-1,-1,-1,13,75,82.1,3,50.5,31
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,14,9,Kyle Busch,Toyota,11,9,39.390   ,182.788   ,-1,-1,-1,9,92,97.5,8,31.75,9
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,15,11,David Reutimann,Toyota,0,11,39.431   ,182.597   ,-1,-1,-1,5,87,81.2,0,25,11
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,16,8,"Sam Hornish, Jr.",Dodge,0,8,39.385   ,182.811   ,-1,-1,-1,-34,20,74.2,0,20,8
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,17,1,Jamie McMurray,Chevrolet,0,1,39.185   ,183.744   ,-1,-1,-1,-10,41,75.7,0,11,1
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,18,36,Paul Menard,Ford,0,37,39.982   ,180.081   ,-1,-1,-1,-6,13,61,0,44,37
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,19,22,Regan Smith,Chevrolet,0,22,39.708   ,181.324   ,-1,-1,-1,12,26,59.9,3,29.5,22
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,20,28,Jeff Gordon,Chevrolet,11,28,39.767   ,181.055   ,-1,-1,-1,-17,84,86.9,20,44.75,28
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,21,21,Brad Keselowski,Dodge,0,21,39.706   ,181.333   ,-1,-1,-1,5,32,66,2,24,21
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,22,17,Mike Bliss,Chevrolet,0,17,39.615   ,181.749   ,-1,-1,-1,-23,24,56.6,2,18,17
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,23,15,David Ragan,Ford,0,15,39.566   ,181.974   ,-1,-1,-1,-33,22,61.3,0,13,15
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,24,37,Elliott Sadler,Ford,0,38,40.018   ,179.919   ,-1,-1,-1,12,0,47.2,0,33,38
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,25,29,A.J. Allmendinger,Ford,0,29,39.770   ,181.041   ,-1,-1,-1,-1,14,56.3,0,23,29
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,26,41,David Gilliland,Ford,0,45,40.861   ,176.207   ,-1,-1,-1,14,0,43.1,0,33,45
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,27,33,Bobby Labonte,Chevrolet,0,33,39.870   ,180.587   ,-1,-1,-1,7,12,49.4,0,23,33
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,28,43,Max Papis,Toyota,0,35,39.889   ,180.501   ,-1,-1,-1,-2,0,35.6,0,31,35
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,29,25,Denny Hamlin,Toyota,6,25,39.713   ,181.301   ,-1,-1,-1,16,55,63.1,1,13,25
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,30,39,Travis Kvapil,Ford,0,41,40.229   ,178.975   ,-1,-1,-1,26,12,41.5,4,25,41
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,31,38,Kevin Conway,Ford,0,40,40.158   ,179.292   ,-1,-1,-1,4,0,31.9,0,20,40
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,32,27,"Dale Earnhardt, Jr.",Chevrolet,0,27,39.755   ,181.109   ,-1,-1,-1,-16,7,57.8,0,7,27
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,33,40,Robby Gordon,Toyota,0,44,40.839   ,176.302   ,-1,-1,-1,2,0,35.5,0,18,44
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,34,4,Kasey Kahne,Ford,0,4,39.363   ,182.913   ,-1,-1,-1,-7,22,72.7,5,-17.5,4
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,35,26,Marcos Ambrose,Toyota,0,26,39.729   ,181.228   ,-1,-1,-1,-15,0,46,0,0,26
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,36,18,Ryan Newman,Chevrolet,0,18,39.620   ,181.726   ,-1,-1,-1,-8,62,72.9,0,-10,18
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,37,2,Juan Pablo Montoya,Chevrolet,29,2,39.242   ,183.477   ,-1,-1,-1,10,27,89.9,14,-13.75,2
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,38,42,Boris Said,Ford,0,46,   ,   ,-1,-1,-1,3,0,25.8,0,10,46
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,39,34,"Martin Truex, Jr.",Toyota,0,34,39.884   ,180.524   ,-1,-1,-1,4,18,57.4,4,2,34
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,40,32,Joe Nemechek,Toyota,0,32,39.833   ,180.755   ,-1,-1,-1,-9,0,31,0,-4,32
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,41,5,Dave Blaney,Toyota,3,5,39.364   ,182.908   ,-1,-1,-1,-36,15,38.4,0,-35.25,5
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,42,30,Michael McDowell,Toyota,0,30,39.802   ,180.895   ,-1,-1,-1,-11,14,34.6,0,-12,30
2010_Auto_Club_500,2/21/2010,Auto Club Speedway,250,2,43,24,Aric Almirola,Chevrolet,0,24,39.710   ,181.315   ,-1,-1,-1,-18,0,30.4,0,-19,24
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,1,20,Jimmie Johnson,Chevrolet,18,20,29.038   ,185.963   ,-1,-1,-1,20,46,130.2,45,92,20
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,2,34,Kevin Harvick,Chevrolet,2,34,29.335   ,184.080   ,-1,-1,-1,23,25,107.3,20,84.5,34
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,3,2,Jeff Gordon,Chevrolet,219,2,28.625   ,188.646   ,-1,-1,-1,2,29,144.2,73,131.25,2
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,4,8,Mark Martin,Chevrolet,0,8,28.800   ,187.500   ,-1,-1,-1,-4,40,101.1,2,45,8
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,5,11,Matt Kenseth,Ford,9,11,28.916   ,186.748   ,-1,-1,-1,8,68,115.9,30,62.25,11
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,6,6,Joey Logano,Toyota,0,6,28.783   ,187.611   ,-1,-1,-1,-11,53,94,3,39.5,6
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,7,9,Tony Stewart,Chevrolet,7,9,28.886   ,186.942   ,-1,-1,-1,4,51,108.1,13,47.25,9
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,8,13,Clint Bowyer,Chevrolet,3,13,28.947   ,186.548   ,-1,-1,-1,3,56,89.4,0,41.75,13
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,9,19,Kasey Kahne,Ford,0,19,29.033   ,185.995   ,-1,-1,-1,14,38,87.2,2,46,19
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,10,7,Greg Biffle,Ford,4,7,28.785   ,187.598   ,-1,-1,-1,16,58,103.6,8,36,7
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,11,22,Jeff Burton,Chevrolet,0,22,29.127   ,185.395   ,-1,-1,-1,18,47,99.8,10,49,22
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,12,12,Carl Edwards,Ford,0,12,28.946   ,186.554   ,-1,-1,-1,-3,46,92,6,35,12
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,13,17,David Reutimann,Toyota,0,17,28.996   ,186.233   ,-1,-1,-1,2,56,82.5,0,35,17
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,14,32,Marcos Ambrose,Toyota,0,32,29.277   ,184.445   ,-1,-1,-1,15,34,78.9,1,48.5,32
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,15,5,Kyle Busch,Toyota,1,5,28.700   ,188.153   ,-1,-1,-1,-10,35,101.1,6,22.25,5
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,16,4,"Dale Earnhardt, Jr.",Chevrolet,0,4,28.697   ,188.173   ,-1,-1,-1,-9,29,82.5,0,16,4
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,17,26,Paul Menard,Ford,0,26,29.225   ,184.773   ,-1,-1,-1,5,13,66.2,0,36,26
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,18,3,Ryan Newman,Chevrolet,0,3,28.696   ,188.180   ,-1,-1,-1,-5,34,75.2,0,11,3
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,19,27,Denny Hamlin,Toyota,0,27,29.250   ,184.615   ,-1,-1,-1,9,11,67.9,0,33,27
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,20,35,"Martin Truex, Jr.",Toyota,0,35,29.354   ,183.961   ,-1,-1,-1,1,27,68.6,0,39,35
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,21,28,Regan Smith,Chevrolet,0,28,29.254   ,184.590   ,-1,-1,-1,0,13,61.3,0,30,28
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,22,23,Scott Speed,Toyota,4,23,29.152   ,185.236   ,-1,-1,-1,-22,18,65.6,0,24,23
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,23,18,David Ragan,Ford,0,18,29.003   ,186.188   ,-1,-1,-1,-16,7,62.6,1,16.5,18
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,24,25,Travis Kvapil,Ford,0,25,29.180   ,185.058   ,-1,-1,-1,-5,0,52.3,0,21,25
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,25,40,A.J. Allmendinger,Ford,0,42,29.828   ,181.038   ,-1,-1,-1,13,0,55.3,4,36,42
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,26,16,Brad Keselowski,Dodge,0,16,28.994   ,186.245   ,-1,-1,-1,-14,6,61.9,2,9,16
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,27,37,Elliott Sadler,Ford,0,37,29.433   ,183.468   ,-1,-1,-1,7,0,49.1,0,27,37
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,28,14,"Sam Hornish, Jr.",Dodge,0,14,28.963   ,186.445   ,-1,-1,-1,-13,18,56.8,1,2.5,14
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,29,36,Dave Blaney,Toyota,0,36,29.355   ,183.955   ,-1,-1,-1,7,0,45.6,0,22,36
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,30,38,David Gilliland,Ford,0,40,29.676   ,181.965   ,-1,-1,-1,14,0,40.9,0,22,40
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,31,31,Brian Vickers,Toyota,0,31,29.275   ,184.458   ,-1,-1,-1,-7,0,42.2,0,13,31
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,32,42,Robby Gordon,Toyota,0,45,   ,   ,-1,-1,-1,1,0,38,0,22,45
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,33,21,Max Papis,Toyota,0,21,29.111   ,185.497   ,-1,-1,-1,-16,0,37.4,0,-1,21
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,34,24,Jamie McMurray,Chevrolet,0,24,29.172   ,185.109   ,-1,-1,-1,2,7,51.7,0,0,24
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,35,1,Kurt Busch,Dodge,0,1,28.614   ,188.719   ,-1,-1,-1,-14,6,76.1,1,-24.5,1
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,36,39,Kevin Conway,Ford,0,41,29.696   ,181.843   ,-1,-1,-1,4,0,29.1,0,11,41
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,37,10,Juan Pablo Montoya,Chevrolet,0,10,28.909   ,186.793   ,-1,-1,-1,5,22,71.5,3,-18.5,10
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,38,29,Bobby Labonte,Chevrolet,0,29,29.260   ,184.552   ,-1,-1,-1,-11,0,44,0,-3,29
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,39,30,Mike Bliss,Chevrolet,0,30,29.262   ,184.540   ,-1,-1,-1,0,0,35.6,0,-4,30
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,40,41,Boris Said,Ford,0,44,30.580   ,176.586   ,-1,-1,-1,-4,0,26.9,0,5,44
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,41,15,Joe Nemechek,Toyota,0,15,28.977   ,186.355   ,-1,-1,-1,-19,5,43,0,-26,15
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,42,33,Michael McDowell,Toyota,0,33,29.278   ,184.439   ,-1,-1,-1,-9,0,29.9,0,-9,33
2010_Shelby_American,2/28/2010,Las Vegas Motor Speedway,267,1.5,43,43,Aric Almirola,Chevrolet,0,38,29.502   ,183.038   ,-1,-1,-1,-1,0,27.3,0,0,38
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,1,11,Kurt Busch,Dodge,129,11,29.018   ,191.054   ,-1,-1,-1,5,61,133.3,38,107.25,11
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,2,14,Matt Kenseth,Ford,0,14,29.058   ,190.791   ,-1,-1,-1,12,61,107.9,4,56,14
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,3,3,Juan Pablo Montoya,Chevrolet,3,3,28.859   ,192.106   ,-1,-1,-1,15,58,118,24,53.75,3
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,4,6,Kasey Kahne,Ford,144,6,28.922   ,191.688   ,-1,-1,-1,17,42,138.1,77,116.5,6
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,5,23,Paul Menard,Ford,1,23,29.181   ,189.987   ,-1,-1,-1,-7,54,88.7,3,58.75,23
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,6,25,A.J. Allmendinger,Ford,0,25,29.201   ,189.857   ,-1,-1,-1,11,77,99.9,2,58,25
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,7,26,Brian Vickers,Toyota,0,26,29.210   ,189.798   ,-1,-1,-1,30,66,89.6,1,56.5,26
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,8,13,Greg Biffle,Ford,0,13,29.049   ,190.850   ,-1,-1,-1,6,75,94.3,1,41.5,13
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,9,35,Kevin Harvick,Chevrolet,0,35,29.331   ,189.015   ,-1,-1,-1,4,9,66.7,0,61,35
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,10,32,Scott Speed,Toyota,0,32,29.321   ,189.079   ,-1,-1,-1,1,23,71.2,0,56,32
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,11,12,Marcos Ambrose,Toyota,0,12,29.036   ,190.935   ,-1,-1,-1,9,52,84.9,1,34.5,12
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,12,16,Jimmie Johnson,Chevrolet,0,16,29.081   ,190.640   ,-1,-1,-1,23,78,103.6,13,42.5,16
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,13,15,Tony Stewart,Chevrolet,0,15,29.073   ,190.692   ,-1,-1,-1,21,64,99.3,25,45.5,15
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,14,38,Regan Smith,Chevrolet,0,40,29.496   ,187.958   ,-1,-1,-1,-2,5,53,0,54,40
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,15,1,"Dale Earnhardt, Jr.",Chevrolet,0,1,28.761   ,192.761   ,-1,-1,-1,-30,11,88,3,16.5,1
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,16,34,Bill Elliott,Ford,1,34,29.330   ,189.021   ,-1,-1,-1,17,21,56.3,0,46.25,34
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,17,7,Ryan Newman,Chevrolet,0,7,28.943   ,191.549   ,-1,-1,-1,11,21,67.3,9,21.5,7
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,18,5,Jeff Gordon,Chevrolet,0,5,28.909   ,191.774   ,-1,-1,-1,-21,21,97.2,10,18,5
2010_Kobalt_Tools_500,3/7/2010,Atlanta Motor Speedway,325,1.54,19,8,Elliott Sadler,Ford,1,8,28.960   ,191.436   ,-1,-1,-1,-23,7,60.4,0,14.25,8
