Race,Date,Track Name,Laps,Track Length,Finishing Position,Starting Position,Driver,Car Brand,Laps Led,Qualifying Rank,Qualifying Time,Qualifying Speed,Practice Rank,Practice Time,Practice Speed,Pass Differential,Quality Passes,Driver Rating,Fastest Laps,Fantasy Points,Qualifying/Practice Rank
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,25,27,Casey Mears,Toyota,0,27,29.155   ,185.217   ,-1,-1,-1,-10,0,48.8,2,22,27
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,26,20,Brad Keselowski,Dodge,0,20,29.020   ,186.079   ,-1,-1,-1,-15,3,53,0,12,20
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,27,11,Jamie McMurray,Chevrolet,0,11,28.864   ,187.084   ,-1,-1,-1,-1,3,51.9,1,1.5,11
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,28,4,Greg Biffle,Ford,11,4,28.728   ,187.970   ,-1,-1,-1,-25,30,105.3,20,4.75,4
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,29,29,Mike Skinner,Ford,1,29,29.230   ,184.742   ,-1,-1,-1,8,15,42.3,0,15.25,29
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,30,37,Bill Elliott,Chevrolet,0,37,29.674   ,181.977   ,-1,-1,-1,-8,15,40.2,1,21.5,37
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,31,38,Robby Gordon,Dodge,0,39,29.768   ,181.403   ,-1,-1,-1,4,0,42.3,4,22,39
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,32,40,Andy Lally,Chevrolet,0,42,30.098   ,179.414   ,-1,-1,-1,-11,10,35.6,1,20.5,42
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,33,39,Travis Kvapil,Ford,0,40,29.790   ,181.269   ,-1,-1,-1,-9,10,34.3,0,17,40
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,34,34,Dave Blaney,Chevrolet,1,34,29.506   ,183.014   ,-1,-1,-1,-15,15,40.3,0,10.25,34
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,35,41,Tony Raines,Ford,0,43,30.457   ,177.299   ,-1,-1,-1,0,0,31,1,15.5,43
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,36,13,Jeff Gordon,Chevrolet,2,13,28.892   ,186.903   ,-1,-1,-1,-14,24,83,1,-14,13
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,37,35,David Gilliland,Ford,0,35,29.507   ,183.007   ,-1,-1,-1,6,8,45.1,0,5,35
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,38,5,Kyle Busch,Toyota,0,5,28.790   ,187.565   ,-1,-1,-1,-22,27,84.8,10,-22,5
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,39,12,Regan Smith,Chevrolet,0,12,28.864   ,187.084   ,-1,-1,-1,-14,5,52,0,-22,12
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,40,32,J.J. Yeley,Chevrolet,0,32,29.316   ,184.200   ,-1,-1,-1,-15,0,32.9,0,-4,32
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,41,43,Michael McDowell,Toyota,0,38,29.708   ,181.769   ,-1,-1,-1,-9,0,29.4,0,2,38
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,42,31,Joe Nemechek,Toyota,0,31,29.274   ,184.464   ,-1,-1,-1,-2,0,27.8,0,-11,31
2011_Kobalt_Tools_400,3/6/2011,Las Vegas Motor Speedway,267,1.5,43,36,Landon Cassill,Toyota,0,36,29.659   ,182.070   ,-1,-1,-1,8,0,29.1,0,-7,36
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,1,12,Kyle Busch,Toyota,153,12,15.123   ,126.880   ,-1,-1,-1,12,28,132.6,62,126.25,12
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,2,1,Carl Edwards,Ford,18,1,14.989   ,128.014   ,-1,-1,-1,-5,33,120.1,32,61.5,1
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,3,6,Jimmie Johnson,Chevrolet,164,6,15.059   ,127.419   ,-1,-1,-1,8,19,135.6,86,128,6
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,4,11,Matt Kenseth,Ford,0,11,15.121   ,126.896   ,-1,-1,-1,-2,54,95.2,7,50.5,11
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,5,4,Paul Menard,Chevrolet,35,4,15.045   ,127.537   ,-1,-1,-1,0,42,107.2,18,55.75,4
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,6,15,Kevin Harvick,Chevrolet,37,15,15.150   ,126.653   ,-1,-1,-1,5,35,115.1,47,79.75,15
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,7,20,Kurt Busch,Dodge,0,20,15.181   ,126.395   ,-1,-1,-1,20,61,107.7,18,59,20
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,8,2,Greg Biffle,Ford,0,2,15.035   ,127.622   ,-1,-1,-1,-10,37,97.3,10,35,2
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,9,10,Kasey Kahne,Toyota,0,10,15.115   ,126.947   ,-1,-1,-1,3,56,105.6,27,49.5,10
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,10,21,Ryan Newman,Chevrolet,26,21,15.181   ,126.395   ,-1,-1,-1,-3,45,98.2,12,57.5,21
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,11,22,"Dale Earnhardt, Jr.",Chevrolet,0,22,15.191   ,126.312   ,-1,-1,-1,-4,25,79.2,9,48.5,22
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,12,9,Mark Martin,Chevrolet,0,9,15.108   ,127.006   ,-1,-1,-1,16,44,92.9,18,38,9
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,13,16,Bobby Labonte,Toyota,0,16,15.152   ,126.637   ,-1,-1,-1,6,29,88.4,5,36.5,16
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,14,7,Jeff Gordon,Chevrolet,0,7,15.076   ,127.275   ,-1,-1,-1,3,47,84.8,12,29,7
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,15,14,Marcos Ambrose,Ford,0,14,15.131   ,126.813   ,-1,-1,-1,1,12,75.5,0,28,14
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,16,5,David Ragan,Ford,0,5,15.055   ,127.453   ,-1,-1,-1,-3,18,80.7,3,18.5,5
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,17,8,"Martin Truex, Jr.",Toyota,63,8,15.104   ,127.039   ,-1,-1,-1,-10,25,94.2,26,46.75,8
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,18,23,Brad Keselowski,Dodge,0,23,15.215   ,126.112   ,-1,-1,-1,7,0,66.9,3,32.5,23
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,19,13,Tony Stewart,Chevrolet,0,13,15.129   ,126.829   ,-1,-1,-1,-14,25,80.4,2,20,13
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,20,17,Jeff Burton,Chevrolet,0,17,15.171   ,126.478   ,-1,-1,-1,-6,0,63.3,7,24.5,17
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,21,24,Jamie McMurray,Chevrolet,0,24,15.216   ,126.104   ,-1,-1,-1,5,0,57.2,1,26.5,24
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,22,3,Regan Smith,Chevrolet,0,3,15.040   ,127.580   ,-1,-1,-1,-15,14,69.7,2,4,3
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,23,18,Joey Logano,Toyota,0,18,15.171   ,126.478   ,-1,-1,-1,-12,14,67.2,8,20,18
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,24,36,Juan Pablo Montoya,Chevrolet,0,36,15.437   ,124.299   ,-1,-1,-1,-2,11,69.9,5,34.5,36
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,25,37,Dave Blaney,Chevrolet,0,37,15.462   ,124.098   ,-1,-1,-1,-2,0,50.2,0,31,37
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,26,35,Travis Kvapil,Ford,0,35,15.436   ,124.307   ,-1,-1,-1,-9,0,47.4,0,27,35
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,27,29,David Gilliland,Ford,4,29,15.258   ,125.757   ,-1,-1,-1,-3,1,67.3,4,22,29
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,28,41,Tony Raines,Ford,0,42,15.616   ,122.874   ,-1,-1,-1,-6,0,45.1,1,29.5,42
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,29,31,Bill Elliott,Chevrolet,0,31,15.325   ,125.207   ,-1,-1,-1,-21,0,39.5,0,17,31
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,30,26,David Reutimann,Toyota,0,26,15.228   ,126.005   ,-1,-1,-1,4,0,40.3,3,11.5,26
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,31,28,A.J. Allmendinger,Ford,0,28,15.257   ,125.765   ,-1,-1,-1,5,0,43.8,0,10,28
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,32,42,Andy Lally,Chevrolet,0,44,15.869   ,120.915   ,-1,-1,-1,0,0,34.6,3,23.5,44
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,33,25,Denny Hamlin,Toyota,0,25,15.219   ,126.079   ,-1,-1,-1,2,0,42.5,2,4,25
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,34,19,Trevor Bayne,Ford,0,19,15.174   ,126.453   ,-1,-1,-1,-2,0,57.6,1,-4.5,19
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,35,27,Clint Bowyer,Chevrolet,0,27,15.233   ,125.963   ,-1,-1,-1,7,0,55.4,2,2,27
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,36,30,Brian Vickers,Toyota,0,30,15.276   ,125.609   ,-1,-1,-1,9,0,33.4,1,2.5,30
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,37,43,Casey Mears,Toyota,0,41,15.610   ,122.921   ,-1,-1,-1,-11,0,48.9,4,15,41
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,38,40,Dennis Setzer,Dodge,0,40,15.565   ,123.277   ,-1,-1,-1,-1,0,26.8,1,8.5,40
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,39,33,Robby Gordon,Dodge,0,33,15.371   ,124.832   ,-1,-1,-1,-24,16,51.6,0,-1,33
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,40,38,J.J. Yeley,Chevrolet,0,38,15.473   ,124.010   ,-1,-1,-1,-7,0,38.2,0,2,38
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,41,34,Joe Nemechek,Toyota,0,34,15.414   ,124.484   ,-1,-1,-1,3,0,30.4,0,-7,34
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,42,32,Landon Cassill,Toyota,0,32,15.336   ,125.117   ,-1,-1,-1,-2,0,32.4,0,-10,32
2011_Jeff_Byrd_500_Presented_by_Food_City,3/20/2011,Bristol Motor Speedway,500,0.533,43,39,Michael McDowell,Toyota,0,39,15.475   ,123.994   ,-1,-1,-1,2,0,29.6,0,-4,39
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,1,24,Kevin Harvick,Chevrolet,1,24,39.580   ,181.910   ,-1,-1,-1,30,46,112.7,19,78.75,24
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,2,16,Jimmie Johnson,Chevrolet,3,16,39.359   ,182.931   ,-1,-1,-1,10,65,110.4,13,63.25,16
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,3,8,Kyle Busch,Toyota,151,8,39.241   ,183.482   ,-1,-1,-1,5,50,143.4,42,104.75,8
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,4,11,Matt Kenseth,Ford,0,11,39.257   ,183.407   ,-1,-1,-1,6,60,104,4,49,11
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,5,9,Ryan Newman,Chevrolet,8,9,39.245   ,183.463   ,-1,-1,-1,-8,62,107.9,5,47.5,9
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,6,18,Carl Edwards,Ford,0,18,39.388   ,182.797   ,-1,-1,-1,13,72,94.2,2,51,18
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,7,17,Clint Bowyer,Chevrolet,1,17,39.366   ,182.899   ,-1,-1,-1,9,74,109.6,8,51.25,17
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,8,19,Brian Vickers,Toyota,0,19,39.418   ,182.658   ,-1,-1,-1,13,89,111.8,6,50,19
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,9,22,Kasey Kahne,Toyota,0,22,39.481   ,182.366   ,-1,-1,-1,21,51,79.4,0,48,22
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,10,1,Juan Pablo Montoya,Chevrolet,7,1,38.992   ,184.653   ,-1,-1,-1,-13,74,96.3,3,28.25,1
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,11,32,Greg Biffle,Ford,0,32,39.826   ,180.786   ,-1,-1,-1,24,56,85.5,1,54.5,32
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,12,30,"Dale Earnhardt, Jr.",Chevrolet,0,30,39.662   ,181.534   ,-1,-1,-1,24,42,82,0,50,30
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,13,5,Tony Stewart,Chevrolet,11,5,39.133   ,183.988   ,-1,-1,-1,-11,39,117.3,42,46.75,5
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,14,20,A.J. Allmendinger,Ford,0,20,39.448   ,182.519   ,-1,-1,-1,11,2,72.3,2,37,20
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,15,7,Jeff Burton,Chevrolet,0,7,39.211   ,183.622   ,-1,-1,-1,-9,68,90.8,1,21.5,7
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,16,15,Paul Menard,Chevrolet,0,15,39.355   ,182.950   ,-1,-1,-1,-14,56,80.7,1,27.5,15
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,17,23,Kurt Busch,Dodge,0,23,39.552   ,182.039   ,-1,-1,-1,-6,13,66.1,2,34,23
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,18,29,Jeff Gordon,Chevrolet,0,29,39.632   ,181.671   ,-1,-1,-1,11,39,77.1,0,37,29
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,19,14,David Reutimann,Toyota,0,14,39.320   ,183.113   ,-1,-1,-1,-8,33,73.3,0,20,14
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,20,10,Mark Martin,Chevrolet,0,10,39.248   ,183.449   ,-1,-1,-1,-15,67,80.6,3,15.5,10
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,21,26,"Martin Truex, Jr.",Toyota,1,26,39.602   ,181.809   ,-1,-1,-1,11,69,85,17,36.75,26
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,22,6,David Ragan,Ford,0,6,39.196   ,183.692   ,-1,-1,-1,-17,14,70.4,0,6,6
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,23,12,Jamie McMurray,Chevrolet,0,12,39.292   ,183.243   ,-1,-1,-1,-18,16,66.2,0,10,12
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,24,28,Landon Cassill,Chevrolet,0,28,39.627   ,181.694   ,-1,-1,-1,-11,13,57,1,24.5,28
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,25,3,Joey Logano,Toyota,0,3,39.102   ,184.134   ,-1,-1,-1,8,17,64.5,0,-3,3
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,26,21,Brad Keselowski,Dodge,0,21,39.450   ,182.510   ,-1,-1,-1,-8,0,55.4,0,13,21
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,27,4,Regan Smith,Chevrolet,0,4,39.124   ,184.030   ,-1,-1,-1,-25,10,55.4,1,-5.5,4
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,28,13,Marcos Ambrose,Ford,0,13,39.317   ,183.127   ,-1,-1,-1,-17,0,55.7,0,1,13
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,29,25,Casey Mears,Toyota,0,25,39.592   ,181.855   ,-1,-1,-1,-10,0,46.6,0,11,25
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,30,27,Trevor Bayne,Ford,0,27,39.603   ,181.804   ,-1,-1,-1,-5,0,50.1,0,11,27
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,31,37,David Gilliland,Ford,0,37,40.067   ,179.699   ,-1,-1,-1,1,0,41.5,2,20,37
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,32,38,Andy Lally,Chevrolet,0,38,40.233   ,178.958   ,-1,-1,-1,5,0,36.5,2,19,38
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,33,39,Ken Schrader,Ford,0,39,40.463   ,177.940   ,-1,-1,-1,3,10,32.7,2,18,39
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,34,35,Robby Gordon,Dodge,0,35,39.938   ,180.279   ,-1,-1,-1,-5,0,42.2,0,11,35
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,35,36,Travis Kvapil,Ford,0,36,39.997   ,180.014   ,-1,-1,-1,0,0,33.1,0,10,36
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,36,42,Tony Raines,Ford,0,42,40.990   ,175.653   ,-1,-1,-1,6,0,28,0,14,42
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,37,31,Dave Blaney,Chevrolet,0,31,39.793   ,180.936   ,-1,-1,-1,1,0,35.9,1,1.5,31
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,38,34,Bobby Labonte,Toyota,0,34,39.925   ,180.338   ,-1,-1,-1,-2,1,47.5,0,2,34
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,39,2,Denny Hamlin,Toyota,15,2,39.073   ,184.270   ,-1,-1,-1,-20,31,78.7,3,-26.75,2
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,40,41,Todd Bodine,Toyota,0,41,40.780   ,176.557   ,-1,-1,-1,-7,0,27.3,0,5,41
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,41,43,J.J. Yeley,Chevrolet,2,43,   ,   ,-1,-1,-1,-1,16,40.6,0,2.5,43
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,42,40,Joe Nemechek,Toyota,0,40,40.527   ,177.659   ,-1,-1,-1,0,0,29.1,0,-2,40
2011_Auto_Club_400,3/27/2011,Auto Club Speedway,200,2,43,33,Michael McDowell,Toyota,0,33,39.866   ,180.605   ,-1,-1,-1,0,0,32.4,0,-10,33
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,1,9,Kevin Harvick,Chevrolet,6,9,19.761   ,95.825   ,-1,-1,-1,1,30,99,41,76,9
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,2,26,"Dale Earnhardt, Jr.",Chevrolet,17,26,19.894   ,95.184   ,-1,-1,-1,13,41,102,15,77.75,26
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,3,11,Kyle Busch,Toyota,151,11,19.769   ,95.786   ,-1,-1,-1,5,50,133.4,48,110.75,11
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,4,27,Juan Pablo Montoya,Chevrolet,0,27,19.908   ,95.118   ,-1,-1,-1,10,52,97.6,8,67,27
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,5,21,Jeff Gordon,Chevrolet,37,21,19.843   ,95.429   ,-1,-1,-1,15,59,110.3,34,81.25,21
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,6,24,Matt Kenseth,Ford,0,24,19.879   ,95.256   ,-1,-1,-1,1,32,90.5,7,59.5,24
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,7,1,Jamie McMurray,Chevrolet,31,1,19.621   ,96.509   ,-1,-1,-1,0,44,110,23,50.25,1
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,8,14,David Ragan,Ford,0,14,19.792   ,95.675   ,-1,-1,-1,13,52,91.1,1,42.5,14
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,9,15,Clint Bowyer,Chevrolet,91,15,19.797   ,95.651   ,-1,-1,-1,5,48,111.1,31,79.25,15
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,10,12,Mark Martin,Chevrolet,0,12,19.784   ,95.714   ,-1,-1,-1,-19,42,84.9,6,39,12
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,11,17,Jimmie Johnson,Chevrolet,65,17,19.820   ,95.540   ,-1,-1,-1,13,54,114.9,44,77.25,17
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,12,5,Denny Hamlin,Toyota,89,5,19.726   ,95.995   ,-1,-1,-1,-5,44,118.7,57,75.75,5
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,13,4,Joey Logano,Toyota,0,4,19.680   ,96.220   ,-1,-1,-1,-13,29,81,4,24,4
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,14,6,A.J. Allmendinger,Ford,6,6,19.735   ,95.951   ,-1,-1,-1,-1,45,96.4,21,34,6
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,15,8,David Reutimann,Toyota,0,8,19.755   ,95.854   ,-1,-1,-1,-8,46,94,8,26,8
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,16,20,Kurt Busch,Dodge,0,20,19.836   ,95.463   ,-1,-1,-1,-4,10,64.9,2,33,20
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,17,13,Brian Vickers,Toyota,0,13,19.788   ,95.694   ,-1,-1,-1,15,34,72,4,25,13
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,18,23,Carl Edwards,Ford,3,23,19.875   ,95.275   ,-1,-1,-1,-5,38,70.6,1,32.25,23
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,19,22,Brad Keselowski,Dodge,0,22,19.852   ,95.386   ,-1,-1,-1,-3,13,70.3,5,30.5,22
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,20,2,Ryan Newman,Chevrolet,3,2,19.655   ,96.342   ,-1,-1,-1,-15,47,88.3,17,15.25,2
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,21,33,Greg Biffle,Ford,0,33,20.004   ,94.661   ,-1,-1,-1,4,17,66.8,2,36,33
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,22,39,Ken Schrader,Ford,0,40,20.228   ,93.613   ,-1,-1,-1,13,15,48.7,0,39,40
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,23,34,Robby Gordon,Dodge,0,34,20.028   ,94.548   ,-1,-1,-1,4,9,56,2,33,34
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,24,32,Jeff Burton,Chevrolet,0,32,20.002   ,94.671   ,-1,-1,-1,9,22,68.9,6,31,32
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,25,40,Tony Raines,Ford,0,41,20.306   ,93.253   ,-1,-1,-1,10,0,37,0,34,41
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,26,37,Landon Cassill,Chevrolet,0,38,20.135   ,94.045   ,-1,-1,-1,10,0,40.5,4,31,38
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,27,7,Bobby Labonte,Toyota,0,7,19.745   ,95.903   ,-1,-1,-1,-17,14,64.3,1,-2.5,7
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,28,42,Hermie Sadler,Chevrolet,0,43,20.640   ,91.744   ,-1,-1,-1,6,0,34,1,30.5,43
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,29,19,Marcos Ambrose,Ford,0,19,19.835   ,95.468   ,-1,-1,-1,-3,2,60.3,2,6,19
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,30,29,Dave Blaney,Chevrolet,0,29,19.916   ,95.079   ,-1,-1,-1,-6,0,46.6,3,14.5,29
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,31,10,Regan Smith,Chevrolet,0,10,19.768   ,95.791   ,-1,-1,-1,-18,34,59.6,0,-8,10
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,32,35,Michael McDowell,Toyota,0,35,20.044   ,94.472   ,-1,-1,-1,-15,0,47.7,0,15,35
2011_Goodys_Fast_Relief_500,4/3/2011,Martinsville Speedway,500,0.526,33,36,David Gilliland,Ford,0,36,20.066   ,94.369   ,-1,-1,-1,3,0,38.2,3,15.5,36
