QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Dawson Knox,Duke Johnson,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,Dallas Goedert,Christian Kirk,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Hunter Henry,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,Michael Thomas,Dan Arnold,John Brown,Detroit Lions
Jared Goff,Mike Davis,Aaron Jones,Tyler Lockett,Josh Reynolds,Cooper Kupp,Darren Waller,Miles Sanders,New Orleans Saints
Aaron Rodgers,Mike Davis,Aaron Jones,Stefon Diggs,Keelan Cole,Davante Adams,Robert Tonyan,Duke Johnson,Los Angeles Rams
Drew Lock,Mike Davis,Aaron Jones,Tyler Lockett,Terry McLaurin,Jerry Jeudy,Noah Fant,Darren Waller,Green Bay Packers
Tom Brady,Mike Davis,Aaron Jones,Tyler Lockett,D.J. Moore,Stefon Diggs,Rob Gronkowski,Chris Godwin,Miami Dolphins
Ben Roethlisberger,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,JuJu Smith-Schuster,Drew Sample,Alvin Kamara,Cleveland Browns
Russell Wilson,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Robert Woods,Jacob Hollister,D'Andre Swift,Los Angeles Chargers
Tua Tagovailoa,Mike Davis,Aaron Jones,DeVante Parker,Keenan Allen,D.K. Metcalf,Mike Gesicki,James Conner,Denver Broncos
Daniel Jones,Mike Davis,Aaron Jones,Stefon Diggs,Darius Slayton,Jalen Reagor,Evan Engram,Alvin Kamara,Pittsburgh Steelers
Matthew Stafford,Mike Davis,Aaron Jones,Stefon Diggs,Terry McLaurin,Marvin Hall,T.J. Hockenson,Josh Jacobs,Philadelphia Eagles
Joe Burrow,Mike Davis,Aaron Jones,Stefon Diggs,A.J. Green,Davante Adams,Eric Ebron,Tee Higgins,Houston Texans
Deshaun Watson,Mike Davis,Aaron Jones,Stefon Diggs,Brandin Cooks,Will Fuller,Austin Hooper,Duke Johnson,Washington Football Team
Carson Wentz,Mike Davis,Aaron Jones,Davante Adams,Chase Claypool,Sterling Shepard,Dallas Goedert,Travis Fulgham,Seattle Seahawks
Derek Carr,Mike Davis,Aaron Jones,Davante Adams,DJ Chark,Tim Patrick,Darren Waller,Henry Ruggs,New York Giants
Drew Brees,Mike Davis,Aaron Jones,Tyler Lockett,Michael Thomas,Brandon Aiyuk,Jared Cook,Antonio Gibson,Carolina Panthers
Josh Allen,Mike Davis,James Robinson,Stefon Diggs,DeAndre Hopkins,Cole Beasley,Logan Thomas,Tyler Boyd,Jacksonville Jaguars
Baker Mayfield,Mike Davis,Aaron Jones,Stefon Diggs,Davante Adams,Jarvis Landry,Jordan Akins,Rashard Higgins,Las Vegas Raiders
