Player_Name,Salary,Team,Pos,Opp,Proj_FP
Matt Ryan,9800,ATL,QB,TBB,18.63
Tom Brady,11800,TBB,QB,ATL,20.34
Hayden Hurst,5000,ATL,TE,TBB,9.51
Leonard Fournette,5800,TBB,RB,ATL,12.91
Tampa Bay Buccaneers,4400,TBB,DST,ATL,8.06
Russell Gage,7000,ATL,WR,TBB,12.08
Atlanta Falcons,3000,ATL,DST,TBB,5.81
Chris Godwin,8200,TBB,WR,ATL,15.44
Antonio Brown,7200,TBB,WR,ATL,13.00
Calvin Ridley,10600,ATL,WR,TBB,19.66
Rob Gronkowski,6400,TBB,TE,ATL,9.67
Todd Gurley,5600,ATL,RB,TBB,10.32
Ito Smith,1400,ATL,RB,TBB,8.62
Mike Evans,8600,TBB,WR,ATL,13.13
Brandon Powell,200,ATL,WR,TBB,6.04
LeSean McCoy,4800,TBB,RB,ATL,7.92
Cameron Brate,800,TBB,TE,ATL,4.82
Scotty Miller,2400,TBB,WR,ATL,3.59
Brian Hill,1000,ATL,RB,TBB,3.37
Christian Blake,200,ATL,WR,TBB,2.39
Laquon Treadwell,1600,ATL,WR,TBB,2.08
Luke Stocker,200,ATL,TE,TBB,1.52
Ke'Shawn Vaughn,200,TBB,RB,ATL,1.93
Tyler Johnson,200,TBB,WR,ATL,0.61
