Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2522449314,BenjaminW21 (3/3),0,201.90001,D Ryan Suter W James van Riemsdyk UTIL Josh Bailey C Brayden Schenn W Ryan Nugent-Hopkins D Darnell Nurse G Elvis Merzlikins C Connor McDavid W Jordan Kyrou,,Connor McDavid,C,60.17%,43.3
2,2522431747,MillionDollarPoker (1/3),0,196.7,W Mike Hoffman D Tyson Barrie W Ryan Nugent-Hopkins W Brandon Saad C Jean-Gabriel Pageau D Colton Parayko C Leon Draisaitl UTIL Connor McDavid G Kevin Lankinen,,Leon Draisaitl,C,38.14%,33
3,2522437108,MillionDollarPoker (2/3),0,187.8,W Ryan Nugent-Hopkins C Jean-Gabriel Pageau D Ben Hutton D Darnell Nurse C Leon Draisaitl UTIL Connor McDavid W Kailer Yamamoto W Dominik Kahun G Kevin Lankinen,,Jordan Kyrou,W,33.90%,1.5
4,2522461698,thebobscotch,0,181.09999,W James Neal W Jakub Voracek C Brayden Schenn W Jaden Schwartz D Tyson Barrie D Adam Pelech UTIL Leon Draisaitl C Connor McDavid G Kevin Lankinen,,Brian Elliott,G,32.20%,18.6
5,2522454551,jletz14,0,177.9,W Evgenii Dadonov D Justin Faulk D Tyson Barrie W Ryan Nugent-Hopkins C Leon Draisaitl G Elvis Merzlikins C Connor McDavid UTIL Colin White W Jordan Kyrou,,Nathan MacKinnon,C,29.66%,11.5
6,2522431560,waltzilla,0,177.8,G Brian Elliott UTIL Nazem Kadri W Ryan Nugent-Hopkins C Leon Draisaitl D Dean Kukan C Connor McDavid D Vince Dunn W Jesse Puljujarvi W Joel Farabee,,Oliver Bjorkstrand,W,27.97%,0
7,2522458577,MillionDollarPoker (3/3),0,177.4,W Ryan Nugent-Hopkins D Colton Parayko D Ben Hutton C Leon Draisaitl C Connor McDavid W Jesse Puljujarvi W Kailer Yamamoto UTIL Dominik Kahun G Kevin Lankinen,,David Perron,W,22.88%,5
8,2522428053,lordchumley,0,164.6,D Tyson Barrie UTIL Ryan Nugent-Hopkins W Oliver Bjorkstrand C Leon Draisaitl G Elvis Merzlikins C Connor McDavid W Jordan Kyrou W Dominik Kahun D Bowen Byram,,Tyson Barrie,D,21.19%,19.3
9,2522461526,Prparent,0,162.90001,D Ian Cole D Jared Spurgeon UTIL Ryan Nugent-Hopkins W Oliver Bjorkstrand C Leon Draisaitl G Elvis Merzlikins C Connor McDavid W Kailer Yamamoto W Dominik Kahun,,Elvis Merzlikins,G,20.34%,12.6
10,2522460615,Stevemo23,0,162.09999,W Evgenii Dadonov D Tyson Barrie D Mike Reilly UTIL Nathan MacKinnon C Leon Draisaitl C Connor McDavid W Jordan Kyrou W Dominik Kahun G Kevin Lankinen,,Adam Larsson,D,17.80%,2.6
