Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2522458469,ndesmarais15 (2/2),0,179.8,D Kevin Shattenkirk W Evgenii Dadonov G Cam Talbot W Ryan Nugent-Hopkins D Darnell Nurse W Nick Paul C Leon Draisaitl C Connor McDavid UTIL Colin White,,Connor McDavid,C,62.11%,43.3
2,2522450151,Roach713 (1/2),0,177.3,W Evgenii Dadonov D Tyson Barrie UTIL Ryan Nugent-Hopkins D Mike Reilly W Connor Brown G Elvis Merzlikins C Connor McDavid C Alexandre Texier W Brady Tkachuk,,Leon Draisaitl,C,35.79%,33
3,2522450152,Roach713 (2/2),0,165.5,W Evgenii Dadonov D Tyson Barrie UTIL Ryan Nugent-Hopkins D Mike Reilly W Connor Brown C Max Domi C Connor McDavid G Hunter Miska W Brady Tkachuk,,Jordan Kyrou,UTIL,29.47%,1.5
4,2522458468,ndesmarais15 (1/2),0,164.2,W Ryan Nugent-Hopkins D Mike Reilly D Darnell Nurse W Zach Sanford C Leon Draisaitl G Ilya Sorokin C Connor McDavid W Jesse Puljujarvi UTIL Dominik Kahun,,Oliver Bjorkstrand,W,26.32%,0
5,2522433907,rjgpitt15,0,163.8,D David Savard UTIL Ryan Nugent-Hopkins D Shayne Gostisbehere C Leon Draisaitl G Ville Husso C Connor McDavid W Jesse Puljujarvi W Kailer Yamamoto W Dominik Kahun,,Brian Elliott,G,25.26%,18.6
6,2522454276,Prparent,0,162.90001,D Ian Cole D Jared Spurgeon UTIL Ryan Nugent-Hopkins W Oliver Bjorkstrand C Leon Draisaitl G Elvis Merzlikins C Connor McDavid W Kailer Yamamoto W Dominik Kahun,,David Perron,W,24.21%,5
7,2522435856,TheFantasyAlchemist,0,160.6,D David Savard D Tyson Barrie UTIL Ryan Nugent-Hopkins W Andre Burakovsky C Leon Draisaitl C Connor McDavid W Jordan Kyrou G Stuart Skinner W Dominik Kahun,,Nathan MacKinnon,C,23.16%,11.5
8,2522430742,majano (2/2),0,153.6,G Brian Elliott W Patrick Kane W Mike Hoffman D Jonas Brodin UTIL Brandon Saad D Shayne Gostisbehere C Leon Draisaitl C Connor McDavid W Jordan Kyrou,,Tyson Barrie,D,23.16%,19.3
9,2522417452,cmad08,0,151.1,W Zach Parise D David Savard C Nick Bjugstad W Ryan Nugent-Hopkins UTIL Rickard Rakell D Darnell Nurse G Elvis Merzlikins C Connor McDavid W Kailer Yamamoto,,Andre Burakovsky,W,23.16%,1.5
10,2522436196,Max74 (1/2),0,150.2,D Ian Cole D Tyson Barrie C Nathan MacKinnon W Zach Sanford W Oliver Bjorkstrand C Leon Draisaitl UTIL Connor McDavid W Dominik Kahun G Kevin Lankinen,,Ryan Nugent-Hopkins,W,20.00%,36.3
