Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2382765665,penny1029,0,205.77998,QB Teddy Bridgewater RB Nick Chubb RB Kenyan Drake FLEX Wayne Gallman Jr. WR Tyreek Hill WR Curtis Samuel WR Nelson Agholor TE Evan Engram DST Saints ,,Saints ,DST,36.00%,14
2,2382404918,lprince2,0,201.57999,QB Patrick Mahomes RB Kenyan Drake RB Wayne Gallman Jr. WR Tyreek Hill FLEX Mike Evans WR Nelson Agholor WR Keelan Cole Sr. TE Travis Kelce DST Jets ,,Dalvin Cook,RB,35.50%,11.2
3,2382851148,Bir131,0,187.08,QB Patrick Mahomes RB Dalvin Cook FLEX Nyheim Hines RB Brian Hill WR Tyreek Hill WR Calvin Ridley WR Gabriel Davis TE Kyle Rudolph DST Giants ,,Nick Chubb,RB,25.50%,29.6
4,2382636986,TeamPops2,0,184.98,QB Ryan Fitzpatrick RB Dalvin Cook RB James Robinson FLEX Wayne Gallman Jr. WR Tyreek Hill WR Stefon Diggs WR Gabriel Davis TE Kyle Rudolph DST Broncos ,,Nyheim Hines,RB,24.00%,17.5
5,2382439607,S.F.Waldron,0,182.78,QB Ryan Fitzpatrick RB Dalvin Cook RB Nick Chubb WR Tyreek Hill WR Robby Anderson WR Gabriel Davis TE Mike Gesicki FLEX Jack Doyle DST Dolphins ,,Justin Jefferson,WR,22.00%,26
6,2382798998,drewzyj,0,181.18,QB Patrick Mahomes RB Wayne Gallman Jr. RB Nyheim Hines WR Tyreek Hill WR Antonio Brown WR Keelan Cole Sr. TE Travis Kelce FLEX Hunter Henry DST Giants ,,Travis Kelce,TE,17.50%,16.2
7,2382369598,pucksniper007,0,179.9,QB Tom Brady RB Josh Jacobs RB Brian Hill WR Tyreek Hill WR Justin Jefferson FLEX Mike Evans WR Laviska Shenault Jr. TE Hunter Henry DST Saints ,,Wayne Gallman Jr.,FLEX,17.50%,18.1
8,2382669231,bosox2225,0,178.48001,QB Patrick Mahomes RB Nick Chubb RB Wayne Gallman Jr. WR Tyreek Hill FLEX Antonio Brown WR Curtis Samuel WR Mike Williams TE Trey Burton DST Browns ,,DeVante Parker,WR,17.00%,22.9
9,2382833869,tylerlandoch,0,178.24,QB Justin Herbert RB Nick Chubb RB Nyheim Hines FLEX Matt Breida WR Tyreek Hill WR Robert Woods WR Keelan Cole Sr. TE Darren Waller DST Saints ,,Brian Hill,RB,16.50%,5.5
10,2382694668,alets20,0,175.46,QB Cam Newton RB Mike Davis RB Wayne Gallman Jr. FLEX Tyreek Hill WR Justin Jefferson WR Robby Anderson WR Mike Williams TE Rob Gronkowski DST Jets ,,Darren Waller,TE,16.00%,6.3
11,2382848902,gogogadgetks,0,173.59999,QB Tom Brady RB Brian Hill RB Matt Breida WR Tyreek Hill WR Mike Evans WR Antonio Brown FLEX Travis Kelce TE Evan Engram DST Saints ,,Tyreek Hill,WR,15.50%,60.9
12,2382268423,Cenz.oh,0,172.72,QB Taysom Hill RB Derrick Henry RB Nyheim Hines WR Stefon Diggs WR DeVante Parker WR Robert Woods FLEX Denzel Mims TE Evan Engram DST Saints ,,Josh Jacobs,FLEX,15.50%,6.4
13,2382807733,BBeery20,0,172.48,QB Patrick Mahomes RB Wayne Gallman Jr. RB Brian Hill WR Tyreek Hill WR Chris Godwin FLEX Antonio Brown WR Laviska Shenault Jr. TE Travis Kelce DST Giants ,,Josh Allen,QB,15.00%,17.48
14,2382284173,brewernick,0,171.92,QB Jared Goff RB Nick Chubb RB James Robinson FLEX A.J. Brown WR Robert Woods WR Jakobi Meyers WR Jarvis Landry TE Austin Hooper DST Saints ,,Stefon Diggs,WR,15.00%,10.9
15,2382593010,Socky,0,171.08,QB Patrick Mahomes RB Kenyan Drake RB Chase Edmonds WR Tyreek Hill WR Antonio Brown FLEX Russell Gage WR Golden Tate TE Travis Kelce DST Bengals ,,Curtis Samuel,WR,15.00%,12.7
16,2382640856,hilliard,0,168.59999,QB Tom Brady RB James Robinson FLEX Austin Ekeler RB Malcolm Brown WR A.J. Brown WR Mike Evans WR Tyler Boyd TE Evan Engram DST Saints ,,Kareem Hunt,RB,14.50%,6.2
17,2382676450,KingMichael30,0,168.58,QB Ryan Fitzpatrick RB Nick Chubb RB James Robinson FLEX Justin Jefferson WR DeVante Parker WR Christian Kirk WR Curtis Samuel TE Austin Hooper DST Saints ,,DJ Moore,WR,14.00%,10.1
18,2382334808,Joe0171,0,167.78001,QB Patrick Mahomes RB Clyde Edwards-Helaire RB Ronald Jones II WR Tyreek Hill WR Demarcus Robinson WR A.J. Green FLEX Travis Kelce TE Rob Gronkowski DST Vikings ,,Derek Carr,QB,13.50%,4.6
19,2382697847,whatsup123456789,0,167.73999,QB Justin Herbert RB Nick Chubb RB Wayne Gallman Jr. WR Keenan Allen WR Justin Jefferson FLEX DeVante Parker WR Gabriel Davis TE Jordan Reed DST Saints ,,Nelson Agholor,WR,13.50%,10.4
20,2382300685,G.O.A.T,0,166.98001,QB Ryan Fitzpatrick RB Dalvin Cook FLEX Nyheim Hines RB Brian Hill WR Tyreek Hill WR Stefon Diggs WR DeVante Parker TE Kyle Rudolph DST Vikings ,,Keelan Cole Sr.,FLEX,12.50%,7.4
21,2382791978,Solarith,0,165.93999,QB Justin Herbert RB Dalvin Cook FLEX Nick Chubb RB Nyheim Hines WR Jarvis Landry WR Curtis Samuel WR Tee Higgins TE Kyle Rudolph DST Saints ,,James Robinson,FLEX,12.50%,29.9
22,2382809132,CodyRod2,0,164.40001,QB Tom Brady RB Josh Jacobs RB Nick Chubb WR Justin Jefferson WR DeVante Parker WR Jamison Crowder FLEX T.Y. Hilton TE Rob Gronkowski DST Giants ,,Calvin Ridley,WR,12.50%,17
23,2382663047,cwsmarathon,0,164.28,QB Patrick Mahomes RB Dalvin Cook RB James Robinson FLEX Nyheim Hines WR Justin Jefferson WR Cole Beasley WR Andy Isabella TE Kyle Rudolph DST Saints ,,Hunter Henry,TE,12.50%,13.7
24,2382785046,edankanich,0,163.48,QB Josh Allen RB Derrick Henry RB Nick Chubb FLEX Wayne Gallman Jr. WR Justin Jefferson WR Curtis Samuel WR Michael Pittman Jr. TE Austin Hooper DST Broncos ,,Patrick Mahomes,QB,12.00%,35.28
25,2382766692,noah.1,0,163.4,QB Kyler Murray RB Ronald Jones II RB Damien Harris FLEX Tyreek Hill WR Jarvis Landry WR Jerry Jeudy WR Nelson Agholor TE Evan Engram DST Chargers ,,Robert Woods,WR,11.50%,15.8
26,2382520497,CATCH26,0,161.09999,QB Derek Carr FLEX Nick Chubb RB Austin Ekeler RB Wayne Gallman Jr. WR DeVante Parker WR Jarvis Landry WR Nelson Agholor TE Darren Waller DST Saints ,,Keenan Allen,WR,11.50%,16
27,2382272176,yakbihn,0,160.73999,QB Justin Herbert RB Giovani Bernard RB Nyheim Hines WR Keenan Allen FLEX Tyreek Hill WR Curtis Samuel WR Russell Gage TE Evan Engram DST Raiders ,,Giants ,DST,10.50%,9
28,2382399466,Luap21,0,160.72002,QB Taysom Hill RB Nick Chubb RB Nyheim Hines FLEX Brian Hill WR Tyreek Hill WR Michael Thomas WR Mike Williams TE Jonnu Smith DST Saints ,,Antonio Brown,WR,10.00%,3.1
29,2382268587,obes469,0,160.08,QB Josh Allen RB Kareem Hunt RB Wayne Gallman Jr. WR Tyreek Hill WR Stefon Diggs WR Calvin Ridley FLEX Laviska Shenault Jr. TE Kyle Rudolph DST Giants ,,Austin Ekeler,FLEX,10.00%,23.9
30,2382852985,pokernat,0,159.70001,QB Matt Ryan RB Derrick Henry RB James Robinson WR DJ Moore WR Mike Evans FLEX DeVante Parker WR Jamison Crowder TE Austin Hooper DST Patriots ,,Michael Pittman Jr.,WR,9.50%,4.8
