Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2380367020,amiguel23,0,188.40001,DST Titans  QB Derek Carr RB Kenyan Drake TE Geoff Swaim FLEX Wayne Gallman Jr. WR Tyreek Hill RB Dalvin Cook WR Deebo Samuel WR Justin Jefferson,,Dalvin Cook,FLEX,30.00%,11.2
2,2380732254,5309,0,184.98,DST Giants  TE Travis Kelce WR Tyreek Hill RB Brian Hill WR Deebo Samuel QB Patrick Mahomes FLEX Jakobi Meyers RB Chris Carson WR Laviska Shenault Jr.,,Saints ,DST,19.50%,14
3,2379954938,Iamvibing,0,184.41998,DST Rams  QB Taysom Hill WR Robert Woods RB Kenyan Drake TE Dallas Goedert RB Nick Chubb WR Michael Pittman Jr. FLEX James Robinson WR Justin Jefferson,,Justin Jefferson,WR,17.50%,26
4,2381387986,Franco2956,0,181.3,DST Chiefs  QB Derek Carr TE Robert Tonyan RB Aaron Jones FLEX Keelan Cole Sr. RB Nick Chubb WR Tyreek Hill WR DK Metcalf WR Tee Higgins,,Nick Chubb,RB,16.50%,29.6
5,2379093431,300rum,0,179.44,DST Seahawks  QB Aaron Rodgers FLEX Robby Anderson TE Robert Tonyan WR Tyler Boyd WR Curtis Samuel RB Nick Chubb WR Tyreek Hill RB Jonathan Taylor,,Robert Tonyan,TE,16.00%,17.7
6,2381894419,travisdean87,0,179.41998,DST Jaguars  TE Kyle Rudolph WR Mike Evans WR DeVante Parker RB Derrick Henry FLEX Wayne Gallman Jr. RB Aaron Jones QB Baker Mayfield WR DK Metcalf,,Tyreek Hill,WR,15.50%,60.9
7,2379468987,Dj0904,0,179.18001,DST Browns  QB Ryan Fitzpatrick WR DeVante Parker WR Tyler Lockett RB Leonard Fournette FLEX Tyreek Hill TE Mike Gesicki RB David Montgomery WR Justin Jefferson,,Travis Kelce,TE,15.00%,16.2
8,2380578405,Maxshannon08,0,175.08,DST Buccaneers  WR Antonio Brown FLEX Travis Kelce TE Trey Burton RB James White WR Nelson Agholor WR Tyreek Hill QB Patrick Mahomes RB Ronald Jones II,,Wayne Gallman Jr.,RB,15.00%,18.1
9,2380889367,Gottalovesteve,0,174.4,DST Seahawks  TE Jack Doyle QB Derek Carr WR Keenan Allen WR Robby Anderson RB Nick Chubb WR Tyreek Hill FLEX Royce Freeman RB James Robinson,,Nyheim Hines,RB,14.00%,17.5
10,2378890295,JaYh0vA,0,173.90001,DST Seahawks  QB Derek Carr TE Darren Waller WR Nelson Agholor RB Derrick Henry WR Tyreek Hill RB Nyheim Hines WR Calvin Ridley FLEX Laviska Shenault Jr.,,James Robinson,RB,14.00%,29.9
11,2381702825,Millennium_Falcons,0,173.64,DST Saints  WR Damiere Byrd RB Derrick Henry FLEX Rashard Higgins TE Evan Engram WR Keelan Cole Sr. QB Justin Herbert RB James Robinson WR DK Metcalf,,Kareem Hunt,RB,14.00%,6.2
12,2382505030,jonadamek,0,172.78,DST Saints  TE Travis Kelce WR Demarcus Robinson RB Alvin Kamara WR Keelan Cole Sr. WR Tyreek Hill QB Patrick Mahomes RB Nyheim Hines FLEX Laviska Shenault Jr.,,Josh Jacobs,RB,13.50%,6.4
13,2378984998,zryan4,0,172.44,DST Seahawks  QB Aaron Rodgers WR Robert Woods WR Robby Anderson WR Allen Robinson II TE Hunter Henry RB Nick Chubb FLEX Travis Fulgham RB David Montgomery,,Curtis Samuel,FLEX,13.00%,12.7
14,2382611677,Kenlorie,0,170.21999,DST Saints  TE Marcedes Lewis FLEX Kyle Rudolph QB Taysom Hill RB Melvin Gordon III WR Tyreek Hill RB Dalvin Cook WR DK Metcalf WR Henry Ruggs III,,Seahawks ,DST,12.50%,9
