Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2377418852,tbrown0727,0,213.98,QB Patrick Mahomes RB Derrick Henry RB James White WR Tyreek Hill FLEX Jakobi Meyers WR Tee Higgins WR Demarcus Robinson TE Eric Ebron DST WAS Football Team ,,Dalvin Cook,RB,28.00%,11.2
2,2375187395,ajg616Dallas,0,207.57999,QB Josh Allen RB Ronald Jones II RB James White FLEX Tyreek Hill WR DeVante Parker WR Amari Cooper WR Jakobi Meyers TE Evan Engram DST 49ers ,,Nick Chubb,RB,20.00%,29.6
3,2376440777,highdraw69,0,207.04,QB Justin Herbert RB Nick Chubb FLEX Antonio Gibson RB Wayne Gallman Jr. WR Tyreek Hill WR Curtis Samuel WR Corey Davis TE Hunter Henry DST Eagles ,,Kareem Hunt,RB,17.00%,6.2
4,2375953991,Quigondad,0,205.87999,QB Patrick Mahomes RB David Montgomery RB Nyheim Hines WR Tyreek Hill WR Robby Anderson WR Emmanuel Sanders FLEX Tee Higgins TE Hunter Henry DST Saints ,,Tyreek Hill,WR,16.50%,60.9
5,2375992451,godwin1988,0,202.19998,QB Patrick Mahomes RB Nick Chubb RB Kareem Hunt WR Tyreek Hill WR Allen Robinson II WR Tee Higgins TE Logan Thomas FLEX Anthony Firkser DST Dolphins ,,Keenan Allen,WR,16.00%,16
6,2375073027,Eaglemomo,0,194.18,QB Kirk Cousins RB Kareem Hunt RB Nyheim Hines WR Tyreek Hill WR Stefon Diggs WR Justin Jefferson FLEX Robert Woods TE Robert Tonyan DST Seahawks ,,Darren Waller,TE,13.50%,6.3
7,2377011292,Precibus1973,0,185.78,QB Ryan Fitzpatrick RB Josh Jacobs RB Nick Chubb WR Tyreek Hill WR Mike Evans WR Cole Beasley TE Mike Gesicki FLEX Kyle Rudolph DST WAS Football Team ,,CeeDee Lamb,WR,12.50%,7.1
8,2377319870,JDsM535is,0,178.3,QB Russell Wilson RB Nick Chubb RB Nyheim Hines WR DK Metcalf WR Tyreek Hill FLEX Darius Slayton WR Corey Davis TE Trey Burton DST Eagles ,,DK Metcalf,WR,12.50%,30.7
9,2377412255,tede2500,0,176.21999,QB Daniel Jones FLEX Nick Chubb RB James Robinson RB Antonio Gibson WR Terry McLaurin WR Jakobi Meyers WR Nelson Agholor TE Evan Engram DST Giants ,,Cooper Kupp,WR,12.50%,6.1
10,2375811993,goodracing23,0,167.62,QB Taysom Hill RB Nick Chubb RB Kareem Hunt WR Tyreek Hill WR Robby Anderson WR Cole Beasley FLEX Darnell Mooney TE Darren Waller DST Seahawks ,,Josh Jacobs,RB,12.00%,6.4
11,2377445123,Ballin_Collin,0,167.5,QB Derek Carr FLEX Nick Chubb RB James Robinson RB Antonio Gibson WR Justin Jefferson WR Antonio Brown WR Michael Pittman Jr. TE Evan Engram DST Giants ,,Justin Jefferson,WR,12.00%,26
12,2377684638,cdimarco13,0,167,QB Matt Ryan RB Dalvin Cook RB Nick Chubb WR Tyreek Hill WR Terry McLaurin WR Greg Ward FLEX Robert Tonyan TE Trey Burton DST Eagles ,,Josh Allen,QB,11.50%,17.48
13,2375852811,I8Porkypig,0,166.94,QB Aaron Rodgers RB James Robinson RB Antonio Gibson FLEX Jordan Wilkins WR Robert Woods WR JuJu Smith-Schuster WR Cole Beasley TE Darren Waller DST Saints ,,Travis Kelce,TE,11.50%,16.2
14,2376002601,jzaslow89,0,166.54,QB Ryan Tannehill RB Derrick Henry RB Devin Singletary WR Keenan Allen WR Mike Evans WR Travis Fulgham FLEX Rob Gronkowski TE Dallas Goedert DST Dolphins ,,Russell Wilson,QB,11.50%,14.4
15,2375782373,cheeseblock114,0,165.6,QB Tom Brady RB Nick Chubb FLEX Jamaal Williams RB Kenyan Drake WR Stefon Diggs WR Russell Gage WR Marquise Brown TE Evan Engram DST Rams ,,Nelson Agholor,FLEX,11.50%,10.4
16,2376129388,Zmanbamafan,0,165,QB Russell Wilson RB James Robinson RB James Conner FLEX Kenyan Drake WR Keenan Allen WR DK Metcalf WR David Moore TE Trey Burton DST Falcons ,,Tyler Lockett,WR,11.00%,5.3
