P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,SP,Dan Straily (13090137),Dan Straily,13090137,P,4800,PHI@ARI 08/07/2019 09:40PM ET,PHI,1.36
,,,,,,,,,,,OF,Giancarlo Stanton (13089638),Giancarlo Stanton,13089638,OF,4700,NYY@BAL 08/07/2019 07:05PM ET,NYY,8
,,,,,,,,,,,OF,Aaron Hicks (13089639),Aaron Hicks,13089639,OF,4700,NYY@BAL 08/07/2019 07:05PM ET,NYY,8.15
,,,,,,,,,,,C,Gary Sanchez (13089640),Gary Sanchez,13089640,C,4700,NYY@BAL 08/07/2019 07:05PM ET,NYY,8.53
,,,,,,,,,,,RP,Andrew Chafin (13090139),Andrew Chafin,13090139,P,4700,PHI@ARI 08/07/2019 09:40PM ET,ARI,2.12
,,,,,,,,,,,SP,Scott Blewett (13090140),Scott Blewett,13090140,P,4600,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,OF,Brett Gardner (13089644),Brett Gardner,13089644,OF,4600,NYY@BAL 08/07/2019 07:05PM ET,NYY,7.83
,,,,,,,,,,,OF,Cameron Maybin (13089645),Cameron Maybin,13089645,OF,4600,NYY@BAL 08/07/2019 07:05PM ET,NYY,7.5
,,,,,,,,,,,1B,Josh Bell (13089641),Josh Bell,13089641,1B,4600,MIL@PIT 08/07/2019 07:05PM ET,PIT,9.64
,,,,,,,,,,,2B,Keston Hiura (13089646),Keston Hiura,13089646,2B,4600,MIL@PIT 08/07/2019 07:05PM ET,MIL,8.98
,,,,,,,,,,,2B/3B,Eduardo Escobar (13089642),Eduardo Escobar,13089642,2B/3B,4600,PHI@ARI 08/07/2019 09:40PM ET,ARI,9.51
,,,,,,,,,,,RP,Austin Davis (13090141),Austin Davis,13090141,P,4600,PHI@ARI 08/07/2019 09:40PM ET,PHI,1.95
,,,,,,,,,,,SP,Glenn Sparkman (13089613),Glenn Sparkman,13089613,P,4500,KC@BOS 08/07/2019 07:10PM ET,KC,6.16
,,,,,,,,,,,SS,Adalberto Mondesi (13089647),Adalberto Mondesi,13089647,SS,4500,KC@BOS 08/07/2019 07:10PM ET,KC,9.54
,,,,,,,,,,,1B/OF,Trey Mancini (13089648),Trey Mancini,13089648,1B/OF,4500,NYY@BAL 08/07/2019 07:05PM ET,BAL,8.94
,,,,,,,,,,,SP,Gabriel Ynoa (13090146),Gabriel Ynoa,13090146,P,4500,NYY@BAL 08/07/2019 07:05PM ET,BAL,4.41
,,,,,,,,,,,RP,Josh Hader (13090145),Josh Hader,13090145,P,4500,MIL@PIT 08/07/2019 07:05PM ET,MIL,6.26
,,,,,,,,,,,1B/OF,Jay Bruce (13089650),Jay Bruce,13089650,1B/OF,4500,PHI@ARI 08/07/2019 09:40PM ET,PHI,7.98
,,,,,,,,,,,RP,Joey Krehbiel (13090143),Joey Krehbiel,13090143,P,4500,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Edward Paredes (13090144),Edward Paredes,13090144,P,4500,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SP,Austin Adams (13090142),Austin Adams,13090142,P,4500,SD@SEA 08/07/2019 06:40PM ET,SEA,4.93
,,,,,,,,,,,1B/2B,Michael Chavis (13089653),Michael Chavis,13089653,1B/2B,4400,KC@BOS 08/07/2019 07:10PM ET,BOS,7.68
,,,,,,,,,,,2B/OF,Whit Merrifield (13089658),Whit Merrifield,13089658,2B/OF,4400,KC@BOS 08/07/2019 07:10PM ET,KC,9.16
,,,,,,,,,,,1B,Luke Voit (13089652),Luke Voit,13089652,1B,4400,NYY@BAL 08/07/2019 07:05PM ET,NYY,8.73
,,,,,,,,,,,SP,Tom Eshelman (13090148),Tom Eshelman,13090148,P,4400,NYY@BAL 08/07/2019 07:05PM ET,BAL,6.21
,,,,,,,,,,,3B/OF,Scott Kingery (13089655),Scott Kingery,13089655,3B/OF,4400,PHI@ARI 08/07/2019 09:40PM ET,PHI,8.22
,,,,,,,,,,,C,J.T. Realmuto (13089657),J.T. Realmuto,13089657,C,4400,PHI@ARI 08/07/2019 09:40PM ET,PHI,7.59
,,,,,,,,,,,3B,Ryon Healy (13089660),Ryon Healy,13089660,3B,4400,SD@SEA 08/07/2019 06:40PM ET,SEA,7
,,,,,,,,,,,SP,Gerson Bautista (13090147),Gerson Bautista,13090147,P,4400,SD@SEA 08/07/2019 06:40PM ET,SEA,-0.12
,,,,,,,,,,,3B,Hunter Dozier (13089671),Hunter Dozier,13089671,3B,4300,KC@BOS 08/07/2019 07:10PM ET,KC,8.71
,,,,,,,,,,,1B,Edwin Encarnacion (13089661),Edwin Encarnacion,13089661,1B,4300,NYY@BAL 08/07/2019 07:05PM ET,NYY,9.41
,,,,,,,,,,,SP,Chad Green (13090150),Chad Green,13090150,P,4300,NYY@BAL 08/07/2019 07:05PM ET,NYY,3.45
,,,,,,,,,,,SP,Josh Rogers (13090151),Josh Rogers,13090151,P,4300,NYY@BAL 08/07/2019 07:05PM ET,BAL,-0.51
,,,,,,,,,,,OF,Ryan Braun (13089666),Ryan Braun,13089666,OF,4300,MIL@PIT 08/07/2019 07:05PM ET,MIL,6.98
,,,,,,,,,,,2B/3B,Mike Moustakas (13089667),Mike Moustakas,13089667,2B/3B,4300,MIL@PIT 08/07/2019 07:05PM ET,MIL,8.65
,,,,,,,,,,,OF,Lonnie Chisenhall (13089672),Lonnie Chisenhall,13089672,OF,4300,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Michael Feliz (13090149),Michael Feliz,13090149,P,4300,MIL@PIT 08/07/2019 07:05PM ET,PIT,3.32
,,,,,,,,,,,OF,Bryce Harper (13089662),Bryce Harper,13089662,OF,4300,PHI@ARI 08/07/2019 09:40PM ET,PHI,8.66
,,,,,,,,,,,1B,Rhys Hoskins (13089663),Rhys Hoskins,13089663,1B,4300,PHI@ARI 08/07/2019 09:40PM ET,PHI,8.75
,,,,,,,,,,,OF,Jarrod Dyson (13089669),Jarrod Dyson,13089669,OF,4300,PHI@ARI 08/07/2019 09:40PM ET,ARI,6.92
,,,,,,,,,,,RP,James Pazos (13090152),James Pazos,13090152,P,4300,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,RP,Blake Parker (13090154),Blake Parker,13090154,P,4300,PHI@ARI 08/07/2019 09:40PM ET,PHI,2.54
,,,,,,,,,,,3B/SS,Manny Machado (13089664),Manny Machado,13089664,3B/SS,4300,SD@SEA 08/07/2019 06:40PM ET,SD,8.62
,,,,,,,,,,,OF,Hunter Renfroe (13089670),Hunter Renfroe,13089670,OF,4300,SD@SEA 08/07/2019 06:40PM ET,SD,7.62
,,,,,,,,,,,RP,Dan Altavilla (13090153),Dan Altavilla,13090153,P,4300,SD@SEA 08/07/2019 06:40PM ET,SEA,0.42
,,,,,,,,,,,OF,Jorge Soler (13089675),Jorge Soler,13089675,OF,4200,KC@BOS 08/07/2019 07:10PM ET,KC,8.43
,,,,,,,,,,,OF,Anthony Santander (13089674),Anthony Santander,13089674,OF,4200,NYY@BAL 08/07/2019 07:05PM ET,BAL,8.52
,,,,,,,,,,,SP,Shelby Miller (13090158),Shelby Miller,13090158,P,4200,MIL@PIT 08/07/2019 07:05PM ET,MIL,1.32
,,,,,,,,,,,RP,Deolis Guerra (13090159),Deolis Guerra,13090159,P,4200,MIL@PIT 08/07/2019 07:05PM ET,MIL,-8.9
,,,,,,,,,,,1B,Kevin Cron (13089676),Kevin Cron,13089676,1B,4200,PHI@ARI 08/07/2019 09:40PM ET,ARI,5.15
,,,,,,,,,,,SP,Jose Alvarez (13090157),Jose Alvarez,13090157,P,4200,PHI@ARI 08/07/2019 09:40PM ET,PHI,2.54
,,,,,,,,,,,RP,Greg Holland (13090160),Greg Holland,13090160,P,4200,PHI@ARI 08/07/2019 09:40PM ET,ARI,2.52
,,,,,,,,,,,1B,Daniel Vogelbach (13089673),Daniel Vogelbach,13089673,1B,4200,SD@SEA 08/07/2019 06:40PM ET,SEA,8.02
,,,,,,,,,,,OF,Franchy Cordero (13089677),Franchy Cordero,13089677,OF,4200,SD@SEA 08/07/2019 06:40PM ET,SD,4
,,,,,,,,,,,SP,Sam Tuivailala (13090155),Sam Tuivailala,13090155,P,4200,SD@SEA 08/07/2019 06:40PM ET,SEA,3.72
,,,,,,,,,,,SP,Matt Wisler (13090156),Matt Wisler,13090156,P,4200,SD@SEA 08/07/2019 06:40PM ET,SEA,3.82
,,,,,,,,,,,1B,Mitch Moreland (13089680),Mitch Moreland,13089680,1B,4100,KC@BOS 08/07/2019 07:10PM ET,BOS,7.4
,,,,,,,,,,,C,Christian Vazquez (13089681),Christian Vazquez,13089681,C,4100,KC@BOS 08/07/2019 07:10PM ET,BOS,7.11
,,,,,,,,,,,RP,Brandon Workman (13090163),Brandon Workman,13090163,P,4100,KC@BOS 08/07/2019 07:10PM ET,BOS,4.44
,,,,,,,,,,,SP,David Hess (13090161),David Hess,13090161,P,4100,NYY@BAL 08/07/2019 07:05PM ET,BAL,5.49
,,,,,,,,,,,RP,Jonathan Holder (13090165),Jonathan Holder,13090165,P,4100,NYY@BAL 08/07/2019 07:05PM ET,NYY,3.34
,,,,,,,,,,,2B/SS,Kevin Newman (13089678),Kevin Newman,13089678,2B/SS,4100,MIL@PIT 08/07/2019 07:05PM ET,PIT,7.08
,,,,,,,,,,,1B,Christian Walker (13089683),Christian Walker,13089683,1B,4100,PHI@ARI 08/07/2019 09:40PM ET,ARI,7.92
,,,,,,,,,,,SS,Jean Segura (13089684),Jean Segura,13089684,SS,4100,PHI@ARI 08/07/2019 09:40PM ET,PHI,7.94
,,,,,,,,,,,RP,Robby Scott (13090162),Robby Scott,13090162,P,4100,PHI@ARI 08/07/2019 09:40PM ET,ARI,0.92
,,,,,,,,,,,RP,Yoshihisa Hirano (13090164),Yoshihisa Hirano,13090164,P,4100,PHI@ARI 08/07/2019 09:40PM ET,ARI,2.6
,,,,,,,,,,,1B,Eric Hosmer (13089682),Eric Hosmer,13089682,1B,4100,SD@SEA 08/07/2019 06:40PM ET,SD,7.83
,,,,,,,,,,,SP,Kutter Crawford (13090177),Kutter Crawford,13090177,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,SP,Jhonathan Diaz (13090178),Jhonathan Diaz,13090178,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,SP,Jake Thompson (13090179),Jake Thompson,13090179,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,SP,Josh Smith (13090180),Josh Smith,13090180,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,4.3
,,,,,,,,,,,SP,Ian Kennedy (13090184),Ian Kennedy,13090184,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,3.15
,,,,,,,,,,,SP,Brian Flynn (13090188),Brian Flynn,13090188,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,4.47
,,,,,,,,,,,RP,Brian Ellington (13090202),Brian Ellington,13090202,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,RP,Dan Runzler (13090203),Dan Runzler,13090203,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,RP,Durbin Feltman (13090204),Durbin Feltman,13090204,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,RP,William Cuevas (13090211),William Cuevas,13090211,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,RP,Denyi Reyes (13090234),Denyi Reyes,13090234,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,RP,Marcus Walden (13090241),Marcus Walden,13090241,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,3.93
,,,,,,,,,,,RP,Bobby Poyner (13090245),Bobby Poyner,13090245,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,-2.93
,,,,,,,,,,,RP,Josh Taylor (13090247),Josh Taylor,13090247,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,3.26
,,,,,,,,,,,RP,Scott Barlow (13090251),Scott Barlow,13090251,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,3.59
,,,,,,,,,,,RP,Andres Machado (13090253),Andres Machado,13090253,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,RP,Erasmo Ramirez (13090254),Erasmo Ramirez,13090254,P,4000,KC@BOS 08/07/2019 07:10PM ET,BOS,-2.85
,,,,,,,,,,,RP,Tim Hill (13090255),Tim Hill,13090255,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,1.64
,,,,,,,,,,,RP,Jake Newberry (13090257),Jake Newberry,13090257,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,3.03
,,,,,,,,,,,RP,Kevin McCarthy (13090271),Kevin McCarthy,13090271,P,4000,KC@BOS 08/07/2019 07:10PM ET,KC,1.46
,,,,,,,,,,,OF,Clint Frazier (13089685),Clint Frazier,13089685,OF,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,7.81
,,,,,,,,,,,1B/3B,Renato Nunez (13089688),Renato Nunez,13089688,1B/3B,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,7.63
,,,,,,,,,,,1B,Mike Ford (13089692),Mike Ford,13089692,1B,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,6.64
,,,,,,,,,,,SP,Nate Karns (13090181),Nate Karns,13090181,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,3.85
,,,,,,,,,,,SP,Tayler Scott (13090182),Tayler Scott,13090182,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,-0.33
,,,,,,,,,,,SP,Sean Gilmartin (13090185),Sean Gilmartin,13090185,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,-8.15
,,,,,,,,,,,SP,Luis Ortiz (13090187),Luis Ortiz,13090187,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0.1
,,,,,,,,,,,RP,Rex Brothers (13090191),Rex Brothers,13090191,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,RP,Danny Coulombe (13090192),Danny Coulombe,13090192,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,RP,Danny Farquhar (13090194),Danny Farquhar,13090194,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,RP,Cody Carroll (13090196),Cody Carroll,13090196,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,Aroldis Chapman (13090208),Aroldis Chapman,13090208,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,3.9
,,,,,,,,,,,RP,Kieran Lovegrove (13090215),Kieran Lovegrove,13090215,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,Domingo Acevedo (13090216),Domingo Acevedo,13090216,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,RP,Chandler Shepherd (13090218),Chandler Shepherd,13090218,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,Hunter Harvey (13090219),Hunter Harvey,13090219,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,D.J. Snelten (13090220),D.J. Snelten,13090220,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,Jake Barrett (13090224),Jake Barrett,13090224,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,-0.28
,,,,,,,,,,,RP,Evan Phillips (13090233),Evan Phillips,13090233,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.2
,,,,,,,,,,,RP,Bo Schultz (13090236),Bo Schultz,13090236,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,Nestor Cortes Jr. (13090246),Nestor Cortes Jr.,13090246,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,6.67
,,,,,,,,,,,RP,Dan Jennings (13090249),Dan Jennings,13090249,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,1.11
,,,,,,,,,,,RP,Josh Lucas (13090256),Josh Lucas,13090256,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,3.85
,,,,,,,,,,,RP,Chris Lee (13090258),Chris Lee,13090258,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,RP,Branden Kline (13090259),Branden Kline,13090259,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.68
,,,,,,,,,,,RP,Zack Britton (13090260),Zack Britton,13090260,P,4000,NYY@BAL 08/07/2019 07:05PM ET,NYY,2.69
,,,,,,,,,,,RP,Miguel Castro (13090264),Miguel Castro,13090264,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.72
,,,,,,,,,,,RP,Paul Fry (13090268),Paul Fry,13090268,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.14
,,,,,,,,,,,RP,Richard Bleier (13090272),Richard Bleier,13090272,P,4000,NYY@BAL 08/07/2019 07:05PM ET,BAL,1.1
,,,,,,,,,,,1B,Eric Thames (13089690),Eric Thames,13089690,1B,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,5.78
,,,,,,,,,,,RP,Devin Williams (13090166),Devin Williams,13090166,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,SP,Jacob Barnes (13090168),Jacob Barnes,13090168,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,2.36
,,,,,,,,,,,SP,Alex McRae (13090186),Alex McRae,13090186,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,1.78
,,,,,,,,,,,RP,Brandon Maurer (13090197),Brandon Maurer,13090197,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Jesus Liranzo (13090213),Jesus Liranzo,13090213,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Tyler Lyons (13090217),Tyler Lyons,13090217,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.53
,,,,,,,,,,,RP,Aaron Wilkerson (13090232),Aaron Wilkerson,13090232,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,1.98
,,,,,,,,,,,RP,Kyle Crick (13090235),Kyle Crick,13090235,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.96
,,,,,,,,,,,RP,Parker Markel (13090242),Parker Markel,13090242,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,0.33
,,,,,,,,,,,RP,Geoff Hartlieb (13090244),Geoff Hartlieb,13090244,P,4000,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.28
,,,,,,,,,,,RP,Matt Albers (13090252),Matt Albers,13090252,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,3.01
,,,,,,,,,,,RP,Jeremy Jeffress (13090267),Jeremy Jeffress,13090267,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,2.58
,,,,,,,,,,,SP,Junior Guerra (13090270),Junior Guerra,13090270,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,3.27
,,,,,,,,,,,RP,Alex Claudio (13090273),Alex Claudio,13090273,P,4000,MIL@PIT 08/07/2019 07:05PM ET,MIL,1.65
,,,,,,,,,,,OF,Tim Locastro (13089686),Tim Locastro,13089686,OF,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,5.13
,,,,,,,,,,,OF,David Peralta (13089691),David Peralta,13089691,OF,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,7.94
,,,,,,,,,,,2B/3B,Ildemaro Vargas (13089694),Ildemaro Vargas,13089694,2B/3B,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,4.14
,,,,,,,,,,,RP,Kevin Ginkel (13090167),Kevin Ginkel,13090167,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,2.3
,,,,,,,,,,,SP,Daniel Gibson (13090173),Daniel Gibson,13090173,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Rubby De La Rosa (13090174),Rubby De La Rosa,13090174,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Ricky Nolasco (13090175),Ricky Nolasco,13090175,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Nick Green (13090176),Nick Green,13090176,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Pedro Beato (13090199),Pedro Beato,13090199,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,RP,Brad Goldberg (13090201),Brad Goldberg,13090201,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Artie Lewicki (13090205),Artie Lewicki,13090205,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Emilio Vargas (13090206),Emilio Vargas,13090206,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Jeremy Bleich (13090207),Jeremy Bleich,13090207,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,RP,Marc Rzepczynski (13090209),Marc Rzepczynski,13090209,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Troy Scribner (13090214),Troy Scribner,13090214,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Hector Neris (13090227),Hector Neris,13090227,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,3.64
,,,,,,,,,,,RP,Victor Arano (13090230),Victor Arano,13090230,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,7.37
,,,,,,,,,,,RP,Stefan Crichton (13090243),Stefan Crichton,13090243,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,3.53
,,,,,,,,,,,RP,Ben Lively (13090248),Ben Lively,13090248,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,-3.55
,,,,,,,,,,,RP,Yacksel Rios (13090250),Yacksel Rios,13090250,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,-1
,,,,,,,,,,,RP,Mike Morin (13090261),Mike Morin,13090261,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,2.01
,,,,,,,,,,,RP,Edgar Garcia (13090262),Edgar Garcia,13090262,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,2.31
,,,,,,,,,,,RP,Drew Anderson (13090263),Drew Anderson,13090263,P,4000,PHI@ARI 08/07/2019 09:40PM ET,PHI,4.15
,,,,,,,,,,,RP,T.J. McFarland (13090269),T.J. McFarland,13090269,P,4000,PHI@ARI 08/07/2019 09:40PM ET,ARI,2.31
,,,,,,,,,,,OF,Domingo Santana (13089687),Domingo Santana,13089687,OF,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,8.54
,,,,,,,,,,,OF,Mitch Haniger (13089693),Mitch Haniger,13089693,OF,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,8.64
,,,,,,,,,,,SP,Anderson Espinoza (13090169),Anderson Espinoza,13090169,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,SP,Matt Carasiti (13090170),Matt Carasiti,13090170,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,2.01
,,,,,,,,,,,SP,Logan Gilbert (13090171),Logan Gilbert,13090171,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,SP,Cory Gearrin (13090172),Cory Gearrin,13090172,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,1.93
,,,,,,,,,,,SP,Andrew Moore (13090183),Andrew Moore,13090183,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,2.3
,,,,,,,,,,,SP,Luis Perdomo (13090189),Luis Perdomo,13090189,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,3.75
,,,,,,,,,,,RP,Wyatt Mills (13090190),Wyatt Mills,13090190,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,RP,Kyle McGrath (13090193),Kyle McGrath,13090193,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,RP,Kazuhisa Makita (13090195),Kazuhisa Makita,13090195,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,RP,Kirby Yates (13090198),Kirby Yates,13090198,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,4.81
,,,,,,,,,,,RP,Art Warren (13090200),Art Warren,13090200,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,RP,Eric Stout (13090210),Eric Stout,13090210,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,RP,Ryan Bollinger (13090212),Ryan Bollinger,13090212,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,RP,Matt Festa (13090221),Matt Festa,13090221,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,2.19
,,,,,,,,,,,RP,Ryan Garton (13090222),Ryan Garton,13090222,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,-1.12
,,,,,,,,,,,RP,Trey Wingenter (13090223),Trey Wingenter,13090223,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,3.34
,,,,,,,,,,,RP,Tyler Danish (13090225),Tyler Danish,13090225,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,RP,Justus Sheffield (13090226),Justus Sheffield,13090226,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,5.15
,,,,,,,,,,,RP,Andres Munoz (13090228),Andres Munoz,13090228,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,4.29
,,,,,,,,,,,RP,Connor Sadzeck (13090229),Connor Sadzeck,13090229,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,3.61
,,,,,,,,,,,RP,Michel Baez (13090231),Michel Baez,13090231,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,4.6
,,,,,,,,,,,RP,Reggie McClain (13090237),Reggie McClain,13090237,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,-1.55
,,,,,,,,,,,RP,Zac Grotz (13090238),Zac Grotz,13090238,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,2.25
,,,,,,,,,,,RP,Anthony Bass (13090239),Anthony Bass,13090239,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,3.2
,,,,,,,,,,,RP,Matt Magill (13090240),Matt Magill,13090240,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,3.04
,,,,,,,,,,,RP,Mike Wright (13090265),Mike Wright,13090265,P,4000,SD@SEA 08/07/2019 06:40PM ET,SEA,2.06
,,,,,,,,,,,RP,Craig Stammen (13090266),Craig Stammen,13090266,P,4000,SD@SEA 08/07/2019 06:40PM ET,SD,3.05
,,,,,,,,,,,C,Austin Romine (13089700),Austin Romine,13089700,C,3900,NYY@BAL 08/07/2019 07:05PM ET,NYY,5.88
,,,,,,,,,,,2B/SS,Thairo Estrada (13089703),Thairo Estrada,13089703,2B/SS,3900,NYY@BAL 08/07/2019 07:05PM ET,NYY,5.08
,,,,,,,,,,,OF,Gregory Polanco (13089696),Gregory Polanco,13089696,OF,3900,MIL@PIT 08/07/2019 07:05PM ET,PIT,7.02
