QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Hunter Henry,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,Stefon Diggs,Noah Fant,John Brown,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,Cooper Kupp,Dawson Knox,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,John Brown,Dallas Goedert,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,D.J. Moore,Stefon Diggs,John Brown,Darren Waller,Duke Johnson,Detroit Lions
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Keenan Allen,Cole Beasley,Austin Hooper,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Michael Thomas,John Brown,Logan Thomas,Duke Johnson,Cleveland Browns
Kyler Murray,Mike Davis,Aaron Jones,Keenan Allen,Larry Fitzgerald,DeAndre Hopkins,Dallas Goedert,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,Terry McLaurin,Robert Tonyan,John Brown,New Orleans Saints
Carson Wentz,Mike Davis,Aaron Jones,Stefon Diggs,Davante Adams,Jalen Reagor,Dallas Goedert,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Evan Engram,D'Andre Swift,Denver Broncos
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Drew Sample,Miles Sanders,Miami Dolphins
Drew Lock,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Jerry Jeudy,Noah Fant,Duke Johnson,Green Bay Packers
Tua Tagovailoa,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,Stefon Diggs,Mike Gesicki,James Conner,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Curtis Samuel,John Brown,T.J. Hockenson,Duke Johnson,Philadelphia Eagles
Justin Herbert,Mike Davis,Aaron Jones,Stefon Diggs,Keenan Allen,Chase Claypool,Hunter Henry,Duke Johnson,Los Angeles Chargers
Derek Carr,Mike Davis,Aaron Jones,Stefon Diggs,D.K. Metcalf,Henry Ruggs,Darren Waller,Duke Johnson,New Orleans Saints
Russell Wilson,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Keenan Allen,Jacob Hollister,Duke Johnson,Houston Texans
Jared Goff,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Josh Reynolds,Tyler Higbee,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Jordan Akins,Josh Jacobs,New York Giants
